"","flat_intrusion","flat_gamma1","flat_gamma2","temporal","asym_temporal","spatial","ortho","temporal_ortho","spatial_ortho","spatiotemporal","spatiotemporal_ortho","four_factor","temporal_weight","spatial_weight","spatiotemporal_weight","temporal_decay","spatial_decay","spatiotemporal_decay"
"11",22661.1607939384,22550.5548932594,22546.548268319,22527.1536348343,22548.6859558113,22550.8380000868,22424.8441267131,22489.1857334471,22513.6246243481,22515.0933431713,22467.7494696471,22558.5483393922,22429.3958566025,22448.1296590245,22455.7782673968,22502.3934014393,22528.4013193445,22552.3667186386
"12",0.000898678109876658,0.0244512041625872,0.0661904613598119,0.197024219538033,0.0266643055584433,0.266898828984865,0.247374882738688,0.0300972018937479,0.0361833926781446,0.0424462939946999,0.00489219338530987,0.000662152053227777,0.0148014201277545,0.0255904094388631,0.00345288793281254,0.0058698832326456,0.00614926470590702,0.000352320104582977
"13",1.10121078593221e-08,1.76105167087901e-07,4.59051688858694e-07,8.25230931532586e-07,3.80865149877327e-06,2.3195051861771e-07,0.552385691630784,2.94121120908351e-05,4.46523087381454e-06,0.000314957339549937,0.101114801025418,6.08105360469975e-07,0.148731148177034,0.157342491613521,0.0400641103932732,5.2714422467711e-06,1.11441521820186e-06,4.1651271653375e-07
"14",4.79681611846326e-05,0.092761460243038,0.01158851928954,0.0712872830723205,0.0903832753324489,0.0113637145569033,0.154739213045243,0.113466735322379,0.0209279981684222,0.00964757519979108,0.0152920726290635,0.00434494430110707,0.260559235823944,0.0213049012332757,0.0315197203024593,0.07827874490882,0.0080998796580275,0.00438675875203235
"15",3.25145442629319e-16,1.02215842808685e-12,2.82793803857577e-13,1.04034026529765e-13,5.93188749302646e-14,1.04034026529718e-13,0.00559967126979977,5.33391608152397e-08,5.33590097306014e-08,2.33464399804134e-10,0.000102390315853022,3.65780101527915e-09,0.466558905089348,0.46572181128045,0.0620080950303322,4.595283855807e-06,4.19263973487349e-06,2.28499618066185e-07
"16",5.25375900775206e-12,3.37380382808741e-10,9.06683334417707e-10,1.74608367356276e-07,2.41278408225504e-08,4.1856232095583e-10,0.00178782155208723,0.000140133793038842,3.53239914876503e-07,5.79182178517849e-06,0.0629917240467348,3.82158380177865e-06,0.648642530299599,0.00137883423041612,0.284793677241879,0.000241477406064376,1.44099748643707e-07,1.34902808427393e-05
"17",6.46024793719637e-12,0.00111791503497446,0.00282861795428008,0.00104059039124525,0.000140828585291786,0.00104059038707902,0.687335461912811,0.0930202618687525,0.0930204496093618,0.000140828547222453,0.0125819503739675,0.00170321840500921,0.0355619005685386,0.0368125123283465,0.0046816250446535,0.0130862446402991,0.0151434794147399,0.000743524926967304
"18",0.000105678472237875,0.237295245722115,0.0676046091311958,0.166697007298712,0.0486027294300748,0.105779951113797,0.131879006298103,0.0370615257966529,0.0253139814363357,0.0357936747709065,0.00822297923797857,0.00110648744138752,0.0491230239664788,0.0237801449532948,0.0165927078862059,0.0291858252463647,0.0126994396781324,0.00315598212002673
"19",0.00303773352914657,0.00901265059101758,0.0238135940625293,0.578393692790164,0.0782770190583321,0.037037484314792,0.0361170884354041,0.0782745923596781,0.00519940196010418,0.0864126918596631,0.0106327295992396,0.00143409963431699,0.0307084030037553,0.00424970952165986,0.00438216618504931,0.011194260840681,0.00116201498905185,0.000660667265415355
"20",0.0564849356004588,0.099610465458693,0.243186221198056,0.0894632104223946,0.0134747518913728,0.210339768455713,0.0894632108101865,0.0121073700942368,0.0299757603820373,0.0576562710454556,0.00982986980420066,0.00132781562214268,0.0049667366841398,0.04326869425917,0.0209743456740149,0.00178057406705576,0.0146507947987373,0.00143920373193524
"21",0.033000137870482,0.0995502024920553,0.24214640520209,0.208483110317891,0.0876602247612879,0.107908504286468,0.104552598225985,0.0282122518211303,0.0145968967564795,0.0374012919225857,0.00592444883037973,0.000683758143527873,0.014394741251796,0.00642019270409705,0.0022608306484398,0.00458328041971485,0.00192300406135833,0.000298120284231
"22",4.38554577240148e-52,4.56867025174552e-28,3.38701690994034e-27,5.51199119777813e-23,1.16311973317424e-27,3.96564603199198e-28,0.906850980720303,9.6812970631078e-15,4.7763463910728e-20,2.29175176789832e-20,4.37279468827286e-10,8.39527719300353e-30,0.0931408806674906,7.96428571041249e-06,1.73889206753375e-07,1.31197295446921e-17,2.95377402050527e-23,1.84653239584646e-28
