word,list,list_type
nephew,7,orthographic
nerves,7,orthographic
needle,7,orthographic
nearby,7,orthographic
newest,7,orthographic
nearer,7,orthographic
neatly,7,orthographic
neural,7,orthographic
nectar,7,orthographic
nebula,7,orthographic
neuter,7,orthographic
neater,7,orthographic
neighs,7,orthographic
newbie,7,orthographic
choice,8,orthographic
charge,8,orthographic
choose,8,orthographic
cheese,8,orthographic
cheers,8,orthographic
chosen,8,orthographic
checks,8,orthographic
chicks,8,orthographic
chased,8,orthographic
chairs,8,orthographic
chains,8,orthographic
charts,8,orthographic
chorus,8,orthographic
cheeks,8,orthographic
chilly,8,orthographic
chores,8,orthographic
cheque,8,orthographic
choked,8,orthographic
chubby,8,orthographic
cheesy,8,orthographic
chiefs,8,orthographic
cheats,8,orthographic
chunks,8,orthographic
chills,8,orthographic
chaser,8,orthographic
chimes,8,orthographic
chases,8,orthographic
chords,8,orthographic
chrome,8,orthographic
chunky,8,orthographic
chests,8,orthographic
chatty,8,orthographic
champs,8,orthographic
chummy,8,orthographic
chisel,8,orthographic
chutes,8,orthographic
chumps,8,orthographic
chinks,8,orthographic
choosy,8,orthographic
chokes,8,orthographic
chants,8,orthographic
chaste,8,orthographic
chimps,8,orthographic
chilli,8,orthographic
chippy,8,orthographic
cherub,8,orthographic
chalet,8,orthographic
choirs,8,orthographic
chaise,8,orthographic
choker,8,orthographic
chakra,8,orthographic
caught,9,orthographic
career,9,orthographic
camera,9,orthographic
caused,9,orthographic
cancel,9,orthographic
cancer,9,orthographic
causes,9,orthographic
carpet,9,orthographic
castle,9,orthographic
casino,9,orthographic
caring,9,orthographic
candle,9,orthographic
campus,9,orthographic
casual,9,orthographic
cattle,9,orthographic
carved,9,orthographic
caller,9,orthographic
canvas,9,orthographic
carbon,9,orthographic
caviar,9,orthographic
carrot,9,orthographic
cavity,9,orthographic
calmly,9,orthographic
catchy,9,orthographic
casket,9,orthographic
canary,9,orthographic
cactus,9,orthographic
candid,9,orthographic
cashed,9,orthographic
carton,9,orthographic
cables,9,orthographic
calmed,9,orthographic
casing,9,orthographic
canine,9,orthographic
caress,9,orthographic
calves,9,orthographic
capped,9,orthographic
camped,9,orthographic
carnal,9,orthographic
canopy,9,orthographic
camper,9,orthographic
candor,9,orthographic
cabins,9,orthographic
camels,9,orthographic
cartel,9,orthographic
cabbie,9,orthographic
calmer,9,orthographic
carats,9,orthographic
cavern,9,orthographic
cabana,9,orthographic
carols,9,orthographic
canals,9,orthographic
cadets,9,orthographic
carpal,9,orthographic
capers,9,orthographic
castor,9,orthographic
caving,9,orthographic
canoes,9,orthographic
catnip,9,orthographic
cabled,9,orthographic
capita,9,orthographic
captor,9,orthographic
cawing,9,orthographic
middle,10,orthographic
missed,10,orthographic
mister,10,orthographic
mirror,10,orthographic
mighty,10,orthographic
misery,10,orthographic
misses,10,orthographic
mixing,10,orthographic
midget,10,orthographic
missus,10,orthographic
mining,10,orthographic
mingle,10,orthographic
miners,10,orthographic
minded,10,orthographic
mildly,10,orthographic
milady,10,orthographic
mirage,10,orthographic
minors,10,orthographic
midway,10,orthographic
mishap,10,orthographic
misled,10,orthographic
midday,10,orthographic
midair,10,orthographic
misfit,10,orthographic
miffed,10,orthographic
misuse,10,orthographic
milked,10,orthographic
milord,10,orthographic
minion,10,orthographic
mimics,10,orthographic
mixers,10,orthographic
mildew,10,orthographic
mizzen,10,orthographic
simple,11,orthographic
single,11,orthographic
simply,11,orthographic
signed,11,orthographic
signal,11,orthographic
silent,11,orthographic
singer,11,orthographic
sights,11,orthographic
sirens,11,orthographic
sinner,11,orthographic
sinned,11,orthographic
simmer,11,orthographic
sitter,11,orthographic
sinful,11,orthographic
sicker,11,orthographic
siding,11,orthographic
sitcom,11,orthographic
sickly,11,orthographic
singed,11,orthographic
sizzle,11,orthographic
sinker,11,orthographic
sizing,11,orthographic
siesta,11,orthographic
sighed,11,orthographic
sickos,11,orthographic
silken,11,orthographic
sicken,11,orthographic
sickle,11,orthographic
simian,11,orthographic
secret,12,orthographic
seemed,12,orthographic
search,12,orthographic
settle,12,orthographic
season,12,orthographic
sexual,12,orthographic
served,12,orthographic
senior,12,orthographic
series,12,orthographic
severe,12,orthographic
sealed,12,orthographic
senses,12,orthographic
serial,12,orthographic
seated,12,orthographic
serves,12,orthographic
sector,12,orthographic
sewing,12,orthographic
select,12,orthographic
seldom,12,orthographic
seduce,12,orthographic
sensed,12,orthographic
senate,12,orthographic
server,12,orthographic
seller,12,orthographic
sensor,12,orthographic
senile,12,orthographic
sesame,12,orthographic
sexist,12,orthographic
sequel,12,orthographic
sedate,12,orthographic
septic,12,orthographic
selves,12,orthographic
sewers,12,orthographic
sexier,12,orthographic
seaman,12,orthographic
sentry,12,orthographic
sewage,12,orthographic
sevens,12,orthographic
sender,12,orthographic
seeker,12,orthographic
seamen,12,orthographic
septum,12,orthographic
seance,12,orthographic
sepsis,12,orthographic
seesaw,12,orthographic
setter,12,orthographic
sexing,12,orthographic
bought,13,orthographic
bother,13,orthographic
bottom,13,orthographic
bottle,13,orthographic
borrow,13,orthographic
bodies,13,orthographic
boring,13,orthographic
border,13,orthographic
booked,13,orthographic
bounce,13,orthographic
boxing,13,orthographic
bounty,13,orthographic
bosses,13,orthographic
boards,13,orthographic
bombed,13,orthographic
boogie,13,orthographic
bomber,13,orthographic
bodily,13,orthographic
bounds,13,orthographic
boiler,13,orthographic
bolted,13,orthographic
bookie,13,orthographic
bowels,13,orthographic
boxers,13,orthographic
bonded,13,orthographic
bonnet,13,orthographic
bowing,13,orthographic
booths,13,orthographic
booger,13,orthographic
booing,13,orthographic
booted,13,orthographic
bowler,13,orthographic
boldly,13,orthographic
boning,13,orthographic
bosoms,13,orthographic
boyish,13,orthographic
bowled,13,orthographic
boxcar,13,orthographic
bogged,13,orthographic
bolder,13,orthographic
bodega,13,orthographic
botany,13,orthographic
boozer,13,orthographic
boughs,13,orthographic
boasts,13,orthographic
bogeys,13,orthographic
boomer,13,orthographic
boodle,13,orthographic
bonsai,13,orthographic
entire,14,orthographic
energy,14,orthographic
engine,14,orthographic
ending,14,orthographic
endure,14,orthographic
enters,14,orthographic
enjoys,14,orthographic
encore,14,orthographic
enlist,14,orthographic
entity,14,orthographic
ensign,14,orthographic
envied,14,orthographic
enigma,14,orthographic
enroll,14,orthographic
entail,14,orthographic
enamel,14,orthographic
entice,14,orthographic
entree,14,orthographic
enzyme,14,orthographic
ensued,14,orthographic
enfold,14,orthographic
return,15,orthographic
record,15,orthographic
remain,15,orthographic
repeat,15,orthographic
regret,15,orthographic
recall,15,orthographic
result,15,orthographic
rescue,15,orthographic
relief,15,orthographic
reward,15,orthographic
recent,15,orthographic
review,15,orthographic
remote,15,orthographic
retire,15,orthographic
reveal,15,orthographic
repair,15,orthographic
regard,15,orthographic
reckon,15,orthographic
recipe,15,orthographic
resort,15,orthographic
resume,15,orthographic
region,15,orthographic
reader,15,orthographic
remark,15,orthographic
resign,15,orthographic
rental,15,orthographic
retard,15,orthographic
recite,15,orthographic
recess,15,orthographic
regain,15,orthographic
refill,15,orthographic
revoir,15,orthographic
retain,15,orthographic
rested,15,orthographic
reform,15,orthographic
refund,15,orthographic
remedy,15,orthographic
rebels,15,orthographic
reborn,15,orthographic
reflex,15,orthographic
refuge,15,orthographic
refers,15,orthographic
retail,15,orthographic
render,15,orthographic
revive,15,orthographic
relish,15,orthographic
relive,15,orthographic
repent,15,orthographic
redeem,15,orthographic
rewind,15,orthographic
reaper,15,orthographic
regime,15,orthographic
revolt,15,orthographic
reopen,15,orthographic
rejoin,15,orthographic
reload,15,orthographic
replay,15,orthographic
remake,15,orthographic
reside,15,orthographic
relied,15,orthographic
reacts,15,orthographic
revere,15,orthographic
relics,15,orthographic
rectal,15,orthographic
reruns,15,orthographic
revise,15,orthographic
regent,15,orthographic
repaid,15,orthographic
remiss,15,orthographic
reefer,15,orthographic
relays,15,orthographic
revert,15,orthographic
refuel,15,orthographic
revoke,15,orthographic
retina,15,orthographic
relies,15,orthographic
retake,15,orthographic
reggae,15,orthographic
repose,15,orthographic
rectum,15,orthographic
reboot,15,orthographic
recoil,15,orthographic
redone,15,orthographic
reigns,15,orthographic
rewire,15,orthographic
rehash,15,orthographic
renown,15,orthographic
reread,15,orthographic
reared,15,orthographic
refine,15,orthographic
realms,15,orthographic
rebate,15,orthographic
rebuke,15,orthographic
recast,15,orthographic
reflux,15,orthographic
recuse,15,orthographic
window,16,orthographic
within,16,orthographic
winner,16,orthographic
wishes,16,orthographic
wicked,16,orthographic
wisdom,16,orthographic
wizard,16,orthographic
wiggle,16,orthographic
wiping,16,orthographic
wiring,16,orthographic
wildly,16,orthographic
wisely,16,orthographic
widows,16,orthographic
widely,16,orthographic
wiener,16,orthographic
winged,16,orthographic
wilder,16,orthographic
wither,16,orthographic
wisest,16,orthographic
winked,16,orthographic
willed,16,orthographic
wigged,16,orthographic
wicker,16,orthographic
wipers,16,orthographic
winded,16,orthographic
winery,16,orthographic
hungry,17,orthographic
humans,17,orthographic
humble,17,orthographic
hustle,17,orthographic
hunger,17,orthographic
humour,17,orthographic
hunted,17,orthographic
humbly,17,orthographic
humane,17,orthographic
huddle,17,orthographic
hugged,17,orthographic
hurray,17,orthographic
hurrah,17,orthographic
hurdle,17,orthographic
hurled,17,orthographic
hugely,17,orthographic
hushed,17,orthographic
humbug,17,orthographic
humped,17,orthographic
hummus,17,orthographic
hubbub,17,orthographic
hugger,17,orthographic
picked,18,orthographic
pieces,18,orthographic
pissed,18,orthographic
pillow,18,orthographic
picnic,18,orthographic
pistol,18,orthographic
pickup,18,orthographic
pinned,18,orthographic
pigeon,18,orthographic
pilots,18,orthographic
pirate,18,orthographic
pickle,18,orthographic
pisses,18,orthographic
pickin,18,orthographic
picket,18,orthographic
pizzas,18,orthographic
pillar,18,orthographic
piling,18,orthographic
pimple,18,orthographic
pigsty,18,orthographic
pining,18,orthographic
piping,18,orthographic
pitied,18,orthographic
piracy,18,orthographic
pisser,18,orthographic
pianos,18,orthographic
piston,18,orthographic
pieced,18,orthographic
pileup,18,orthographic
picker,18,orthographic
pinata,18,orthographic
pineal,18,orthographic
broken,19,orthographic
breath,19,orthographic
brings,19,orthographic
bridge,19,orthographic
brains,19,orthographic
breaks,19,orthographic
breeze,19,orthographic
breast,19,orthographic
brakes,19,orthographic
breach,19,orthographic
bricks,19,orthographic
bruise,19,orthographic
broads,19,orthographic
broker,19,orthographic
braces,19,orthographic
brunch,19,orthographic
bridal,19,orthographic
bronze,19,orthographic
bribed,19,orthographic
browns,19,orthographic
bribes,19,orthographic
braver,19,orthographic
breeds,19,orthographic
brainy,19,orthographic
brides,19,orthographic
bronco,19,orthographic
brands,19,orthographic
briefs,19,orthographic
braids,19,orthographic
brooch,19,orthographic
browse,19,orthographic
breech,19,orthographic
brooms,19,orthographic
brutes,19,orthographic
braves,19,orthographic
brewed,19,orthographic
broach,19,orthographic
bridle,19,orthographic
honest,20,orthographic
hoping,20,orthographic
horses,20,orthographic
houses,20,orthographic
hooked,20,orthographic
honour,20,orthographic
horror,20,orthographic
hooker,20,orthographic
hollow,20,orthographic
hockey,20,orthographic
holler,20,orthographic
hotels,20,orthographic
hotter,20,orthographic
hooray,20,orthographic
honors,20,orthographic
hottie,20,orthographic
holdup,20,orthographic
holder,20,orthographic
hombre,20,orthographic
hounds,20,orthographic
homing,20,orthographic
homage,20,orthographic
hooves,20,orthographic
homies,20,orthographic
honeys,20,orthographic
housed,20,orthographic
homely,20,orthographic
hookup,20,orthographic
hourly,20,orthographic
hordes,20,orthographic
hornet,20,orthographic
horsey,20,orthographic
honcho,20,orthographic
hosted,20,orthographic
hoarse,20,orthographic
hostel,20,orthographic
hobbit,20,orthographic
horned,20,orthographic
hoopla,20,orthographic
hooter,20,orthographic
hocked,20,orthographic
honing,20,orthographic
hotbed,20,orthographic
homeys,20,orthographic
hotdog,20,orthographic
hobble,20,orthographic
ground,21,orthographic
groups,21,orthographic
grades,21,orthographic
greedy,21,orthographic
grease,21,orthographic
growth,21,orthographic
grudge,21,orthographic
greasy,21,orthographic
granny,21,orthographic
groove,21,orthographic
grapes,21,orthographic
groovy,21,orthographic
grumpy,21,orthographic
grieve,21,orthographic
grande,21,orthographic
grants,21,orthographic
greens,21,orthographic
grazie,21,orthographic
gringo,21,orthographic
graces,21,orthographic
gravel,21,orthographic
grovel,21,orthographic
groggy,21,orthographic
grains,21,orthographic
grazed,21,orthographic
grader,21,orthographic
groves,21,orthographic
graded,21,orthographic
greats,21,orthographic
growed,21,orthographic
grocer,21,orthographic
grotto,21,orthographic
grassy,21,orthographic
grouch,21,orthographic
greets,21,orthographic
gritty,21,orthographic
graced,21,orthographic
grinds,21,orthographic
gratin,21,orthographic
grooms,21,orthographic
groped,21,orthographic
grouse,21,orthographic
grille,21,orthographic
grunge,21,orthographic
graphs,21,orthographic
grafts,21,orthographic
plenty,22,orthographic
places,22,orthographic
played,22,orthographic
player,22,orthographic
planet,22,orthographic
placed,22,orthographic
plates,22,orthographic
planes,22,orthographic
plants,22,orthographic
plague,22,orthographic
pledge,22,orthographic
plasma,22,orthographic
plunge,22,orthographic
plains,22,orthographic
plaque,22,orthographic
plight,22,orthographic
pliers,22,orthographic
plural,22,orthographic
plough,22,orthographic
plowed,22,orthographic
pleads,22,orthographic
plucky,22,orthographic
plexus,22,orthographic
plumes,22,orthographic
notice,23,orthographic
notion,23,orthographic
noises,23,orthographic
novels,23,orthographic
noodle,23,orthographic
nosing,23,orthographic
novice,23,orthographic
noggin,23,orthographic
nodded,23,orthographic
nother,23,orthographic
notary,23,orthographic
nobler,23,orthographic
nobles,23,orthographic
nookie,23,orthographic
nonfat,23,orthographic
nozzle,23,orthographic
nomine,23,orthographic
public,24,orthographic
purple,24,orthographic
punish,24,orthographic
puzzle,24,orthographic
purely,24,orthographic
puppet,24,orthographic
pumped,24,orthographic
pupils,24,orthographic
pushes,24,orthographic
purity,24,orthographic
puddle,24,orthographic
puking,24,orthographic
pusher,24,orthographic
purest,24,orthographic
pucker,24,orthographic
purses,24,orthographic
putter,24,orthographic
pulses,24,orthographic
puffed,24,orthographic
putrid,24,orthographic
purged,24,orthographic
purify,24,orthographic
pulley,24,orthographic
purser,24,orthographic
pumper,24,orthographic
pulsar,24,orthographic
double,25,orthographic
dollar,25,orthographic
doomed,25,orthographic
doubts,25,orthographic
dozens,25,orthographic
donkey,25,orthographic
donate,25,orthographic
domain,25,orthographic
doggie,25,orthographic
donuts,25,orthographic
douche,25,orthographic
dosage,25,orthographic
doodle,25,orthographic
docket,25,orthographic
dotted,25,orthographic
docked,25,orthographic
donors,25,orthographic
domino,25,orthographic
dodged,25,orthographic
doable,25,orthographic
downed,25,orthographic
downer,25,orthographic
dorsal,25,orthographic
doubly,25,orthographic
dolled,25,orthographic
docile,25,orthographic
dogged,25,orthographic
doings,25,orthographic
dozing,25,orthographic
doused,25,orthographic
bigger,26,orthographic
biting,26,orthographic
bitten,26,orthographic
bikini,26,orthographic
biggie,26,orthographic
bidder,26,orthographic
bitchy,26,orthographic
biopsy,26,orthographic
biceps,26,orthographic
biased,26,orthographic
bistro,26,orthographic
bikers,26,orthographic
bimbos,26,orthographic
billed,26,orthographic
binary,26,orthographic
births,26,orthographic
binder,26,orthographic
bicarb,26,orthographic
bionic,26,orthographic
bicker,26,orthographic
biking,26,orthographic
bisque,26,orthographic
bigamy,26,orthographic
billet,26,orthographic
decide,27,orthographic
detail,27,orthographic
desire,27,orthographic
desert,27,orthographic
demand,27,orthographic
deeply,27,orthographic
degree,27,orthographic
device,27,orthographic
design,27,orthographic
dealer,27,orthographic
deeper,27,orthographic
depend,27,orthographic
denied,27,orthographic
deadly,27,orthographic
defeat,27,orthographic
deputy,27,orthographic
deaths,27,orthographic
demons,27,orthographic
debate,27,orthographic
dental,27,orthographic
detect,27,orthographic
decade,27,orthographic
dearly,27,orthographic
denial,27,orthographic
devils,27,orthographic
depths,27,orthographic
deploy,27,orthographic
depart,27,orthographic
devote,27,orthographic
debris,27,orthographic
defect,27,orthographic
detour,27,orthographic
deceit,27,orthographic
denies,27,orthographic
demise,27,orthographic
detain,27,orthographic
deluxe,27,orthographic
delays,27,orthographic
detest,27,orthographic
deemed,27,orthographic
delete,27,orthographic
decree,27,orthographic
devour,27,orthographic
dearie,27,orthographic
deduct,27,orthographic
defied,27,orthographic
deader,27,orthographic
defies,27,orthographic
decode,27,orthographic
desist,27,orthographic
deuces,27,orthographic
dented,27,orthographic
devoid,27,orthographic
deport,27,orthographic
derive,27,orthographic
devout,27,orthographic
decked,27,orthographic
defuse,27,orthographic
devise,27,orthographic
detach,27,orthographic
deduce,27,orthographic
depict,27,orthographic
deejay,27,orthographic
derail,27,orthographic
delude,27,orthographic
depose,27,orthographic
decoys,27,orthographic
demean,27,orthographic
deluge,27,orthographic
defile,27,orthographic
passed,28,orthographic
pardon,28,orthographic
paying,28,orthographic
papers,28,orthographic
packed,28,orthographic
passes,28,orthographic
patrol,28,orthographic
parent,28,orthographic
parked,28,orthographic
palace,28,orthographic
parade,28,orthographic
parole,28,orthographic
parlor,28,orthographic
partly,28,orthographic
patron,28,orthographic
paddle,28,orthographic
paints,28,orthographic
payday,28,orthographic
packet,28,orthographic
parrot,28,orthographic
payoff,28,orthographic
parted,28,orthographic
patent,28,orthographic
pastry,28,orthographic
pantry,28,orthographic
paging,28,orthographic
panels,28,orthographic
pacing,28,orthographic
parcel,28,orthographic
padded,28,orthographic
palate,28,orthographic
pawing,28,orthographic
pawned,28,orthographic
paired,28,orthographic
papaya,28,orthographic
pamper,28,orthographic
patter,28,orthographic
paltry,28,orthographic
parlay,28,orthographic
parody,28,orthographic
pasted,28,orthographic
pagoda,28,orthographic
pauper,28,orthographic
patted,28,orthographic
payout,28,orthographic
panics,28,orthographic
panzer,28,orthographic
pariah,28,orthographic
panned,28,orthographic
paving,28,orthographic
pacify,28,orthographic
pallet,28,orthographic
pauses,28,orthographic
pandas,28,orthographic
walked,29,orthographic
waited,29,orthographic
wasted,29,orthographic
warned,29,orthographic
wallet,29,orthographic
waiter,29,orthographic
waking,29,orthographic
waters,29,orthographic
wander,29,orthographic
waving,29,orthographic
warmth,29,orthographic
warden,29,orthographic
warmer,29,orthographic
warmed,29,orthographic
wagons,29,orthographic
washes,29,orthographic
washer,29,orthographic
waffle,29,orthographic
wanker,29,orthographic
warped,29,orthographic
wallow,29,orthographic
walnut,29,orthographic
waxing,29,orthographic
wanton,29,orthographic
waiver,29,orthographic
walrus,29,orthographic
walkie,29,orthographic
wallop,29,orthographic
wastes,29,orthographic
watery,29,orthographic
waived,29,orthographic
wading,29,orthographic
wattle,29,orthographic
walled,29,orthographic
wackos,29,orthographic
waning,29,orthographic
warmly,29,orthographic
waddle,29,orthographic
waders,29,orthographic
closed,30,orthographic
closer,30,orthographic
client,30,orthographic
clever,30,orthographic
closet,30,orthographic
claims,30,orthographic
clouds,30,orthographic
clinic,30,orthographic
closes,30,orthographic
clears,30,orthographic
classy,30,orthographic
clowns,30,orthographic
clumsy,30,orthographic
clicks,30,orthographic
cleans,30,orthographic
clause,30,orthographic
clocks,30,orthographic
cloudy,30,orthographic
cliffs,30,orthographic
clutch,30,orthographic
climax,30,orthographic
clerks,30,orthographic
clover,30,orthographic
climbs,30,orthographic
clothe,30,orthographic
clamps,30,orthographic
cliche,30,orthographic
clones,30,orthographic
clammy,30,orthographic
clingy,30,orthographic
clique,30,orthographic
cloned,30,orthographic
clings,30,orthographic
cloves,30,orthographic
clinch,30,orthographic
clench,30,orthographic
cloths,30,orthographic
cleats,30,orthographic
clawed,30,orthographic
claret,30,orthographic
clunky,30,orthographic
hardly,31,orthographic
harder,31,orthographic
handed,31,orthographic
hammer,31,orthographic
harbor,31,orthographic
habits,31,orthographic
hatred,31,orthographic
hating,31,orthographic
hanged,31,orthographic
hacked,31,orthographic
hazard,31,orthographic
hamlet,31,orthographic
hassle,31,orthographic
harmed,31,orthographic
hangar,31,orthographic
hauled,31,orthographic
hamper,31,orthographic
harass,31,orthographic
hairdo,31,orthographic
haunts,31,orthographic
hanger,31,orthographic
hacker,31,orthographic
halves,31,orthographic
hailed,31,orthographic
hazing,31,orthographic
harlot,31,orthographic
hasten,31,orthographic
haggle,31,orthographic
habeas,31,orthographic
halter,31,orthographic
hatter,31,orthographic
hankie,31,orthographic
haters,31,orthographic
showed,32,orthographic
shower,32,orthographic
shadow,32,orthographic
shared,32,orthographic
sheets,32,orthographic
shoots,32,orthographic
shitty,32,orthographic
shield,32,orthographic
shovel,32,orthographic
shrimp,32,orthographic
shifts,32,orthographic
shakes,32,orthographic
shells,32,orthographic
shaved,32,orthographic
shares,32,orthographic
sharks,32,orthographic
shoved,32,orthographic
shaped,32,orthographic
shaken,32,orthographic
shines,32,orthographic
shorty,32,orthographic
shades,32,orthographic
shrine,32,orthographic
shapes,32,orthographic
shores,32,orthographic
shreds,32,orthographic
shucks,32,orthographic
shrunk,32,orthographic
shrewd,32,orthographic
shocks,32,orthographic
shaman,32,orthographic
shiver,32,orthographic
shaker,32,orthographic
shined,32,orthographic
shamed,32,orthographic
shafts,32,orthographic
shears,32,orthographic
shiner,32,orthographic
shimmy,32,orthographic
shoddy,32,orthographic
shaggy,32,orthographic
shroud,32,orthographic
shifty,32,orthographic
shoves,32,orthographic
shtick,32,orthographic
shacks,32,orthographic
shaves,32,orthographic
sheath,32,orthographic
shrill,32,orthographic
shrank,32,orthographic
shanks,32,orthographic
shanty,32,orthographic
shards,32,orthographic
shrubs,32,orthographic
sheikh,32,orthographic
corner,33,orthographic
common,33,orthographic
cousin,33,orthographic
county,33,orthographic
commit,33,orthographic
counts,33,orthographic
coward,33,orthographic
cowboy,33,orthographic
cookie,33,orthographic
covers,33,orthographic
colors,33,orthographic
combat,33,orthographic
collar,33,orthographic
copies,33,orthographic
corpse,33,orthographic
cotton,33,orthographic
comedy,33,orthographic
colour,33,orthographic
column,33,orthographic
cooler,33,orthographic
coffin,33,orthographic
courts,33,orthographic
copper,33,orthographic
condom,33,orthographic
cosmic,33,orthographic
colony,33,orthographic
covert,33,orthographic
colder,33,orthographic
convey,33,orthographic
coughs,33,orthographic
coyote,33,orthographic
comics,33,orthographic
copied,33,orthographic
comply,33,orthographic
cognac,33,orthographic
convoy,33,orthographic
cooped,33,orthographic
corral,33,orthographic
costly,33,orthographic
coupon,33,orthographic
conned,33,orthographic
coarse,33,orthographic
commie,33,orthographic
cooled,33,orthographic
confer,33,orthographic
combed,33,orthographic
corpus,33,orthographic
coping,33,orthographic
condos,33,orthographic
copped,33,orthographic
cocoon,33,orthographic
consul,33,orthographic
cosmos,33,orthographic
cortex,33,orthographic
cometh,33,orthographic
concur,33,orthographic
cordon,33,orthographic
cocked,33,orthographic
cocker,33,orthographic
corset,33,orthographic
cougar,33,orthographic
coding,33,orthographic
copier,33,orthographic
conked,33,orthographic
comped,33,orthographic
coined,33,orthographic
cobalt,33,orthographic
coerce,33,orthographic
cooker,33,orthographic
coated,33,orthographic
cooing,33,orthographic
coasts,33,orthographic
coddle,33,orthographic
comely,33,orthographic
copter,33,orthographic
cornea,33,orthographic
comets,33,orthographic
commas,33,orthographic
coolie,33,orthographic
helped,34,orthographic
health,34,orthographic
headed,34,orthographic
hearts,34,orthographic
heroes,34,orthographic
height,34,orthographic
helmet,34,orthographic
hereby,34,orthographic
heroin,34,orthographic
heroic,34,orthographic
healed,34,orthographic
heated,34,orthographic
heater,34,orthographic
hearty,34,orthographic
hectic,34,orthographic
herald,34,orthographic
helper,34,orthographic
