word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
hymns,48,36,46,35,0.94,1.6902,0.43,1.5682,5
moths,54,36,46,31,1.06,1.7404,0.43,1.5682,5
mumps,60,36,54,33,1.18,1.7853,0.43,1.5682,5
munch,43,36,32,27,0.84,1.6435,0.43,1.5682,5
pecan,48,36,40,34,0.94,1.6902,0.43,1.5682,5
proxy,46,36,46,36,0.9,1.6721,0.43,1.5682,5
smirk,41,36,40,36,0.8,1.6232,0.43,1.5682,5
sully,192,36,15,15,3.76,2.2856,0.43,1.5682,5
swans,65,36,59,33,1.27,1.8195,0.43,1.5682,5
taker,46,36,43,34,0.9,1.6721,0.43,1.5682,5
tamed,41,36,40,35,0.8,1.6232,0.43,1.5682,5
vigil,44,36,44,36,0.86,1.6532,0.43,1.5682,5
viola,151,36,25,17,2.96,2.1818,0.43,1.5682,5
wails,45,36,41,32,0.88,1.6628,0.43,1.5682,5
atlas,52,35,19,13,1.02,1.7243,0.42,1.5563,5
bunks,55,35,55,35,1.08,1.7482,0.42,1.5563,5
dazed,38,35,32,31,0.75,1.5911,0.42,1.5563,5
douse,41,35,23,23,0.8,1.6232,0.42,1.5563,5
duped,40,35,39,35,0.78,1.6128,0.42,1.5563,5
evict,36,35,33,32,0.71,1.5682,0.42,1.5563,5
facto,37,35,37,35,0.73,1.5798,0.42,1.5563,5
gooey,39,35,35,33,0.76,1.6021,0.42,1.5563,5
husky,81,35,30,27,1.59,1.9138,0.42,1.5563,5
inept,43,35,41,35,0.84,1.6435,0.42,1.5563,5
kinks,41,35,36,32,0.8,1.6232,0.42,1.5563,5
mammy,119,35,42,19,2.33,2.0792,0.42,1.5563,5
mania,52,35,40,30,1.02,1.7243,0.42,1.5563,5
mimic,40,35,38,33,0.78,1.6128,0.42,1.5563,5
pally,46,35,44,34,0.9,1.6721,0.42,1.5563,5
poise,56,35,44,35,1.1,1.7559,0.42,1.5563,5
racks,44,35,43,35,0.86,1.6532,0.42,1.5563,5
skips,42,35,41,35,0.82,1.6335,0.42,1.5563,5
spied,37,35,35,33,0.73,1.5798,0.42,1.5563,5
stubs,43,35,41,34,0.84,1.6435,0.42,1.5563,5
tarts,57,35,45,27,1.12,1.7634,0.42,1.5563,5
trite,40,35,37,32,0.78,1.6128,0.42,1.5563,5
trois,40,35,38,33,0.78,1.6128,0.42,1.5563,5
vicar,75,35,63,33,1.47,1.8808,0.42,1.5563,5
whims,39,35,38,35,0.76,1.6021,0.42,1.5563,5
amiss,38,34,38,34,0.75,1.5911,0.41,1.5441,5
baldy,56,34,23,21,1.1,1.7559,0.41,1.5441,5
bonny,95,34,64,28,1.86,1.9823,0.41,1.5441,5
coils,47,34,47,34,0.92,1.6812,0.41,1.5441,5
colds,38,34,32,29,0.75,1.5911,0.41,1.5441,5
comma,50,34,43,33,0.98,1.7076,0.41,1.5441,5
covet,48,34,47,33,0.94,1.6902,0.41,1.5441,5
cunts,41,34,39,33,0.8,1.6232,0.41,1.5441,5
dildo,68,34,55,30,1.33,1.8388,0.41,1.5441,5
exert,34,34,34,34,0.67,1.5441,0.41,1.5441,5
gases,37,34,37,34,0.73,1.5798,0.41,1.5441,5
homie,93,34,75,30,1.82,1.9731,0.41,1.5441,5
lasso,45,34,40,32,0.88,1.6628,0.41,1.5441,5
lofty,40,34,30,28,0.78,1.6128,0.41,1.5441,5
mamas,36,34,30,29,0.71,1.5682,0.41,1.5441,5
mural,52,34,51,34,1.02,1.7243,0.41,1.5441,5
olden,54,34,34,30,1.06,1.7404,0.41,1.5441,5
pawns,41,34,37,31,0.8,1.6232,0.41,1.5441,5
quilt,39,34,39,34,0.76,1.6021,0.41,1.5441,5
siree,37,34,36,33,0.73,1.5798,0.41,1.5441,5
splat,43,34,29,24,0.84,1.6435,0.41,1.5441,5
surly,36,34,35,33,0.71,1.5682,0.41,1.5441,5
taint,40,34,35,31,0.78,1.6128,0.41,1.5441,5
acids,42,33,41,33,0.82,1.6335,0.39,1.5315,5
atone,43,33,40,31,0.84,1.6435,0.39,1.5315,5
belch,37,33,34,31,0.73,1.5798,0.39,1.5315,5
bland,55,33,34,27,1.08,1.7482,0.39,1.5315,5
cools,37,33,35,32,0.73,1.5798,0.39,1.5315,5
dinky,52,33,27,24,1.02,1.7243,0.39,1.5315,5
excel,37,33,31,30,0.73,1.5798,0.39,1.5315,5
hanky,42,33,30,28,0.82,1.6335,0.39,1.5315,5
hunky,42,33,29,25,0.82,1.6335,0.39,1.5315,5
keyed,39,33,39,33,0.76,1.6021,0.39,1.5315,5
meats,42,33,31,28,0.82,1.6335,0.39,1.5315,5
mogul,47,33,37,30,0.92,1.6812,0.39,1.5315,5
mowed,36,33,33,30,0.71,1.5682,0.39,1.5315,5
pears,50,33,44,29,0.98,1.7076,0.39,1.5315,5
pokey,50,33,22,20,0.98,1.7076,0.39,1.5315,5
rapes,44,33,41,32,0.86,1.6532,0.39,1.5315,5
saber,41,33,32,27,0.8,1.6232,0.39,1.5315,5
sappy,43,33,41,31,0.84,1.6435,0.39,1.5315,5
sneer,38,33,33,29,0.75,1.5911,0.39,1.5315,5
turds,38,33,35,32,0.75,1.5911,0.39,1.5315,5
bilge,56,32,43,30,1.1,1.7559,0.38,1.5185,5
bongo,137,32,19,15,2.69,2.1399,0.38,1.5185,5
chewy,35,32,32,29,0.69,1.5563,0.38,1.5185,5
circa,35,32,30,28,0.69,1.5563,0.38,1.5185,5
crass,36,32,35,32,0.71,1.5682,0.38,1.5185,5
crepe,42,32,37,29,0.82,1.6335,0.38,1.5185,5
cushy,36,32,33,30,0.71,1.5682,0.38,1.5185,5
daffy,77,32,27,23,1.51,1.8921,0.38,1.5185,5
feces,38,32,35,29,0.75,1.5911,0.38,1.5185,5
garde,49,32,49,32,0.96,1.699,0.38,1.5185,5
gouge,35,32,31,28,0.69,1.5563,0.38,1.5185,5
graph,38,32,38,32,0.75,1.5911,0.38,1.5185,5
hooey,43,32,38,31,0.84,1.6435,0.38,1.5185,5
jaded,40,32,40,32,0.78,1.6128,0.38,1.5185,5
jeeps,38,32,28,25,0.75,1.5911,0.38,1.5185,5
lurid,33,32,29,28,0.65,1.5315,0.38,1.5185,5
lyric,56,32,51,31,1.1,1.7559,0.38,1.5185,5
maxed,34,32,31,31,0.67,1.5441,0.38,1.5185,5
mixes,34,32,31,31,0.67,1.5441,0.38,1.5185,5
peels,35,32,34,31,0.69,1.5563,0.38,1.5185,5
polio,45,32,41,30,0.88,1.6628,0.38,1.5185,5
roost,45,32,44,31,0.88,1.6628,0.38,1.5185,5
silky,40,32,27,27,0.78,1.6128,0.38,1.5185,5
snowy,54,32,41,28,1.06,1.7404,0.38,1.5185,5
twigs,40,32,37,31,0.78,1.6128,0.38,1.5185,5
whats,102,32,31,26,2,2.0128,0.38,1.5185,5
width,35,32,33,30,0.69,1.5563,0.38,1.5185,5
abode,33,31,33,31,0.65,1.5315,0.37,1.5051,5
adept,33,31,33,31,0.65,1.5315,0.37,1.5051,5
aided,33,31,30,28,0.65,1.5315,0.37,1.5051,5
bayou,68,31,39,19,1.33,1.8388,0.37,1.5051,5
berth,40,31,38,29,0.78,1.6128,0.37,1.5051,5
birch,79,31,20,16,1.55,1.9031,0.37,1.5051,5
chins,35,31,28,28,0.69,1.5563,0.37,1.5051,5
dorms,37,31,36,31,0.73,1.5798,0.37,1.5051,5
drips,39,31,34,30,0.76,1.6021,0.37,1.5051,5
fined,43,31,41,29,0.84,1.6435,0.37,1.5051,5
friar,88,31,30,13,1.73,1.9494,0.37,1.5051,5
fused,34,31,34,31,0.67,1.5441,0.37,1.5051,5
grope,31,31,31,31,0.61,1.5051,0.37,1.5051,5
highs,35,31,29,26,0.69,1.5563,0.37,1.5051,5
mikes,40,31,36,28,0.78,1.6128,0.37,1.5051,5
saver,31,31,24,24,0.61,1.5051,0.37,1.5051,5
scams,40,31,39,30,0.78,1.6128,0.37,1.5051,5
snare,39,31,35,29,0.76,1.6021,0.37,1.5051,5
stirs,35,31,34,30,0.69,1.5563,0.37,1.5051,5
swish,82,31,32,22,1.61,1.9191,0.37,1.5051,5
tweed,61,31,30,26,1.2,1.7924,0.37,1.5051,5
woven,32,31,31,30,0.63,1.5185,0.37,1.5051,5
align,34,30,34,30,0.67,1.5441,0.36,1.4914,5
antsy,32,30,31,30,0.63,1.5185,0.36,1.4914,5
churn,31,30,30,29,0.61,1.5051,0.36,1.4914,5
clang,43,30,30,23,0.84,1.6435,0.36,1.4914,5
combs,39,30,34,29,0.76,1.6021,0.36,1.4914,5
fines,40,30,37,28,0.78,1.6128,0.36,1.4914,5
frees,34,30,29,26,0.67,1.5441,0.36,1.4914,5
ghoul,52,30,42,25,1.02,1.7243,0.36,1.4914,5
gumbo,45,30,33,24,0.88,1.6628,0.36,1.4914,5
gutsy,34,30,30,26,0.67,1.5441,0.36,1.4914,5
hacks,35,30,30,26,0.69,1.5563,0.36,1.4914,5
hyper,45,30,41,28,0.88,1.6628,0.36,1.4914,5
irate,31,30,30,29,0.61,1.5051,0.36,1.4914,5
kooky,35,30,31,28,0.69,1.5563,0.36,1.4914,5
laude,32,30,28,26,0.63,1.5185,0.36,1.4914,5
libel,56,30,52,27,1.1,1.7559,0.36,1.4914,5
lilac,39,30,29,23,0.76,1.6021,0.36,1.4914,5
limos,36,30,35,29,0.71,1.5682,0.36,1.4914,5
longs,50,30,49,29,0.98,1.7076,0.36,1.4914,5
madre,44,30,19,16,0.86,1.6532,0.36,1.4914,5
mined,38,30,37,30,0.75,1.5911,0.36,1.4914,5
petit,50,30,19,17,0.98,1.7076,0.36,1.4914,5
sleet,33,30,29,28,0.65,1.5315,0.36,1.4914,5
smoky,34,30,22,21,0.67,1.5441,0.36,1.4914,5
tushy,44,30,42,29,0.86,1.6532,0.36,1.4914,5
tweak,34,30,28,26,0.67,1.5441,0.36,1.4914,5
uncut,40,30,37,28,0.78,1.6128,0.36,1.4914,5
voter,41,30,40,30,0.8,1.6232,0.36,1.4914,5
wreak,30,30,29,29,0.59,1.4914,0.36,1.4914,5
annex,43,29,28,19,0.84,1.6435,0.35,1.4771,5
canon,50,29,29,17,0.98,1.7076,0.35,1.4771,5
corns,43,29,43,29,0.84,1.6435,0.35,1.4771,5
fares,32,29,31,28,0.63,1.5185,0.35,1.4771,5
forte,30,29,27,26,0.59,1.4914,0.35,1.4771,5
gavel,39,29,32,27,0.76,1.6021,0.35,1.4771,5
herds,40,29,37,27,0.78,1.6128,0.35,1.4771,5
lurch,43,29,21,18,0.84,1.6435,0.35,1.4771,5
mores,42,29,41,28,0.82,1.6335,0.35,1.4771,5
nosey,33,29,22,20,0.65,1.5315,0.35,1.4771,5
pasty,31,29,27,25,0.61,1.5051,0.35,1.4771,5
pinto,43,29,20,13,0.84,1.6435,0.35,1.4771,5
repel,34,29,32,27,0.67,1.5441,0.35,1.4771,5
scour,31,29,25,24,0.61,1.5051,0.35,1.4771,5
seedy,37,29,33,28,0.73,1.5798,0.35,1.4771,5
swabs,43,29,42,28,0.84,1.6435,0.35,1.4771,5
texts,33,29,32,28,0.65,1.5315,0.35,1.4771,5
wazoo,33,29,31,28,0.65,1.5315,0.35,1.4771,5
whisk,29,29,28,28,0.57,1.4771,0.35,1.4771,5
wield,39,29,38,28,0.76,1.6021,0.35,1.4771,5
wiles,52,29,29,27,1.02,1.7243,0.35,1.4771,5
aides,32,28,32,28,0.63,1.5185,0.33,1.4624,5
aloof,33,28,27,25,0.65,1.5315,0.33,1.4624,5
beady,36,28,29,25,0.71,1.5682,0.33,1.4624,5
beets,52,28,44,22,1.02,1.7243,0.33,1.4624,5
bigot,31,28,30,27,0.61,1.5051,0.33,1.4624,5
chews,30,28,28,26,0.59,1.4914,0.33,1.4624,5
cubby,40,28,26,21,0.78,1.6128,0.33,1.4624,5
doozy,30,28,29,27,0.59,1.4914,0.33,1.4624,5
heats,31,28,31,28,0.61,1.5051,0.33,1.4624,5
homos,37,28,33,26,0.73,1.5798,0.33,1.4624,5
incur,28,28,27,27,0.55,1.4624,0.33,1.4624,5
kites,36,28,35,27,0.71,1.5682,0.33,1.4624,5
limey,38,28,29,23,0.75,1.5911,0.33,1.4624,5
lurks,30,28,30,28,0.59,1.4914,0.33,1.4624,5
murky,31,28,31,28,0.61,1.5051,0.33,1.4624,5
peppy,33,28,30,25,0.65,1.5315,0.33,1.4624,5
shrew,42,28,36,26,0.82,1.6335,0.33,1.4624,5
sized,32,28,32,28,0.63,1.5185,0.33,1.4624,5
skids,30,28,28,26,0.59,1.4914,0.33,1.4624,5
taunt,32,28,28,26,0.63,1.5185,0.33,1.4624,5
tipsy,33,28,32,28,0.65,1.5315,0.33,1.4624,5
tripe,41,28,37,27,0.8,1.6232,0.33,1.4624,5
avert,30,27,23,21,0.59,1.4914,0.32,1.4472,5
chums,31,27,29,25,0.61,1.5051,0.32,1.4472,5
cleft,30,27,30,27,0.59,1.4914,0.32,1.4472,5
clots,31,27,29,25,0.61,1.5051,0.32,1.4472,5
crick,93,27,32,22,1.82,1.9731,0.32,1.4472,5
defer,30,27,30,27,0.59,1.4914,0.32,1.4472,5
dicey,31,27,29,26,0.61,1.5051,0.32,1.4472,5
digit,30,27,29,26,0.59,1.4914,0.32,1.4472,5
ditty,40,27,38,26,0.78,1.6128,0.32,1.4472,5
franc,41,27,36,22,0.8,1.6232,0.32,1.4472,5
gripe,40,27,39,27,0.78,1.6128,0.32,1.4472,5
guile,52,27,49,25,1.02,1.7243,0.32,1.4472,5
guise,28,27,28,27,0.55,1.4624,0.32,1.4472,5
hinge,29,27,27,27,0.57,1.4771,0.32,1.4472,5
hokey,30,27,23,21,0.59,1.4914,0.32,1.4472,5
ladle,38,27,36,26,0.75,1.5911,0.32,1.4472,5
llama,72,27,61,22,1.41,1.8633,0.32,1.4472,5
loopy,33,27,27,22,0.65,1.5315,0.32,1.4472,5
moors,57,27,45,18,1.12,1.7634,0.32,1.4472,5
mopey,35,27,30,23,0.69,1.5563,0.32,1.4472,5
mosey,36,27,32,26,0.71,1.5682,0.32,1.4472,5
mould,37,27,35,27,0.73,1.5798,0.32,1.4472,5
nudes,36,27,26,22,0.71,1.5682,0.32,1.4472,5
nudie,49,27,45,26,0.96,1.699,0.32,1.4472,5
offed,28,27,27,27,0.55,1.4624,0.32,1.4472,5
otter,69,27,23,19,1.35,1.8451,0.32,1.4472,5
plums,53,27,46,25,1.04,1.7324,0.32,1.4472,5
plush,28,27,26,25,0.55,1.4624,0.32,1.4472,5
pygmy,33,27,25,22,0.65,1.5315,0.32,1.4472,5
query,29,27,26,24,0.57,1.4771,0.32,1.4472,5
ratty,36,27,25,24,0.71,1.5682,0.32,1.4472,5
sexes,30,27,30,27,0.59,1.4914,0.32,1.4472,5
shite,62,27,51,23,1.22,1.7993,0.32,1.4472,5
shone,30,27,30,27,0.59,1.4914,0.32,1.4472,5
sutra,58,27,27,5,1.14,1.7709,0.32,1.4472,5
synch,35,27,27,20,0.69,1.5563,0.32,1.4472,5
totem,44,27,39,25,0.86,1.6532,0.32,1.4472,5
undue,29,27,28,26,0.57,1.4771,0.32,1.4472,5
verbs,33,27,32,27,0.65,1.5315,0.32,1.4472,5
weepy,29,27,28,27,0.57,1.4771,0.32,1.4472,5
winks,28,27,24,24,0.55,1.4624,0.32,1.4472,5
yawns,30,27,22,20,0.59,1.4914,0.32,1.4472,5
adage,32,26,32,26,0.63,1.5185,0.31,1.4314,5
aloft,37,26,34,25,0.73,1.5798,0.31,1.4314,5
amuck,26,26,26,26,0.51,1.4314,0.31,1.4314,5
bakes,27,26,27,26,0.53,1.4472,0.31,1.4314,5
biter,29,26,25,24,0.57,1.4771,0.31,1.4314,5
bling,61,26,29,20,1.2,1.7924,0.31,1.4314,5
bolus,34,26,26,22,0.67,1.5441,0.31,1.4314,5
clunk,32,26,25,22,0.63,1.5185,0.31,1.4314,5
denim,33,26,26,22,0.65,1.5315,0.31,1.4314,5
didnt,49,26,45,25,0.96,1.699,0.31,1.4314,5
diets,30,26,29,25,0.59,1.4914,0.31,1.4314,5
discs,34,26,33,25,0.67,1.5441,0.31,1.4314,5
dunes,45,26,27,18,0.88,1.6628,0.31,1.4314,5
hater,32,26,27,24,0.63,1.5185,0.31,1.4314,5
lusty,31,26,23,19,0.61,1.5051,0.31,1.4314,5
mince,27,26,24,23,0.53,1.4472,0.31,1.4314,5
mocks,27,26,26,25,0.53,1.4472,0.31,1.4314,5
moldy,30,26,28,26,0.59,1.4914,0.31,1.4314,5
mooch,45,26,26,22,0.88,1.6628,0.31,1.4314,5
motif,33,26,33,26,0.65,1.5315,0.31,1.4314,5
nippy,48,26,30,24,0.94,1.6902,0.31,1.4314,5
oiled,29,26,29,26,0.57,1.4771,0.31,1.4314,5
outdo,26,26,26,26,0.51,1.4314,0.31,1.4314,5
reels,37,26,36,26,0.73,1.5798,0.31,1.4314,5
ruddy,36,26,32,22,0.71,1.5682,0.31,1.4314,5
rugby,44,26,34,22,0.86,1.6532,0.31,1.4314,5
swoon,31,26,31,26,0.61,1.5051,0.31,1.4314,5
tacks,26,26,25,25,0.51,1.4314,0.31,1.4314,5
tarot,61,26,24,19,1.2,1.7924,0.31,1.4314,5
toads,30,26,27,25,0.59,1.4914,0.31,1.4314,5
tulip,40,26,19,18,0.78,1.6128,0.31,1.4314,5
ultra,57,26,17,16,1.12,1.7634,0.31,1.4314,5
usage,26,26,26,26,0.51,1.4314,0.31,1.4314,5
vapor,31,26,31,26,0.61,1.5051,0.31,1.4314,5
visas,32,26,28,23,0.63,1.5185,0.31,1.4314,5
balmy,29,25,26,22,0.57,1.4771,0.3,1.415,5
blurt,25,25,25,25,0.49,1.415,0.3,1.415,5
bulky,26,25,26,25,0.51,1.4314,0.3,1.415,5
cache,31,25,31,25,0.61,1.5051,0.3,1.415,5
cagey,29,25,25,22,0.57,1.4771,0.3,1.415,5
dingy,31,25,26,22,0.61,1.5051,0.3,1.415,5
dopes,29,25,27,24,0.57,1.4771,0.3,1.415,5
evens,27,25,25,24,0.53,1.4472,0.3,1.415,5
fated,32,25,32,25,0.63,1.5185,0.3,1.415,5
fryer,33,25,23,21,0.65,1.5315,0.3,1.415,5
fuels,28,25,28,25,0.55,1.4624,0.3,1.415,5
gully,47,25,41,23,0.92,1.6812,0.3,1.415,5
hippy,47,25,26,24,0.92,1.6812,0.3,1.415,5
lobes,31,25,29,23,0.61,1.5051,0.3,1.415,5
mutts,26,25,25,24,0.51,1.4314,0.3,1.415,5
ovens,29,25,28,24,0.57,1.4771,0.3,1.415,5
petal,45,25,26,20,0.88,1.6628,0.3,1.415,5
plait,28,25,28,25,0.55,1.4624,0.3,1.415,5
rages,31,25,24,23,0.61,1.5051,0.3,1.415,5
sawed,28,25,28,25,0.55,1.4624,0.3,1.415,5
sheik,77,25,46,19,1.51,1.8921,0.3,1.415,5
snide,28,25,27,25,0.55,1.4624,0.3,1.415,5
snobs,26,25,23,22,0.51,1.4314,0.3,1.415,5
strep,35,25,32,22,0.69,1.5563,0.3,1.415,5
tolls,30,25,29,24,0.59,1.4914,0.3,1.415,5
toxin,46,25,46,25,0.9,1.6721,0.3,1.415,5
truer,26,25,22,21,0.51,1.4314,0.3,1.415,5
vices,28,25,27,25,0.55,1.4624,0.3,1.415,5
abbot,43,24,18,9,0.84,1.6435,0.29,1.3979,5
afire,25,24,23,22,0.49,1.415,0.29,1.3979,5
anvil,32,24,26,20,0.63,1.5185,0.29,1.3979,5
beefs,26,24,26,24,0.51,1.4314,0.29,1.3979,5
bouts,26,24,25,23,0.51,1.4314,0.29,1.3979,5
briar,39,24,16,14,0.76,1.6021,0.29,1.3979,5
brunt,25,24,24,23,0.49,1.415,0.29,1.3979,5
cribs,25,24,21,20,0.49,1.415,0.29,1.3979,5
dregs,26,24,25,23,0.51,1.4314,0.29,1.3979,5
dunce,25,24,24,24,0.49,1.415,0.29,1.3979,5
eased,26,24,26,24,0.51,1.4314,0.29,1.3979,5
envoy,44,24,32,22,0.86,1.6532,0.29,1.3979,5
fairs,26,24,24,22,0.51,1.4314,0.29,1.3979,5
focal,29,24,28,23,0.57,1.4771,0.29,1.3979,5
gnome,32,24,29,23,0.63,1.5185,0.29,1.3979,5
grimy,26,24,24,22,0.51,1.4314,0.29,1.3979,5
gulls,53,24,42,22,1.04,1.7324,0.29,1.3979,5
hovel,25,24,25,24,0.49,1.415,0.29,1.3979,5
idols,24,24,24,24,0.47,1.3979,0.29,1.3979,5
lapel,25,24,25,24,0.49,1.415,0.29,1.3979,5
lends,24,24,23,23,0.47,1.3979,0.29,1.3979,5
moxie,37,24,34,23,0.73,1.5798,0.29,1.3979,5
mucus,30,24,21,20,0.59,1.4914,0.29,1.3979,5
obese,25,24,25,24,0.49,1.415,0.29,1.3979,5
peeps,32,24,22,20,0.63,1.5185,0.29,1.3979,5
pouty,29,24,28,23,0.57,1.4771,0.29,1.3979,5
scowl,26,24,24,23,0.51,1.4314,0.29,1.3979,5
segue,26,24,24,22,0.51,1.4314,0.29,1.3979,5
sieve,27,24,27,24,0.53,1.4472,0.29,1.3979,5
sloth,74,24,26,18,1.45,1.8751,0.29,1.3979,5
smite,29,24,26,22,0.57,1.4771,0.29,1.3979,5
snafu,27,24,24,21,0.53,1.4472,0.29,1.3979,5
tongs,40,24,22,20,0.78,1.6128,0.29,1.3979,5
ville,50,24,24,9,0.98,1.7076,0.29,1.3979,5
visor,30,24,27,23,0.59,1.4914,0.29,1.3979,5
vowel,36,24,35,24,0.71,1.5682,0.29,1.3979,5
waged,26,24,26,24,0.51,1.4314,0.29,1.3979,5
bitte,36,23,17,11,0.71,1.5682,0.27,1.3802,5
brawn,29,23,28,22,0.57,1.4771,0.27,1.3802,5
bucko,32,23,28,22,0.63,1.5185,0.27,1.3802,5
conga,42,23,38,22,0.82,1.6335,0.27,1.3802,5
feign,23,23,21,21,0.45,1.3802,0.27,1.3802,5
fibre,33,23,32,23,0.65,1.5315,0.27,1.3802,5
fixer,36,23,20,20,0.71,1.5682,0.27,1.3802,5
geeky,24,23,22,21,0.47,1.3979,0.27,1.3802,5
heaps,26,23,23,22,0.51,1.4314,0.27,1.3802,5
infer,29,23,27,22,0.57,1.4771,0.27,1.3802,5
joust,58,23,57,22,1.14,1.7709,0.27,1.3802,5
liege,57,23,53,20,1.12,1.7634,0.27,1.3802,5
moles,41,23,28,21,0.8,1.6232,0.27,1.3802,5
nappy,40,23,26,18,0.78,1.6128,0.27,1.3802,5
nicks,36,23,17,15,0.71,1.5682,0.27,1.3802,5
odour,23,23,23,23,0.45,1.3802,0.27,1.3802,5
piety,29,23,23,21,0.57,1.4771,0.27,1.3802,5
raves,29,23,28,23,0.57,1.4771,0.27,1.3802,5
shins,25,23,18,17,0.49,1.415,0.27,1.3802,5
silks,28,23,26,22,0.55,1.4624,0.27,1.3802,5
swami,37,23,26,16,0.73,1.5798,0.27,1.3802,5
techs,27,23,24,20,0.53,1.4472,0.27,1.3802,5
vegan,33,23,28,21,0.65,1.5315,0.27,1.3802,5
weeps,26,23,23,20,0.51,1.4314,0.27,1.3802,5
amino,31,22,30,21,0.61,1.5051,0.26,1.3617,5
bushy,25,22,21,20,0.49,1.415,0.26,1.3617,5
cabby,38,22,20,17,0.75,1.5911,0.26,1.3617,5
cameo,24,22,20,19,0.47,1.3979,0.26,1.3617,5
clump,27,22,26,21,0.53,1.4472,0.26,1.3617,5
clung,24,22,24,22,0.47,1.3979,0.26,1.3617,5
coupe,31,22,25,17,0.61,1.5051,0.26,1.3617,5
cults,33,22,32,22,0.65,1.5315,0.26,1.3617,5
dawns,27,22,25,20,0.53,1.4472,0.26,1.3617,5
deity,28,22,26,22,0.55,1.4624,0.26,1.3617,5
dorks,26,22,24,21,0.51,1.4314,0.26,1.3617,5
droll,25,22,23,21,0.49,1.415,0.26,1.3617,5
flops,26,22,25,21,0.51,1.4314,0.26,1.3617,5
innit,49,22,44,20,0.96,1.699,0.26,1.3617,5
kazoo,31,22,30,22,0.61,1.5051,0.26,1.3617,5
limes,28,22,24,20,0.55,1.4624,0.26,1.3617,5
lures,23,22,22,21,0.45,1.3802,0.26,1.3617,5
matzo,49,22,45,20,0.96,1.699,0.26,1.3617,5
micro,29,22,19,16,0.57,1.4771,0.26,1.3617,5
mover,23,22,22,21,0.45,1.3802,0.26,1.3617,5
musty,25,22,21,19,0.49,1.415,0.26,1.3617,5
oomph,33,22,26,18,0.65,1.5315,0.26,1.3617,5
parka,31,22,31,22,0.61,1.5051,0.26,1.3617,5
pixie,42,22,26,18,0.82,1.6335,0.26,1.3617,5
porky,30,22,15,10,0.59,1.4914,0.26,1.3617,5
promo,36,22,30,19,0.71,1.5682,0.26,1.3617,5
pudgy,32,22,20,19,0.63,1.5185,0.26,1.3617,5
redid,24,22,24,22,0.47,1.3979,0.26,1.3617,5
scone,25,22,18,17,0.49,1.415,0.26,1.3617,5
sired,24,22,21,20,0.47,1.3979,0.26,1.3617,5
smock,25,22,25,22,0.49,1.415,0.26,1.3617,5
snarl,27,22,24,20,0.53,1.4472,0.26,1.3617,5
spics,30,22,26,20,0.59,1.4914,0.26,1.3617,5
tibia,32,22,31,21,0.63,1.5185,0.26,1.3617,5
vexed,24,22,23,21,0.47,1.3979,0.26,1.3617,5
wiper,29,22,22,19,0.57,1.4771,0.26,1.3617,5
yodel,43,22,31,18,0.84,1.6435,0.26,1.3617,5
youre,90,22,41,14,1.76,1.959,0.26,1.3617,5
aglow,24,21,23,20,0.47,1.3979,0.25,1.3424,5
annul,26,21,22,19,0.51,1.4314,0.25,1.3424,5
barns,21,21,20,20,0.41,1.3424,0.25,1.3424,5
bundt,31,21,27,20,0.61,1.5051,0.25,1.3424,5
chats,22,21,22,21,0.43,1.3617,0.25,1.3424,5
colic,26,21,21,18,0.51,1.4314,0.25,1.3424,5
creak,26,21,21,18,0.51,1.4314,0.25,1.3424,5
dents,26,21,26,21,0.51,1.4314,0.25,1.3424,5
diced,21,21,21,21,0.41,1.3424,0.25,1.3424,5
dived,22,21,22,21,0.43,1.3617,0.25,1.3424,5
divvy,22,21,17,17,0.43,1.3617,0.25,1.3424,5
dweeb,28,21,23,17,0.55,1.4624,0.25,1.3424,5
dykes,34,21,22,17,0.67,1.5441,0.25,1.3424,5
faire,33,21,23,18,0.65,1.5315,0.25,1.3424,5
gaudy,21,21,20,20,0.41,1.3424,0.25,1.3424,5
gooks,56,21,52,20,1.1,1.7559,0.25,1.3424,5
gourd,24,21,22,20,0.47,1.3979,0.25,1.3424,5
horde,58,21,33,18,1.14,1.7709,0.25,1.3424,5
hubba,64,21,35,17,1.25,1.8129,0.25,1.3424,5
humps,22,21,22,21,0.43,1.3617,0.25,1.3424,5
inane,22,21,21,21,0.43,1.3617,0.25,1.3424,5
indie,24,21,22,19,0.47,1.3979,0.25,1.3424,5
joked,22,21,21,20,0.43,1.3617,0.25,1.3424,5
kebab,31,21,29,19,0.61,1.5051,0.25,1.3424,5
lefts,37,21,36,21,0.73,1.5798,0.25,1.3424,5
livid,22,21,22,21,0.43,1.3617,0.25,1.3424,5
minty,25,21,16,15,0.49,1.415,0.25,1.3424,5
molar,26,21,24,20,0.51,1.4314,0.25,1.3424,5
nerdy,24,21,23,21,0.47,1.3979,0.25,1.3424,5
nests,23,21,22,20,0.45,1.3802,0.25,1.3424,5
nobly,22,21,20,19,0.43,1.3617,0.25,1.3424,5
nodes,28,21,28,21,0.55,1.4624,0.25,1.3424,5
nymph,38,21,33,18,0.75,1.5911,0.25,1.3424,5
obeys,22,21,22,21,0.43,1.3617,0.25,1.3424,5
oldie,23,21,23,21,0.45,1.3802,0.25,1.3424,5
omens,43,21,22,16,0.84,1.6435,0.25,1.3424,5
opted,21,21,21,21,0.41,1.3424,0.25,1.3424,5
