"","word","list","list_type"
"217","bungee","12","orthographic"
"218","bogged","12","orthographic"
"219","butted","12","orthographic"
"220","bugler","12","orthographic"
"221","burped","12","orthographic"
"222","buffed","12","orthographic"
"223","bucked","12","orthographic"
"224","cooked","13","orthographic"
"225","choked","13","orthographic"
"226","copied","13","orthographic"
"227","cooped","13","orthographic"
"228","conned","13","orthographic"
"229","cooled","13","orthographic"
"230","corned","13","orthographic"
"231","combed","13","orthographic"
"232","copped","13","orthographic"
"233","cocked","13","orthographic"
"234","cloned","13","orthographic"
"235","conked","13","orthographic"
"236","comped","13","orthographic"
"237","coined","13","orthographic"
"238","cooker","13","orthographic"
"239","coiled","13","orthographic"
"240","corked","13","orthographic"
"241","rising","14","orthographic"
"242","ruling","14","orthographic"
"243","raging","14","orthographic"
"244","raving","14","orthographic"
"245","rating","14","orthographic"
"246","rewind","14","orthographic"
"247","raping","14","orthographic"
"248","rowing","14","orthographic"
"249","ravine","14","orthographic"
"250","roving","14","orthographic"
"251","retina","14","orthographic"
"252","raking","14","orthographic"
"253","raring","14","orthographic"
"254","refine","14","orthographic"
"255","roping","14","orthographic"
"256","robins","14","orthographic"
"257","smiled","15","orthographic"
"258","sailed","15","orthographic"
"259","suited","15","orthographic"
"260","seized","15","orthographic"
"261","sliced","15","orthographic"
"262","swiped","15","orthographic"
"263","spiked","15","orthographic"
"264","shined","15","orthographic"
"265","soiled","15","orthographic"
"266","socked","15","orthographic"
"267","soared","15","orthographic"
"268","scaled","15","orthographic"
"269","soused","15","orthographic"
"270","spiced","15","orthographic"
"271","soured","15","orthographic"
"272","sobbed","15","orthographic"
"273","blamed","16","orthographic"
"274","bearer","16","orthographic"
"275","beamed","16","orthographic"
"276","biased","16","orthographic"
"277","beater","16","orthographic"
"278","beeped","16","orthographic"
"279","belted","16","orthographic"
"280","bested","16","orthographic"
"281","bedded","16","orthographic"
"282","beaker","16","orthographic"
"283","beefed","16","orthographic"
"284","blazed","16","orthographic"
"285","braced","16","orthographic"
"286","braved","16","orthographic"
"287","beaded","16","orthographic"
"288","bended","16","orthographic"
"289","rented","17","orthographic"
"290","rolled","17","orthographic"
"291","rested","17","orthographic"
"292","rocked","17","orthographic"
"293","roster","17","orthographic"
"294","routes","17","orthographic"
"295","ratted","17","orthographic"
"296","rooted","17","orthographic"
"297","routed","17","orthographic"
"298","rotted","17","orthographic"
"299","roamed","17","orthographic"
"300","roared","17","orthographic"
"301","roomed","17","orthographic"
"302","roused","17","orthographic"
"303","rooked","17","orthographic"
"304","router","17","orthographic"
"305","pegged","18","orthographic"
"306","peeled","18","orthographic"
"307","peaked","18","orthographic"
"308","peeked","18","orthographic"
"309","peewee","18","orthographic"
"310","premed","18","orthographic"
"311","penned","18","orthographic"
"312","pieced","18","orthographic"
"313","peeper","18","orthographic"
"314","peeved","18","orthographic"
"315","pecked","18","orthographic"
"316","peeler","18","orthographic"
"317","preyed","18","orthographic"
"318","peered","18","orthographic"
"319","petted","18","orthographic"
"320","peeped","18","orthographic"
"321","harmed","19","orthographic"
"322","hopped","19","orthographic"
"323","housed","19","orthographic"
"324","hordes","19","orthographic"
"325","hornet","19","orthographic"
"326","horsey","19","orthographic"
"327","hurled","19","orthographic"
"328","hosted","19","orthographic"
"329","horned","19","orthographic"
"330","hocked","19","orthographic"
"331","hotbed","19","orthographic"
"332","herded","19","orthographic"
"333","hooded","19","orthographic"
"334","honked","19","orthographic"
"335","howled","19","orthographic"
"336","hurted","19","orthographic"
"337","resume","20","orthographic"
"338","refuge","20","orthographic"
"339","remake","20","orthographic"
"340","revoke","20","orthographic"
"341","refute","20","orthographic"
"342","retake","20","orthographic"
"343","repose","20","orthographic"
"344","redone","20","orthographic"
"345","rewire","20","orthographic"
"346","refine","20","orthographic"
"347","rebate","20","orthographic"
"348","rebuke","20","orthographic"
"349","recuse","20","orthographic"
"350","rename","20","orthographic"
"351","renege","20","orthographic"
"352","repute","20","orthographic"
"353","resale","20","orthographic"
"354","redeye","20","orthographic"
"355","rehire","20","orthographic"
"356","scares","21","orthographic"
"357","shares","21","orthographic"
"358","sharks","21","orthographic"
"359","shades","21","orthographic"
"360","shores","21","orthographic"
"361","smarts","21","orthographic"
"362","stares","21","orthographic"
"363","shafts","21","orthographic"
"364","shears","21","orthographic"
"365","shacks","21","orthographic"
"366","shaves","21","orthographic"
"367","spares","21","orthographic"
"368","swarms","21","orthographic"
"369","shanks","21","orthographic"
"370","shards","21","orthographic"
"371","snarls","21","orthographic"
"372","louder","22","orthographic"
"373","larger","22","orthographic"
"374","lodged","22","orthographic"
"375","logged","22","orthographic"
"376","linger","22","orthographic"
"377","longed","22","orthographic"
"378","looker","22","orthographic"
"379","ledger","22","orthographic"
"380","loafer","22","orthographic"
"381","loader","22","orthographic"
"382","lodges","22","orthographic"
"383","loaner","22","orthographic"
"384","loiter","22","orthographic"
"385","looter","22","orthographic"
"386","lodger","22","orthographic"
"387","lunger","22","orthographic"
