"","X","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"8855",8855,"THRONG"," STIM"," LOW","6",0.528,-1.9445,-2.0596,0.115,0.6171,8
"8857",8857,"BROAD"," STIM"," LOW","6",0.662,1.2053,1.4232,-0.2178,0.6005,8
"8859",8859,"CLUE"," STIM"," LOW","6",0.5871,2.5164,2.1744,0.342,0.3669,8
"8861",8861,"TREAT"," STIM"," LOW","1",1.2166,-0.1447,0.0355,-0.1803,1.6846,8
"8862",8862,"EARN"," STIM"," LOW","1",0.5841,-2.1423,-2.0937,-0.0486,0.5838,8
"8864",8864,"BEETLE"," STIM"," HIGH","6",0.5458,-0.6699,-0.9066,0.2366,0.5004,8
"8865",8865,"CHAIR"," STIM"," HIGH","6",0.5287,-1.9663,-0.4317,-1.5346,0.3836,8
"8869",8869,"WHOM"," STIM"," LOW","6",0.7249,-2.9166,0.3841,2.9825,0.1501,8
"8870",8870,"BURY"," STIM"," LOW","6",0.4798,-1.2149,-1.2968,0.0819,0.834,8
"8872",8872,"MOUTH"," STIM"," HIGH","6",0.4725,-1.7543,3.0798,1.4491,0.1835,8
"8876",8876,"BOMB"," STIM"," HIGH","6",0.5274,1.7878,1.7061,0.0817,0.5504,8
"8879",8879,"KEVEL"," STIM"," LOW","6",0.5649,2.1457,2.1023,0.0435,0.467,8
"8880",8880,"BATH"," STIM"," HIGH","6",0.5368,1.8679,1.9932,-0.1252,0.467,8
"8881",8881,"BECAME"," STIM"," LOW","6",1.008,0.9372,2.4501,-1.5129,0.2002,8
"8887",8887,"ESCAPE"," STIM"," LOW","6",0.7744,-2.5633,-2.2935,-0.2697,0.6338,8
"8888",8888,"STRING"," STIM"," HIGH","6",0.5908,1.9148,1.9811,-0.0663,0.7839,8
"8889",8889,"SMELL"," STIM"," LOW","6",0.5912,-0.2671,-0.2349,-0.0322,2.4352,8
"8891",8891,"MOCKER"," STIM"," LOW","6",0.4966,-2.4254,-2.8165,0.3911,0.6171,8
"8893",8893,"WHALE"," STIM"," HIGH","6",0.5755,1.9822,2.0017,-0.0196,0.5337,8
"8894",8894,"TOE"," STIM"," HIGH","6",0.5409,-0.2886,0.0669,-0.3556,0.9841,8
"8896",8896,"VERB"," STIM"," LOW","6",0.535,-2.1504,-2.2133,0.0629,0.6839,8
"8898",8898,"SHOWER"," STIM"," HIGH","6",1.6066,-0.6184,-0.6796,0.0611,0.6505,8
"8900",8900,"NEXT"," STIM"," LOW","6",0.707,-1.5773,-1.5294,-0.048,0.467,8
"8901",8901,"HERD"," STIM"," HIGH","6",0.8387,-1.237,-1.0793,-0.1577,0.5171,8
"8903",8903,"CLOVER"," STIM"," HIGH","6",0.5096,-0.8036,-0.8912,0.0876,0.5838,8
"8904",8904,"GOSPEL"," STIM"," LOW","6",0.4408,-1.8402,-1.8083,-0.0319,0.7172,8
"8905",8905,"UNCLE"," STIM"," HIGH","6",0.4486,-1.8122,-1.7393,-0.0729,0.6672,8
"8908",8908,"SEINE"," STIM"," LOW","6",0.4617,-1.7581,-1.6022,-0.1559,0.7005,8
"8909",8909,"MISS"," STIM"," LOW","6",1.182,-2.251,-2.6101,0.3591,0.9174,8
"8912",8912,"WAX"," STIM"," HIGH","6",0.5117,-1.119,-1.1788,0.0598,0.6672,8
"8915",8915,"SYNOD"," STIM"," LOW","6",0.4791,0.2698,0.6708,-0.401,0.5504,8
"8917",8917,"ABRUPT"," STIM"," LOW","6",0.496,-2.122,-2.1887,0.0666,0.6171,8
"8918",8918,"DART"," STIM"," HIGH","6",0.6037,-2.5076,-2.8866,0.3791,0.5337,8
"8924",8924,"GRAVY"," STIM"," HIGH","6",0.7678,-2.9456,3.1416,0.1959,0.6005,8
"8928",8928,"FRAIL"," STIM"," LOW","6",0.5397,-0.955,-1.0517,0.0966,0.9007,8
"8929",8929,"DIME"," STIM"," HIGH","6",0.4693,1.2575,1.2077,0.0497,0.5004,8
"8930",8930,"SWAGE"," STIM"," LOW","6",0.5225,-0.8704,0.4787,-1.349,0.2835,8
"8932",8932,"OF"," STIM"," LOW","6",0.575,-1.7837,-1.8247,0.0409,0.5671,8
"8934",8934,"WORK"," STIM"," LOW","6",0.5902,0.3969,0.4147,-0.0178,0.5337,8
"8935",8935,"JAM"," STIM"," HIGH","6",0.6503,1.1689,0.8316,0.3373,0.467,8
"8936",8936,"STRIPE"," STIM"," HIGH","6",0.7047,-2.9782,-3.1314,0.1532,0.3836,8
"8937",8937,"SOAR"," STIM"," LOW","6",0.5562,2.0727,2.1103,-0.0376,0.7839,8
"8940",8940,"BEING"," STIM"," LOW","6",0.6775,-0.3062,-0.166,-0.1402,0.5004,8
"8941",8941,"PONY"," STIM"," HIGH","6",0.6032,-0.9218,2.1002,-3.022,0.3169,8
"8944",8944,"HOOD"," STIM"," HIGH","6",0.566,-0.8956,-1.0278,0.1321,0.6171,8
"8948",8948,"MARKET"," STIM"," HIGH","6",1.2391,-3.1332,3.1107,0.0394,0.5671,8
"8950",8950,"IS"," STIM"," LOW","6",0.5193,-2.0652,-1.9717,-0.0934,0.417,8
"8952",8952,"STALE"," STIM"," LOW","1",1.1579,1.2628,0.9605,0.3024,0.1001,8
"8953",8953,"LINEN"," STIM"," HIGH","6",0.5194,-0.7856,-0.9639,0.1783,0.5004,8
"8955",8955,"HAY"," STIM"," HIGH","6",0.5306,0.4861,2.6779,-2.1918,0.1501,8
"8956",8956,"THREAD"," STIM"," HIGH","6",0.9406,-0.7116,0.1456,-0.8572,0.2835,8
"8957",8957,"SLEEVE"," STIM"," HIGH","6",0.4747,-0.3447,0.4192,-0.764,0.2835,8
"8958",8958,"SPIRIT"," STIM"," LOW","3",1.3321,2.2316,1.1229,1.1087,0.1501,8
"8965",8965,"PICKLE"," STIM"," HIGH","6",1.4254,-2.28,-0.0511,-2.2289,1.4011,9
"8968",8968,"TALLY"," STIM"," LOW","6",1.3891,2.7082,-0.657,-2.918,2.0349,9
"8971",8971,"HOPE"," STIM"," LOW","5",1.6169,-1.8162,-0.0102,-1.806,0.6338,9
"8972",8972,"ZOO"," STIM"," HIGH","4",2.0114,0.6749,2.323,-1.6481,3.7528,9
"8973",8973,"OX"," STIM"," HIGH","6",1.2326,1.9685,0.6071,1.3614,2.135,9
"8976",8976,"TWIG"," STIM"," HIGH","6",0.8968,-0.2757,-1.9696,1.6939,2.602,9
"8977",8977,"FRANK"," STIM"," LOW","5",1.7094,-1.4954,-2.3526,0.8572,0.7839,9
"8978",8978,"SKULL"," STIM"," HIGH","6",0.9235,-0.0806,-2.4034,2.3229,0.9507,9
"8979",8979,"RUFF"," STIM"," LOW","6",0.9245,2.8699,0.2147,2.6551,3.0523,9
"8980",8980,"ISLAND"," STIM"," HIGH","6",1.0087,-1.7475,-0.7707,-0.9768,1.4011,9
"8982",8982,"BY"," STIM"," LOW","6",0.5982,1.0513,-1.5708,2.6221,0.4503,9
"8983",8983,"ON"," STIM"," LOW","2",1.6318,-2.6628,-0.4424,-2.2204,0.5337,9
"8987",8987,"FORBID"," STIM"," LOW","5",1.5396,2.89,2.0413,0.8488,0.6005,9
"8989",8989,"UNCLE"," STIM"," HIGH","6",0.5376,1.1656,1.0234,0.1421,0.4837,9
"8990",8990,"TWANG"," STIM"," LOW","6",0.7264,-1.2618,-0.3355,-0.9262,0.5337,9
"8993",8993,"DRIVER"," STIM"," HIGH","3",2.3158,-1.1729,-2.5908,1.4179,0.4003,9
"8994",8994,"CHAPEL"," STIM"," HIGH","5",1.3624,-1.2424,-2.2095,0.9671,0.4337,9
"8995",8995,"LARK"," STIM"," HIGH","6",1.0531,-3.086,0.2462,2.951,0.4837,9
"8996",8996,"SYSTEM"," STIM"," LOW","6",0.7145,2.9307,0.6122,2.3185,1.7347,9
"9000",9000,"ARMY"," STIM"," HIGH","4",2.1549,-2.0928,-0.6137,-1.4791,2.5019,9
"9001",9001,"CHEAT"," STIM"," LOW","6",1.4687,2.574,1.4332,1.1408,1.5845,9
"9003",9003,"TREND"," STIM"," LOW","5",1.484,1.6936,-2.4751,-2.1145,0.3169,9
"9005",9005,"GYM"," STIM"," HIGH","6",0.8541,1.2675,0.8627,0.4047,1.1509,9
"9007",9007,"OTTER"," STIM"," HIGH","6",0.974,-2.9031,0.7921,2.5881,0.5838,9
"9009",9009,"SEEL"," STIM"," LOW","6",0.5671,2.8422,2.603,0.2392,0.4003,9
"9010",9010,"SOCK"," STIM"," HIGH","5",0.752,0.2365,-0.7457,0.9822,0.6505,9
"9015",9015,"MUST"," STIM"," LOW","6",0.8054,1.7308,0.3327,1.3981,0.3836,9
"9017",9017,"TAPIS"," STIM"," LOW","6",0.7894,-3.1352,-0.7598,-2.3754,0.8506,9
"9018",9018,"JAR"," STIM"," HIGH","6",0.8061,0.399,-2.7515,-3.1327,1.5178,9
"9020",9020,"SOP"," STIM"," LOW","6",0.7929,0.7991,2.9334,-2.1343,0.3836,9
"9024",9024,"SNEEZE"," STIM"," HIGH","2",1.051,1.5697,0.6112,0.9585,0.7339,9
"9025",9025,"POWER"," STIM"," LOW","6",0.9648,2.7674,2.1786,0.5889,0.417,9
"9026",9026,"ABBESS"," STIM"," LOW","6",0.6032,2.8841,-0.4016,-2.9975,0.3836,9
"9027",9027,"WIFE"," STIM"," HIGH","6",0.5497,0.585,2.7504,-2.1655,0.5337,9
"9029",9029,"STOOL"," STIM"," HIGH","6",0.7911,-2.4161,-2.2642,-0.1519,0.6338,9
"9030",9030,"THEIR"," STIM"," LOW","6",2.7819,-2.8328,3.1264,0.324,0.7506,9
"9032",9032,"MONTH"," STIM"," LOW","3",2.4453,-0.111,-2.6756,2.5646,0.834,9
"9033",9033,"DEBATE"," STIM"," LOW","6",0.8362,0.8174,-0.6901,1.5075,0.6839,9
"9038",9038,"PORCH"," STIM"," HIGH","3",2.1288,-1.6859,0.9758,-2.6617,0.7172,9
"9039",9039,"LAWYER"," STIM"," HIGH","3",1.2126,0.0339,0.6507,-0.6168,0.4337,9
"9041",9041,"BELLY"," STIM"," HIGH","6",2.455,1.6754,-0.4056,2.081,0.467,9
"9042",9042,"CAFE"," STIM"," HIGH","6",0.8602,1.9099,2.3043,-0.3945,0.6005,9
"9044",9044,"PIECE"," STIM"," LOW","6",0.5815,0.1455,-0.4683,0.6138,0.7672,9
"9048",9048,"TYPE"," STIM"," LOW","6",0.8828,2.9507,-2.6826,-0.6499,0.3669,9
"9049",9049,"BAR"," STIM"," HIGH","6",0.7243,0.5173,1.0304,-0.5131,0.5004,9
"9051",9051,"REAR"," STIM"," LOW","6",0.6647,-3.0817,-2.6733,-0.4084,0.3836,9
"9055",9055,"FIR"," STIM"," LOW","6",0.6001,1.0203,1.0232,-0.0029,1.4845,9
"9056",9056,"COFFEE"," STIM"," HIGH","6",0.599,-0.6802,2.4815,3.1216,0.5004,9
"9057",9057,"BEST"," STIM"," LOW","6",0.6026,0.5709,1.2096,-0.6387,1.8514,9
"9060",9060,"CLOCK"," STIM"," HIGH","6",0.8126,3.0988,-2.1203,-1.0641,0.8506,9
"9061",9061,"REAP"," STIM"," LOW","6",1.595,-2.6011,0.4357,-3.0368,0.884,9
"9062",9062,"STIFLE"," STIM"," LOW","6",1.357,0.3466,0.1404,0.2062,0.5838,9
"9064",9064,"POOR"," STIM"," LOW","6",0.64,-1.2093,2.0232,3.0507,0.6338,9
"9067",9067,"AMUSE"," STIM"," LOW","6",1.3306,3.0456,0.459,2.5866,1.6513,9
"9068",9068,"OCEAN"," STIM"," HIGH","6",0.6529,0.4565,-0.734,1.1905,0.5504,9
"9070",9070,"CAME"," STIM"," LOW","6",0.7012,2.9825,0.6755,2.307,0.3169,9
"9074",9074,"RABBIT"," STIM"," HIGH","6",0.7179,0.1267,2.7059,-2.5792,0.4837,9
"9076",9076,"STUNT"," STIM"," LOW","6",0.8152,1.0139,-0.7413,1.7552,0.7506,9
"9079",9079,"GLOOM"," STIM"," LOW","6",0.7753,-1.7117,0.9242,-2.6359,0.6338,9
"9080",9080,"REWARD"," STIM"," LOW","6",0.585,0.2361,-2.7726,3.0087,0.6171,9
"9083",9083,"URBAN"," STIM"," LOW","5",1.5442,1.6121,-1.8678,-2.8033,0.2835,9
"9085",9085,"PAGE"," STIM"," HIGH","2",2.2617,1.6621,2.7047,-1.0425,0.4503,9
"9087",9087,"THESE"," STIM"," LOW","6",0.7747,1.9278,-2.3377,-2.0177,0.9841,9
"9088",9088,"KEG"," STIM"," HIGH","6",0.5203,0.5777,0.7082,-0.1304,0.4003,9
"9089",9089,"WAMUS"," STIM"," LOW","6",0.5888,2.5904,-1.3321,-2.3608,1.9515,9
"9091",9091,"BANNER"," STIM"," HIGH","6",0.6823,-0.8156,-0.5707,-0.2448,0.6338,9
"9094",9094,"TENT"," STIM"," HIGH","6",0.5838,2.2589,1.0573,1.2016,0.2335,9
"9095",9095,"RISK"," STIM"," LOW","6",0.4872,0.9026,0.0259,0.8767,1.1509,9
"9096",9096,"WENT"," STIM"," LOW","6",0.4911,-2.1288,-0.8461,-1.2827,0.5171,9
"9099",9099,"GLASS"," STIM"," HIGH","6",0.8946,0.9104,1.4134,-0.503,0.6005,9
"9101",9101,"MATTER"," STIM"," LOW","6",2.1801,-2.0789,1.7588,2.4455,0.3169,9
"9102",9102,"HAUL"," STIM"," LOW","6",0.9652,2.1665,-0.139,2.3055,1.0341,9
"9104",9104,"PART"," STIM"," LOW","6",0.648,-0.1893,0.4885,-0.6778,0.6171,9
"9107",9107,"HEAVEN"," STIM"," LOW","6",0.5051,-0.9223,0.1288,-1.0511,0.3669,9
"9109",9109,"FULL"," STIM"," LOW","1",0.101,-1.9177,-0.9221,-0.9956,1.1342,9
"9112",9112,"GIN"," STIM"," HIGH","6",0.5674,-0.3138,-0.5333,0.2195,1.2676,9
"9113",9113,"OR"," STIM"," LOW","6",0.5328,-1.4115,-0.8254,-0.5861,1.1008,9
"9116",9116,"SUFFIX"," STIM"," LOW","6",0.7922,2.7927,1.3955,1.3972,0.7005,9
"9118",9118,"IMPACT"," STIM"," LOW","6",0.658,-0.2507,0.8787,-1.1294,0.2835,9
"9119",9119,"SPIKE"," STIM"," HIGH","6",0.7724,-2.3514,-2.0789,-0.2725,2.602,9
"9121",9121,"GREAT"," STIM"," LOW","6",1.1395,-0.0656,-0.1412,0.0755,0.8173,9
"9123",9123,"CHEEK"," STIM"," HIGH","6",0.6034,-0.1839,1.3132,-1.4971,0.467,9
"9126",9126,"FLEECE"," STIM"," HIGH","6",0.7605,-3.0155,-2.3055,-0.71,0.7005,9
"9128",9128,"HUSH"," STIM"," LOW","6",1.1135,-0.7658,-0.9529,0.1871,0.3503,9
"9129",9129,"ZIPPER"," STIM"," HIGH","6",0.7298,2.9054,2.0963,0.8091,0.6672,9
"9132",9132,"MOUTH"," STIM"," HIGH","6",0.6338,1.9777,-0.6662,2.644,0.3336,9
"9134",9134,"BUTTON"," STIM"," HIGH","6",0.5191,1.5373,0.3004,1.2369,0.6505,9
"9138",9138,"BEER"," STIM"," HIGH","6",0.5756,1.2581,0.7522,0.5059,0.5171,9
"9139",9139,"BOMB"," STIM"," HIGH","2",1.1917,1.1405,0.094,1.0465,0.5337,9
"9140",9140,"BUT"," STIM"," LOW","6",0.5352,0.8657,-0.3672,1.2329,0.417,9
"9141",9141,"RATTLE"," STIM"," HIGH","6",1.5791,2.816,0.6796,2.1365,0.5004,9
"9144",9144,"TONGUE"," STIM"," HIGH","6",0.7547,-2.1075,0.6273,-2.7348,0.6005,9
"9145",9145,"ROLE"," STIM"," LOW","6",0.9727,0.9201,-0.4985,1.4186,0.7839,9
"9146",9146,"OAR"," STIM"," HIGH","6",0.7101,-2.5063,2.1947,1.5822,4.0531,9
"9149",9149,"GAIN"," STIM"," LOW","1",0.7984,2.8155,2.7327,0.0828,0.8006,9
"9152",9152,"SLEAVE"," STIM"," LOW","6",0.7281,-1.5277,0.7955,-2.3232,0.3503,9
"9154",9154,"BLOUSE"," STIM"," HIGH","6",0.8,2.4061,1.6544,0.7518,0.417,9
"9158",9158,"TEMPLE"," STIM"," HIGH","1",0.7598,1.9097,-0.3122,2.2219,1.2676,9
"9159",9159,"FOOT"," STIM"," HIGH","6",0.7713,-2.7956,-0.9138,-1.8818,1.1509,9
"9160",9160,"STEW"," STIM"," HIGH","6",0.9005,-0.4416,-0.5006,0.0589,2.235,9
"9161",9161,"IRONY"," STIM"," LOW","6",1.4618,0.0316,-0.2905,0.322,0.3336,9
"9165",9165,"LEG"," STIM"," HIGH","6",0.8796,2.0626,-0.6878,2.7504,0.417,9
"9167",9167,"MOUSE"," STIM"," HIGH","1",1.0778,-0.5504,1.6958,-2.2462,0.4837,9
"9169",9169,"LEVITY"," STIM"," LOW","6",0.6673,0.6889,-0.4022,1.0911,0.417,9
"9171",9171,"SAGA"," STIM"," LOW","6",0.6226,-2.9048,2.8684,0.51,0.4503,9
"9172",9172,"WHEAT"," STIM"," HIGH","6",0.9473,-0.2927,0.5788,-0.8714,0.3336,9
"9175",9175,"SALAD"," STIM"," HIGH","6",0.6391,-1.5303,0.3975,-1.9278,0.7005,9
"9178",9178,"FUR"," STIM"," HIGH","6",0.6082,-0.6733,-0.3875,-0.2858,0.3336,9
"9179",9179,"SEA"," STIM"," HIGH","6",0.8083,1.4799,0.8399,0.64,0.3002,9
"9180",9180,"BOSS"," STIM"," HIGH","6",0.6545,1.3215,-0.6683,1.9898,0.4503,9
"9182",9182,"ELBOW"," STIM"," HIGH","6",0.8707,1.7424,2.3304,-0.588,0.6171,9
"9185",9185,"RIBBON"," STIM"," HIGH","5",0.8064,-2.2663,-1.0205,-1.2458,0.3503,9
"9186",9186,"TOWN"," STIM"," HIGH","3",1.0418,2.205,-2.0029,-2.0753,0.3836,9
"9188",9188,"POOL"," STIM"," HIGH","6",0.6075,-0.3447,0.7043,-1.049,0.3336,9
"9193",9193,"AREA"," STIM"," LOW","6",1.0099,2.541,0.9828,1.5582,0.5004,9
"9195",9195,"NURSE"," STIM"," HIGH","6",0.602,0.2929,-0.5799,0.8727,0.3503,9
"9196",9196,"CHISEL"," STIM"," HIGH","6",0.7287,1.3693,0,1.3693,0.884,9
"9197",9197,"OKAY"," STIM"," LOW","6",0.6116,3.0202,0.5216,2.4985,0.3503,9
"9199",9199,"TULIP"," STIM"," HIGH","6",0.7153,-0.797,-0.7237,-0.0734,0.4337,9
"9200",9200,"LOSS"," STIM"," LOW","6",0.6655,-0.9815,0.4015,-1.383,0.2502,9
"9202",9202,"VALOR"," STIM"," LOW","6",0.5368,-0.9087,-2.9309,2.0222,1.6012,9
"9203",9203,"BUDGET"," STIM"," LOW","6",0.7337,-0.0526,0.1822,-0.2348,0.834,9
"9205",9205,"BOTH"," STIM"," LOW","6",0.6713,-2.987,0.2762,3.02,1.5178,9
"9207",9207,"JET"," STIM"," HIGH","6",0.4636,-2.4358,-1.2573,-1.1785,0.6505,9
"9210",9210,"FINE"," STIM"," LOW","3",1.6991,2.2048,0.833,1.3718,0.4003,9
"9212",9212,"MY"," STIM"," LOW","6",0.6635,2.8584,-2.9054,-0.5193,0.9007,9
"9213",9213,"VACANT"," STIM"," LOW","6",0.7998,2.6087,-0.2289,2.8376,0.8173,9
"9216",9216,"HONEY"," STIM"," HIGH","6",0.7237,-0.058,-0.552,0.494,0.467,9
"9217",9217,"LIVER"," STIM"," HIGH","6",0.6496,1.9011,2.4489,-0.5478,0.7005,9
"9218",9218,"APEX"," STIM"," LOW","6",0.6531,0.221,0.8484,-0.6274,0.5171,9
"9222",9222,"MINCE"," STIM"," LOW","6",0.6785,1.055,-0.789,1.844,0.4003,9
"9225",9225,"MOSS"," STIM"," HIGH","6",0.6537,3.0564,2.3708,0.6856,0.4503,9
"9227",9227,"REMARK"," STIM"," LOW","1",0.8135,0.1616,0.5852,-0.4236,0.5504,9
"9230",9230,"DEPICT"," STIM"," LOW","6",0.7574,-0.6837,0.0103,-0.694,0.3002,9
"9231",9231,"HEN"," STIM"," HIGH","5",0.6369,-0.1859,0.8407,-1.0266,0.6338,9
"9233",9233,"LAKE"," STIM"," HIGH","6",0.6334,1.5421,-0.5013,2.0434,0.3002,9
"9235",9235,"SQUIB"," STIM"," LOW","6",0.4579,2.3964,-1.7672,-2.1196,1.5011,9
"9236",9236,"JERK"," STIM"," LOW","6",0.5083,-1.0252,-2.2359,1.2107,0.4503,9
"9237",9237,"CORPSE"," STIM"," HIGH","6",0.4668,0.2424,-1.1231,1.3655,0.4337,9
"9238",9238,"GIRL"," STIM"," HIGH","6",0.8154,2.6774,2.235,0.4424,0.3669,9
"9241",9241,"PIDGIN"," STIM"," LOW","6",2.009,0.7715,1.5039,-0.7324,0.6672,9
"9242",9242,"BUT"," STIM"," LOW","6",0.5917,2.5203,1.0095,1.5107,0.5171,9
"9243",9243,"CEMENT"," STIM"," HIGH","6",0.7747,0.5083,-0.452,0.9603,1.0174,9
"9244",9244,"FRUIT"," STIM"," HIGH","6",0.4998,-0.7166,-0.8945,0.1779,0.3836,9
"9245",9245,"GENTLE"," STIM"," LOW","6",0.6433,-1.4872,1.7091,3.0869,0.6505,9
"9248",9248,"EMPIRE"," STIM"," LOW","6",0.6582,-0.3331,0.6683,-1.0014,0.6338,9
"9250",9250,"BERRY"," STIM"," HIGH","6",0.5378,-0.5506,-0.3527,-0.1979,1.4344,9
"9256",9256,"DUMB"," STIM"," LOW","6",0.8454,-0.3232,0.3364,-0.6597,1.4344,9
"9259",9259,"HAND"," STIM"," HIGH","4",3.0243,1.4458,2.1617,-0.7159,0.8673,9
"9260",9260,"BRIBE"," STIM"," LOW","6",0.7426,2.0575,-0.5503,2.6077,0.9007,9
"9261",9261,"SKUNK"," STIM"," HIGH","6",2.3149,1.8602,-0.343,2.2033,1.2009,9
"9262",9262,"MEEK"," STIM"," LOW","6",0.8216,1.9683,-0.3853,2.3536,0.467,9
"9263",9263,"FLEECE"," STIM"," HIGH","6",0.5556,2.4297,0.88,1.5497,0.467,9
"9265",9265,"TRUCK"," STIM"," HIGH","4",2.2829,2.3889,-0.078,2.4669,0.3169,9
"9266",9266,"CEREAL"," STIM"," HIGH","6",0.8671,-0.1771,-1.0278,0.8507,0.467,9
"9267",9267,"BURROW"," STIM"," LOW","6",0.5148,1.5203,1.7539,-0.2336,0.467,9
"9269",9269,"BRAIN"," STIM"," HIGH","6",0.5356,-0.3441,2.3268,-2.6709,0.6672,9
"9270",9270,"PEARL"," STIM"," HIGH","2",1.9544,-3.008,-1.7452,-1.2628,0.5337,9
"9275",9275,"NURSE"," STIM"," HIGH","5",2.0048,1.6998,1.8628,-0.163,0.6839,9
"9279",9279,"LIVER"," STIM"," HIGH","6",0.6122,-1.353,0.5794,-1.9324,0.3169,9
"9281",9281,"SLEIGH"," STIM"," HIGH","6",1.3177,-1.293,2.3051,2.6851,0.7172,9
"9282",9282,"NONE"," STIM"," LOW","6",0.7077,2.1809,0.8921,1.2888,0.3836,9
"9286",9286,"BEST"," STIM"," LOW","6",0.5689,0.3555,0.9263,-0.5707,1.1342,9
"9287",9287,"ACUMEN"," STIM"," LOW","6",0.5362,-1.5403,0.1141,-1.6544,0.5504,9
"9288",9288,"SNEEZE"," STIM"," HIGH","6",0.5233,0.8763,-0.4567,1.3329,0.7005,9
"9289",9289,"NICE"," STIM"," LOW","6",0.5969,-1.9013,-1.2029,-0.6984,0.5838,9
"9293",9293,"HELP"," STIM"," LOW","6",0.5105,-1.5276,-0.8181,-0.7095,0.5671,9
"9294",9294,"MALICE"," STIM"," LOW","6",0.7689,2.3238,-1.9205,-2.0389,0.5838,9
"9299",9299,"PLUG"," STIM"," HIGH","6",0.6942,2.6246,1.6332,0.9914,0.6505,9
"9300",9300,"TRUTH"," STIM"," LOW","2",1.0757,2.9824,1.6592,1.3232,0.3002,9
"9303",9303,"CAGE"," STIM"," HIGH","6",0.7387,-0.5386,-1.3295,0.7909,0.3836,9
"9304",9304,"WINDOW"," STIM"," HIGH","4",1.3734,-2.6841,1.4006,2.1985,0.6672,9
"9307",9307,"AS"," STIM"," LOW","1",1.4766,-2.1414,-0.6519,-1.4896,0.8006,9
"9308",9308,"TASK"," STIM"," LOW","6",0.6993,-3.0657,1.9494,1.2681,0.5838,9
"9309",9309,"PIQUE"," STIM"," LOW","6",0.6315,-1.7512,-0.245,-1.5062,0.6672,9
"9310",9310,"MIGHT"," STIM"," LOW","6",0.638,-0.1967,-0.0314,-0.1653,1.3677,9
"9311",9311,"OX"," STIM"," HIGH","6",0.5654,-2.7896,-0.6592,-2.1304,0.6005,9
"9312",9312,"RATING"," STIM"," LOW","6",0.723,-0.4528,0.4379,-0.8906,0.3836,9
"9314",9314,"BASE"," STIM"," LOW","6",0.664,-0.0631,1.8697,-1.9328,1.6179,9
"9320",9320,"PLAIN"," STIM"," LOW","6",0.6853,-0.1476,0.588,-0.7356,0.3503,9
"9321",9321,"WAMUS"," STIM"," LOW","6",0.9502,1.4327,0.9685,0.4642,0.6171,9
"9327",9327,"SLEPT"," STIM"," LOW","6",1.2315,-3.0533,-2.428,-0.6253,0.9174,9
"9328",9328,"MATTER"," STIM"," LOW","4",1.9188,2.0404,-2.6244,-1.6184,0.5838,9
"9331",9331,"NEST"," STIM"," HIGH","6",0.9137,2.8784,2.399,0.4793,0.4837,9
"9332",9332,"COAST"," STIM"," HIGH","6",0.664,2.5258,-2.7909,-0.9666,0.4503,9
"9333",9333,"EDICT"," STIM"," LOW","6",0.634,0.2278,-0.1471,0.3749,1.7347,9
"9334",9334,"RAIN"," STIM"," HIGH","6",0.638,-0.4547,-2.294,1.8393,0.6171,9
"9336",9336,"BEER"," STIM"," HIGH","6",0.6293,-1.8818,-0.5698,-1.312,0.7172,9
"9337",9337,"REMEDY"," STIM"," LOW","6",0.3655,-2.0704,-0.622,-1.4483,0.6005,9
"9340",9340,"SALAD"," STIM"," HIGH","6",0.5673,-2.3342,2.3192,1.6299,0.6672,9
"9341",9341,"GAIT"," STIM"," LOW","6",1.5664,1.6446,-2.5593,-2.0793,0.3336,9
"9343",9343,"KITE"," STIM"," HIGH","6",0.5806,2.2576,-0.9857,-3.0399,0.4503,9
"9344",9344,"SATIN"," STIM"," HIGH","6",0.5948,-0.7703,0.8887,-1.659,0.417,9
"9346",9346,"AFRAID"," STIM"," LOW","4",2.0442,2.1423,0.6974,1.4449,0.417,9
"9347",9347,"COTTON"," STIM"," HIGH","6",0.9039,1.2785,-0.777,2.0556,0.4003,9
"9350",9350,"PEN"," STIM"," HIGH","6",0.7923,0.8838,2.2463,-1.3626,0.5504,9
"9351",9351,"TRASH"," STIM"," HIGH","6",0.7043,-0.4935,-0.373,-0.1205,0.3836,9
"9353",9353,"PLACE"," STIM"," LOW","6",0.6325,-2.9561,1.3791,1.9479,0.3503,9
"9357",9357,"SPITE"," STIM"," LOW","6",0.5393,-2.2632,1.61,2.41,0.3169,9
"9359",9359,"PLANT"," STIM"," HIGH","6",0.6083,2.3653,2.7327,-0.3674,0.934,9
"9361",9361,"STUNT"," STIM"," LOW","6",1.4266,-2.6258,-1.7633,-0.8626,0.6005,9
"9362",9362,"WAMPUM"," STIM"," LOW","6",0.5431,-1.0026,-1.6781,0.6755,0.7339,9
"9364",9364,"SLEEVE"," STIM"," HIGH","6",0.7252,-0.9911,-1.7772,0.7861,0.8673,9
"9365",9365,"MOUSE"," STIM"," HIGH","6",0.6964,-1.5878,-1.355,-0.2329,1.1342,9
"9366",9366,"MUSSEL"," STIM"," HIGH","6",0.6065,-1.2577,-1.3612,0.1035,1.0341,9
"9368",9368,"CHAIN"," STIM"," HIGH","4",1.5254,-1.4898,-2.4,0.9102,0.4837,9
"9374",9374,"IOTA"," STIM"," LOW","6",0.5859,0.2404,-0.4219,0.6623,0.8006,9
