cue,n_resp,resp,count
slant,27,stand,1
slant,27,story,1
slant,27,tower,1
slant,27,trend,1
slant,27,words,1
crane,28,paper,7
crane,28,heron,6
crane,28,stork,6
crane,28,build,4
crane,28,water,4
crane,28,white,4
crane,28,truck,3
crane,28,wings,3
crane,28,heavy,2
crane,28,Japan,2
crane,28,steel,2
crane,28,winch,2
crane,28,apple,1
crane,28,beams,1
crane,28,birds,1
crane,28,China,1
crane,28,druid,1
crane,28,eagle,1
crane,28,egret,1
crane,28,large,1
crane,28,marsh,1
crane,28,motor,1
crane,28,ocean,1
crane,28,order,1
crane,28,raise,1
crane,28,reach,1
crane,28,shape,1
crane,28,tears,1
crush,28,smash,17
crush,28,heart,6
crush,28,crowd,3
crush,28,grape,3
crush,28,juice,3
crush,28,drink,2
crush,28,fancy,2
crush,28,wreck,2
crush,28,a bug,1
crush,28,April,1
crush,28,beach,1
crush,28,block,1
crush,28,break,1
crush,28,brick,1
crush,28,child,1
crush,28,cutie,1
crush,28,first,1
crush,28,fruit,1
crush,28,girls,1
crush,28,Miami,1
crush,28,party,1
crush,28,power,1
crush,28,press,1
crush,28,rocks,1
crush,28,small,1
crush,28,smite,1
crush,28,truck,1
crush,28,young,1
genre,26,music,24
genre,26,movie,17
genre,26,books,9
genre,26,group,4
genre,26,style,3
genre,26,class,2
genre,26,media,2
genre,26,novel,2
genre,26,theme,2
genre,26,aerie,1
genre,26,album,1
genre,26,dirty,1
genre,26,drama,1
genre,26,dusty,1
genre,26,films,1
genre,26,focus,1
genre,26,genie,1
genre,26,jeans,1
genre,26,magic,1
genre,26,slash,1
genre,26,story,1
genre,26,study,1
genre,26,thing,1
genre,26,venue,1
genre,26,works,1
genre,26,world,1
scold,26,child,22
scold,26,angry,9
scold,26,shame,6
scold,26,shout,6
scold,26,scald,4
scold,26,anger,2
scold,26,argue,2
scold,26,fight,2
scold,26,harsh,2
scold,26,scorn,2
scold,26,water,2
scold,26,blame,1
scold,26,chide,1
scold,26,curse,1
scold,26,fault,1
scold,26,frown,1
scold,26,gamma,1
scold,26,gripe,1
scold,26,sharp,1
scold,26,smack,1
scold,26,spank,1
scold,26,taunt,1
scold,26,teach,1
scold,26,train,1
scold,26,wrong,1
scold,26,youth,1
troll,29,gnome,5
troll,29,green,5
troll,29,giant,3
troll,29,goats,3
troll,29,short,3
troll,29,angry,2
troll,29,books,2
troll,29,dwarf,2
troll,29,fairy,2
troll,29,forum,2
troll,29,hairy,2
troll,29,stone,2
troll,29,water,2
troll,29,Billy,1
troll,29,bunny,1
troll,29,droll,1
troll,29,earth,1
troll,29,flesh,1
troll,29,gross,1
troll,29,horns,1
troll,29,laugh,1
troll,29,magic,1
troll,29,Menes,1
troll,29,Moria,1
troll,29,movie,1
troll,29,prank,1
troll,29,story,1
troll,29,tramp,1
troll,29,warts,1
terse,31,short,49
terse,31,brief,12
terse,31,angry,9
terse,31,quick,8
terse,31,tense,8
terse,31,harsh,5
terse,31,sharp,3
terse,31,tight,3
terse,31,cross,2
terse,31,purse,2
terse,31,verse,2
terse,31,acute,1
terse,31,anger,1
terse,31,angst,1
terse,31,bitch,1
terse,31,blunt,1
terse,31,clear,1
terse,31,curse,1
terse,31,frown,1
terse,31,nurse,1
terse,31,quiet,1
terse,31,snide,1
terse,31,spare,1
terse,31,stern,1
terse,31,stiff,1
terse,31,tears,1
terse,31,teeth,1
terse,31,tired,1
terse,31,torso,1
terse,31,woman,1
terse,31,words,1
waltz,25,dance,76
waltz,25,music,12
waltz,25,three,6
waltz,25,dress,5
waltz,25,tango,5
waltz,25,fancy,3
waltz,25,polka,3
waltz,25,floor,2
waltz,25,steps,2
waltz,25,broom,1
waltz,25,Debby,1
waltz,25,girls,1
waltz,25,glide,1
waltz,25,gowns,1
waltz,25,lindi,1
waltz,25,march,1
waltz,25,metal,1
waltz,25,noble,1
waltz,25,piano,1
waltz,25,round,1
waltz,25,salsa,1
waltz,25,shoes,1
waltz,25,shows,1
waltz,25,swirl,1
waltz,25,Watts,1
bumpy,29,lumpy,19
bumpy,29,rough,17
bumpy,29,roads,3
bumpy,29,rocky,3
bumpy,29,bumps,2
bumpy,29,hills,2
bumpy,29,humpy,2
bumpy,29,lumps,2
bumpy,29,boobs,1
bumpy,29,grass,1
bumpy,29,green,1
bumpy,29,holey,1
bumpy,29,house,1
bumpy,29,humps,1
bumpy,29,Jerry,1
bumpy,29,mount,1
bumpy,29,plain,1
bumpy,29,plane,1
bumpy,29,rides,1
bumpy,29,rocks,1
bumpy,29,Roman,1
bumpy,29,sheep,1
bumpy,29,skull,1
bumpy,29,slide,1
bumpy,29,speed,1
bumpy,29,spill,1
bumpy,29,touch,1
bumpy,29,wagon,1
bumpy,29,Wavey,1
kinky,31,weird,14
kinky,31,dirty,9
kinky,31,boots,7
kinky,31,curly,5
kinky,31,horny,2
kinky,31,twist,2
kinky,31,woman,2
kinky,31,black,1
kinky,31,crazy,1
kinky,31,Flirt,1
kinky,31,fruit,1
kinky,31,funny,1
kinky,31,games,1
kinky,31,hunky,1
kinky,31,kinks,1
kinky,31,knots,1
kinky,31,kooky,1
kinky,31,loose,1
kinky,31,nasty,1
kinky,31,pervy,1
kinky,31,piece,1
kinky,31,rough,1
kinky,31,rowdy,1
kinky,31,Satan,1
kinky,31,screw,1
kinky,31,shoes,1
kinky,31,silly,1
kinky,31,spicy,1
kinky,31,thong,1
kinky,31,whips,1
kinky,31,wrong,1
spree,25,candy,11
spree,25,money,10
spree,25,crazy,3
spree,25,crime,3
spree,25,spend,3
spree,25,manic,2
spree,25,agree,1
spree,25,allow,1
spree,25,binge,1
spree,25,chain,1
spree,25,clear,1
spree,25,eagle,1
spree,25,heart,1
spree,25,laugh,1
spree,25,mania,1
spree,25,melee,1
spree,25,Paris,1
spree,25,party,1
spree,25,races,1
spree,25,river,1
spree,25,shiny,1
spree,25,skate,1
spree,25,spray,1
spree,25,store,1
spree,25,sweet,1
peach,26,fruit,45
peach,26,sweet,13
peach,26,fuzzy,12
peach,26,juicy,12
peach,26,apple,5
peach,26,color,4
peach,26,Mario,4
peach,26,cream,2
peach,26,furry,2
peach,26,hairy,2
peach,26,juice,2
peach,26,stone,2
peach,26,daisy,1
peach,26,downy,1
peach,26,flesh,1
peach,26,freon,1
peach,26,James,1
peach,26,Luigi,1
peach,26,melba,1
peach,26,round,1
peach,26,story,1
peach,26,straw,1
peach,26,thing,1
peach,26,thyme,1
peach,26,video,1
peach,26,yummy,1
silky,27,shiny,9
silky,27,satin,7
silky,27,cloth,6
silky,27,milky,4
silky,27,white,4
silky,27,China,2
silky,27,scarf,2
silky,27,shave,2
silky,27,touch,2
silky,27,clean,1
silky,27,fluid,1
silky,27,gauze,1
silky,27,mouth,1
silky,27,river,1
silky,27,sheet,1
silky,27,shine,1
silky,27,shirt,1
silky,27,silly,1
silky,27,skill,1
silky,27,skirt,1
silky,27,sleek,1
silky,27,slick,1
silky,27,sweet,1
silky,27,tense,1
silky,27,water,1
silky,27,woman,1
silky,27,worms,1
bling,31,shiny,24
bling,31,money,11
bling,31,shine,6
bling,31,flash,3
bling,31,grill,3
bling,31,chain,2
bling,31,cheap,2
bling,31,gaudy,2
bling,31,jewel,2
bling,31,rings,2
bling,31,awful,1
bling,31,black,1
bling,31,chars,1
bling,31,chary,1
bling,31,click,1
bling,31,flare,1
bling,31,glass,1
bling,31,light,1
bling,31,medal,1
bling,31,Nelly,1
bling,31,noisy,1
bling,31,rocks,1
bling,31,showy,1
bling,31,silly,1
bling,31,sluts,1
bling,31,sound,1
bling,31,spark,1
bling,31,tacky,1
bling,31,teeth,1
bling,31,tough,1
bling,31,trend,1
dizzy,32,faint,12
dizzy,32,spell,10
dizzy,32,drunk,6
dizzy,32,light,4
dizzy,32,silly,3
dizzy,32,vomit,3
dizzy,32,woozy,3
dizzy,32,blond,2
dizzy,32,fizzy,2
dizzy,32,giddy,2
dizzy,32,Lizzy,2
dizzy,32,tipsy,2
dizzy,32,tired,2
dizzy,32,twirl,2
dizzy,32,whirl,2
dizzy,32,blood,1
dizzy,32,clean,1
dizzy,32,Daffy,1
dizzy,32,ditsy,1
dizzy,32,ditzy,1
dizzy,32,drown,1
dizzy,32,faith,1
dizzy,32,Harry,1
dizzy,32,money,1
dizzy,32,night,1
dizzy,32,pants,1
dizzy,32,queen,1
dizzy,32,shock,1
dizzy,32,stand,1
dizzy,32,swoon,1
dizzy,32,wacky,1
dizzy,32,youth,1
gauge,26,meter,8
gauge,26,judge,7
gauge,26,metal,6
gauge,26,guess,5
gauge,26,check,2
gauge,26,range,2
gauge,26,speed,2
gauge,26,water,2
gauge,26,arrow,1
gauge,26,empty,1
gauge,26,gauze,1
gauge,26,gourd,1
gauge,26,heavy,1
gauge,26,level,1
gauge,26,logic,1
gauge,26,price,1
gauge,26,ruler,1
gauge,26,scale,1
gauge,26,steal,1
gauge,26,steam,1
gauge,26,tests,1
gauge,26,tires,1
gauge,26,train,1
gauge,26,weigh,1
gauge,26,width,1
gauge,26,wires,1
filth,25,dirty,38
filth,25,grime,11
filth,25,nasty,5
filth,25,gross,4
filth,25,slime,4
filth,25,trash,3
filth,25,brown,2
filth,25,clean,2
filth,25,muddy,2
filth,25,smell,2
filth,25,decay,1
filth,25,dregs,1
filth,25,feces,1
filth,25,flies,1
filth,25,floor,1
filth,25,germs,1
filth,25,mange,1
filth,25,messy,1
filth,25,scarf,1
filth,25,sewer,1
filth,25,Smith,1
filth,25,stain,1
filth,25,swear,1
filth,25,table,1
filth,25,waste,1
plans,29,ideas,6
plans,29,goals,4
plans,29,house,4
plans,29,lists,3
plans,29,party,3
plans,29,ahead,2
plans,29,birth,1
plans,29,break,1
plans,29,death,1
plans,29,diary,1
plans,29,draft,1
plans,29,drive,1
plans,29,drugs,1
plans,29,event,1
plans,29,going,1
plans,29,heist,1
plans,29,hopes,1
plans,29,lines,1
plans,29,movie,1
plans,29,pains,1
plans,29,paper,1
plans,29,penis,1
plans,29,plots,1
plans,29,ready,1
plans,29,sound,1
plans,29,specs,1
plans,29,think,1
plans,29,to-do,1
plans,29,wiped,1
mixer,29,drink,24
mixer,29,party,20
mixer,29,dance,7
mixer,29,dough,4
mixer,29,fruit,4
mixer,29,tonic,4
mixer,29,spoon,3
mixer,29,stand,3
mixer,29,fixer,2
mixer,29,music,2
mixer,29,noise,2
mixer,29,baker,1
mixer,29,cakes,1
mixer,29,dress,1
mixer,29,event,1
mixer,29,flour,1
mixer,29,gooey,1
mixer,29,green,1
mixer,29,group,1
mixer,29,jelly,1
mixer,29,juice,1
mixer,29,label,1
mixer,29,metal,1
mixer,29,paint,1
mixer,29,robot,1
mixer,29,sharp,1
mixer,29,sixer,1
mixer,29,truck,1
mixer,29,vodka,1
stark,35,naked,32
stark,35,white,13
stark,35,bleak,12
stark,35,empty,8
stark,35,black,6
stark,35,blank,5
stark,35,harsh,3
stark,35,stork,3
stark,35,truth,3
stark,35,alone,2
stark,35,clean,2
stark,35,crazy,2
stark,35,night,2
stark,35,plain,2
stark,35,shark,2
stark,35,stare,2
stark,35,basic,1
stark,35,bland,1
stark,35,color,1
stark,35,comic,1
stark,35,Darya,1
stark,35,facts,1
stark,35,flame,1
stark,35,grand,1
stark,35,heavy,1
stark,35,point,1
stark,35,sharp,1
stark,35,sheer,1
stark,35,stalk,1
stark,35,start,1
stark,35,stern,1
stark,35,stove,1
stark,35,trees,1
stark,35,utter,1
stark,35,valid,1
apron,31,white,6
apron,31,flour,5
apron,31,skirt,4
apron,31,woman,4
apron,31,cover,3
apron,31,clean,2
apron,31,dirty,2
apron,31,dress,2
apron,31,grill,2
apron,31,messy,2
apron,31,1950s,1
apron,31,angel,1
apron,31,baker,1
apron,31,black,1
apron,31,child,1
apron,31,cloth,1
apron,31,field,1
apron,31,front,1
apron,31,layer,1
apron,31,manna,1
apron,31,metal,1
apron,31,momma,1
apron,31,music,1
apron,31,paint,1
apron,31,pants,1
apron,31,Penny,1
apron,31,purse,1
apron,31,shirt,1
apron,31,spoon,1
apron,31,towel,1
apron,31,waist,1
valve,28,heart,34
valve,28,water,16
valve,28,steam,9
valve,28,metal,6
valve,28,games,3
valve,28,spout,2
valve,28,biped,1
valve,28,brass,1
valve,28,check,1
valve,28,clams,1
valve,28,close,1
valve,28,cycle,1
valve,28,enter,1
valve,28,glass,1
valve,28,hands,1
valve,28,joint,1
valve,28,leaky,1
valve,28,light,1
valve,28,pipes,1
valve,28,press,1
valve,28,pumps,1
valve,28,salve,1
valve,28,shunt,1
valve,28,space,1
valve,28,twist,1
valve,28,veins,1
valve,28,Volvo,1
valve,28,wheel,1
barge,28,water,13
barge,28,river,10
barge,28,canal,7
barge,28,enter,5
barge,28,cargo,4
barge,28,float,4
barge,28,knock,3
barge,28,large,3
barge,28,break,2
barge,28,ships,2
barge,28,shove,2
barge,28,trash,2
barge,28,black,1
barge,28,burst,1
barge,28,carry,1
barge,28,cross,1
barge,28,dance,1
barge,28,docks,1
barge,28,hurry,1
barge,28,liner,1
barge,28,Negro,1
barge,28,ocean,1
barge,28,pushy,1
barge,28,teeth,1
barge,28,truck,1
barge,28,Volga,1
barge,28,vomit,1
barge,28,waves,1
banjo,26,music,39
banjo,26,twang,11
banjo,26,strum,5
banjo,26,pluck,4
banjo,26,south,4
banjo,26,happy,2
banjo,26,kazoo,2
banjo,26,porch,2
banjo,26,abbey,1
banjo,26,again,1
banjo,26,annoy,1
banjo,26,argue,1
banjo,26,awful,1
banjo,26,bears,1
banjo,26,blues,1
banjo,26,cello,1
banjo,26,daddy,1
banjo,26,grass,1
banjo,26,Hicks,1
banjo,26,knees,1
banjo,26,noise,1
banjo,26,round,1
banjo,26,skill,1
banjo,26,steel,1
banjo,26,tinny,1
banjo,26,wagon,1
shack,25,house,23
shack,25,radio,10
shack,25,hovel,6
shack,25,beach,5
shack,25,woods,5
shack,25,cabin,4
shack,25,caddy,2
shack,25,small,2
shack,25,sugar,2
shack,25,actor,1
shack,25,barge,1
shack,25,candy,1
shack,25,creak,1
shack,25,crude,1
shack,25,empty,1
shack,25,messy,1
shack,25,musty,1
shack,25,plank,1
shack,25,rural,1
shack,25,scary,1
shack,25,shake,1
shack,25,straw,1
shack,25,tools,1
shack,25,tramp,1
shack,25,wreck,1
align,34,agree,8
align,34,order,4
align,34,right,4
align,34,stars,4
align,34,alien,3
align,34,match,3
align,34,paper,3
align,34,place,3
align,34,ruler,3
align,34,tires,3
align,34,close,2
align,34,words,2
align,34,angle,1
align,34,bones,1
align,34,exact,1
align,34,filed,1
align,34,flush,1
align,34,frame,1
align,34,graph,1
align,34,green,1
align,34,hands,1
align,34,pages,1
align,34,peace,1
align,34,point,1
align,34,queue,1
align,34,round,1
align,34,scale,1
align,34,shape,1
align,34,shift,1
align,34,sight,1
align,34,small,1
align,34,solar,1
align,34,teeth,1
align,34,track,1
crawl,25,knees,15
crawl,25,creep,11
crawl,25,floor,10
crawl,25,space,10
crawl,25,hands,7
crawl,25,belly,2
crawl,25,snail,2
crawl,25,under,2
crawl,25,brawl,1
crawl,25,caves,1
crawl,25,child,1
crawl,25,dirty,1
crawl,25,early,1
crawl,25,kneel,1
crawl,25,nappy,1
crawl,25,organ,1
crawl,25,shawl,1
crawl,25,sleep,1
crawl,25,slime,1
crawl,25,small,1
crawl,25,snake,1
crawl,25,sneak,1
crawl,25,tiger,1
crawl,25,tight,1
crawl,25,trawl,1
squat,25,short,12
squat,25,kneel,7
squat,25,house,4
squat,25,knees,3
squat,25,small,3
squat,25,heavy,2
squat,25,lunge,2
squat,25,round,2
squat,25,Asian,1
squat,25,bench,1
squat,25,China,1
squat,25,dirty,1
squat,25,floor,1
squat,25,girls,1
squat,25,gnome,1
squat,25,heels,1
squat,25,pudgy,1
squat,25,reach,1
squat,25,stand,1
squat,25,stoop,1
squat,25,stout,1
squat,25,thigh,1
squat,25,tramp,1
squat,25,woman,1
squat,25,zilch,1
brave,25,heart,14
brave,25,movie,5
brave,25,medal,2
brave,25,sword,2
brave,25,angry,1
brave,25,bravo,1
brave,25,crave,1
brave,25,crazy,1
brave,25,fight,1
brave,25,heavy,1
brave,25,honor,1
brave,25,loyal,1
brave,25,naive,1
brave,25,peace,1
brave,25,proud,1
brave,25,smart,1
brave,25,stoic,1
brave,25,story,1
brave,25,super,1
brave,25,tough,1
brave,25,valor,1
brave,25,waste,1
brave,25,woman,1
brave,25,world,1
brave,25,youth,1
forum,31,group,9
forum,31,Roman,9
forum,31,arena,4
forum,31,venue,4
forum,31,panel,3
forum,31,Greek,2
forum,31,ideas,2
forum,31,place,2
forum,31,roman,2
forum,31,speak,2
forum,31,angry,1
forum,31,awful,1
forum,31,bands,1
forum,31,board,1
forum,31,brown,1
forum,31,class,1
forum,31,crowd,1
forum,31,drama,1
forum,31,funny,1
forum,31,lines,1
forum,31,nerds,1
forum,31,paper,1
forum,31,plant,1
forum,31,plebe,1
forum,31,radio,1
forum,31,round,1
forum,31,sheet,1
forum,31,stage,1
forum,31,study,1
forum,31,topic,1
forum,31,world,1
llama,27,camel,10
llama,27,furry,4
llama,27,hairy,3
llama,27,Andes,2
llama,27,horse,2
llama,27,Obama,2
llama,27,sheep,2
llama,27,spits,2
llama,27,wooly,2
llama,27,alarm,1
llama,27,beast,1
llama,27,brown,1
llama,27,Chile,1
llama,27,drama,1
llama,27,goofy,1
llama,27,grass,1
llama,27,gusts,1
llama,27,humps,1
llama,27,Leary,1
llama,27,lemma,1
llama,27,lemon,1
llama,27,Lhasa,1
llama,27,lloyd,1
llama,27,Peter,1
llama,27,Reata,1
llama,27,weird,1
llama,27,white,1
hover,28,craft,39
hover,28,float,27
hover,28,board,7
hover,28,above,6
hover,28,annoy,5
hover,28,close,2
hover,28,watch,2
hover,28,alien,1
hover,28,blimp,1
hover,28,Bogie,1
hover,28,child,1
hover,28,cloud,1
hover,28,cover,1
hover,28,crowd,1
hover,28,cycle,1
hover,28,ghost,1
hover,28,green,1
hover,28,judge,1
hover,28,light,1
hover,28,magic,1
hover,28,ocean,1
hover,28,round,1
hover,28,skate,1
hover,28,space,1
hover,28,swamp,1
hover,28,water,1
hover,28,whirl,1
hover,28,witch,1
bloom,25,algae,4
bloom,25,blush,3
bloom,25,color,3
bloom,25,actor,2
bloom,25,blood,2
bloom,25,daisy,2
bloom,25,green,2
bloom,25,petal,2
bloom,25,shine,2
bloom,25,birds,1
bloom,25,birth,1
bloom,25,burst,1
bloom,25,cheek,1
bloom,25,field,1
bloom,25,group,1
bloom,25,light,1
bloom,25,Okapi,1
bloom,25,plant,1
bloom,25,ripen,1
bloom,25,smell,1
bloom,25,tulip,1
bloom,25,water,1
bloom,25,women,1
bloom,25,young,1
bloom,25,youth,1
lucid,27,clear,47
lucid,27,dream,22
lucid,27,awake,18
lucid,27,aware,12
lucid,27,vivid,5
lucid,27,alert,4
lucid,27,fluid,4
lucid,27,smart,3
lucid,27,water,3
lucid,27,brain,2
lucid,27,light,2
lucid,27,loose,2
lucid,27,state,2
lucid,27,alive,1
lucid,27,clean,1
lucid,27,crazy,1
lucid,27,crisp,1
lucid,27,dazed,1
lucid,27,drugs,1
lucid,27,drunk,1
lucid,27,glass,1
lucid,27,heart,1
lucid,27,oh gr,1
lucid,27,penis,1
lucid,27,quiet,1
lucid,27,sense,1
lucid,27,sober,1
swirl,28,twirl,25
swirl,28,twist,10
swirl,28,dance,9
swirl,28,water,8
swirl,28,whirl,7
swirl,28,swish,6
swirl,28,color,3
swirl,28,drain,3
swirl,28,skirt,3
swirl,28,dress,2
swirl,28,round,2
swirl,28,smoke,2
swirl,28,sweet,2
swirl,28,child,1
swirl,28,cream,1
swirl,28,dizzy,1
swirl,28,helix,1
swirl,28,icing,1
swirl,28,mouse,1
swirl,28,ocean,1
swirl,28,river,1
swirl,28,scarf,1
swirl,28,shoes,1
swirl,28,snail,1
swirl,28,straw,1
swirl,28,swing,1
swirl,28,white,1
swirl,28,whorl,1
dandy,29,candy,14
dandy,29,happy,13
dandy,29,great,8
dandy,29,fancy,5
dandy,29,handy,4
dandy,29,daddy,2
dandy,29,lions,2
dandy,29,nifty,2
dandy,29,swell,2
dandy,29,1970s,1
dandy,29,apple,1
dandy,29,Ascot,1
dandy,29,Beano,1
dandy,29,comic,1
dandy,29,court,1
dandy,29,giddy,1
dandy,29,light,1
dandy,29,Liker,1
dandy,29,perky,1
dandy,29,picky,1
dandy,29,right,1
dandy,29,Sandy,1
dandy,29,shoes,1
dandy,29,smart,1
dandy,29,sugar,1
dandy,29,sunny,1
dandy,29,super,1
dandy,29,sweet,1
dandy,29,Wilde,1
spawn,26,devil,12
spawn,26,child,11
spawn,26,birth,9
spawn,26,Satan,7
spawn,26,sperm,7
spawn,26,breed,5
spawn,26,frogs,5
spawn,26,water,4
spawn,26,alien,3
spawn,26,comic,3
spawn,26,hatch,2
spawn,26,prawn,2
spawn,26,slimy,2
spawn,26,bears,1
spawn,26,board,1
spawn,26,chess,1
spawn,26,clone,1
spawn,26,crawl,1
spawn,26,death,1
spawn,26,demon,1
spawn,26,dread,1
spawn,26,green,1
spawn,26,movie,1
spawn,26,river,1
spawn,26,satin,1
spawn,26,sprue,1
surge,27,power,31
surge,27,water,13
surge,27,purge,4
surge,27,waves,4
surge,27,force,3
surge,27,storm,3
surge,27,crowd,2
surge,27,flood,2
surge,27,ocean,2
surge,27,swell,2
surge,27,a lot,1
surge,27,élan,1
surge,27,ahead,1
surge,27,arise,1
surge,27,bosom,1
surge,27,brain,1
surge,27,burst,1
surge,27,drink,1
surge,27,forth,1
surge,27,green,1
surge,27,heavy,1
surge,27,leash,1
surge,27,lunch,1
surge,27,polls,1
surge,27,pulse,1
surge,27,Serge,1
surge,27,tidal,1
boost,25,power,7
boost,25,raise,6
boost,25,speed,5
boost,25,turbo,5
boost,25,juice,3
boost,25,steal,3
boost,25,surge,3
boost,25,boast,2
boost,25,chair,2
boost,25,drink,2
boost,25,blast,1
boost,25,crack,1
boost,25,drive,1
boost,25,fudge,1
boost,25,gamer,1
boost,25,heavy,1
boost,25,hoist,1
boost,25,intro,1
boost,25,moral,1
boost,25,oomph,1
boost,25,score,1
boost,25,shove,1
boost,25,throw,1
boost,25,upper,1
boost,25,zippy,1
chewy,34,candy,12
chewy,34,tough,7
chewy,34,sweet,6
chewy,34,taffy,6
chewy,34,teeth,6
chewy,34,gummy,5
chewy,34,tasty,5
chewy,34,gooey,3
chewy,34,moist,3
chewy,34,steak,3
chewy,34,bacca,2
chewy,34,bread,2
chewy,34,Chevy,2
chewy,34,fruit,2
chewy,34,sugar,2
chewy,34,bacon,1
chewy,34,Becca,1
chewy,34,brown,1
chewy,34,crank,1
chewy,34,dough,1
chewy,34,fudge,1
chewy,34,honey,1
chewy,34,Howey,1
chewy,34,jerky,1
chewy,34,meaty,1
chewy,34,melon,1
chewy,34,nutty,1
chewy,34,smack,1
chewy,34,stick,1
chewy,34,straw,1
chewy,34,stuck,1
chewy,34,taste,1
chewy,34,thick,1
chewy,34,Tudor,1
rally,26,crowd,14
rally,26,group,4
rally,26,fight,3
rally,26,cheer,2
rally,26,march,2
rally,26,music,2
rally,26,noise,2
rally,26,Obama,2
rally,26,bikes,1
rally,26,booze,1
rally,26,build,1
rally,26,cause,1
rally,26,chant,1
rally,26,cycle,1
rally,26,dance,1
rally,26,drive,1
rally,26,drunk,1
rally,26,event,1
rally,26,field,1
rally,26,large,1
rally,26,pride,1
rally,26,stand,1
rally,26,stick,1
rally,26,to me,1
rally,26,white,1
rally,26,youth,1
drain,26,water,31
drain,26,empty,15
drain,26,brain,8
drain,26,tired,6
drain,26,waste,6
drain,26,holes,4
drain,26,sewer,4
drain,26,dirty,2
drain,26,sieve,2
drain,26,smell,2
drain,26,spout,2
drain,26,Bible,1
drain,26,cover,1
drain,26,death,1
drain,26,flood,1
drain,26,flush,1
drain,26,Jesus,1
drain,26,laugh,1
drain,26,links,1
drain,26,peace,1
drain,26,pipes,1
drain,26,river,1
drain,26,storm,1
drain,26,study,1
drain,26,train,1
drain,26,whirl,1
curry,25,spicy,32
curry,25,spice,18
curry,25,favor,12
curry,25,India,11
curry,25,green,3
curry,25,house,3
curry,25,paste,3
curry,25,plant,3
curry,25,horse,2
curry,25,sauce,2
curry,25,tasty,2
curry,25,yummy,2
curry,25,Asian,1
curry,25,beans,1
curry,25,chili,1
curry,25,color,1
curry,25,cumin,1
curry,25,Delhi,1
curry,25,harsh,1
curry,25,hurry,1
curry,25,mango,1
curry,25,pasta,1
curry,25,smell,1
curry,25,tangy,1
curry,25,taste,1
renew,26,again,13
renew,26,fresh,8
renew,26,begin,5
renew,26,start,5
renew,26,birth,2
renew,26,check,2
renew,26,lease,2
renew,26,reuse,2
renew,26,water,2
renew,26,alive,1
renew,26,awake,1
renew,26,clean,1
renew,26,creek,1
renew,26,faith,1
renew,26,force,1
renew,26,happy,1
renew,26,imbue,1
renew,26,money,1
renew,26,movie,1
renew,26,reset,1
renew,26,salon,1
renew,26,sleep,1
renew,26,taxes,1
renew,26,terms,1
renew,26,trees,1
renew,26,youth,1
lodge,25,cabin,32
lodge,25,house,16
lodge,25,stuck,13
lodge,25,woods,10
lodge,25,hotel,5
lodge,25,dodge,2
lodge,25,stick,2
lodge,25,wedge,2
lodge,25,abode,1
lodge,25,board,1
lodge,25,check,1
lodge,25,creek,1
lodge,25,group,1
lodge,25,haven,1
lodge,25,homey,1
lodge,25,money,1
lodge,25,moose,1
lodge,25,motel,1
lodge,25,place,1
lodge,25,shank,1
lodge,25,sleep,1
lodge,25,teeth,1
lodge,25,tight,1
lodge,25,trees,1
lodge,25,water,1
fatty,32,obese,16
fatty,32,acids,11
fatty,32,large,6
fatty,32,foods,5
fatty,32,lipid,4
fatty,32,thick,4
fatty,32,bacon,2
fatty,32,belly,2
fatty,32,heavy,2
fatty,32,patty,2
fatty,32,plump,2
fatty,32,tumor,2
fatty,32,blimp,1
fatty,32,blunt,1
fatty,32,couch,1
fatty,32,dying,1
fatty,32,fried,1
fatty,32,goose,1
fatty,32,joint,1
fatty,32,meats,1
fatty,32,pizza,1
fatty,32,pudgy,1
fatty,32,round,1
fatty,32,sauce,1
fatty,32,shame,1
fatty,32,slimy,1
fatty,32,steak,1
fatty,32,sweat,1
fatty,32,tinny,1
fatty,32,torso,1
fatty,32,tubby,1
fatty,32,yummy,1
retro,26,disco,10
retro,26,style,7
retro,26,grade,5
retro,26,music,3
retro,26,1970s,2
retro,26,dance,2
retro,26,flare,2
retro,26,funky,2
retro,26,party,2
retro,26,vinyl,2
retro,26,1950s,1
retro,26,candy,1
retro,26,cheap,1
retro,26,dated,1
retro,26,hippy,1
retro,26,indie,1
retro,26,metro,1
retro,26,pants,1
retro,26,pases,1
retro,26,photo,1
retro,26,print,1
retro,26,steel,1
retro,26,tired,1
retro,26,train,1
retro,26,trend,1
retro,26,ty dy,1
pasta,25,sauce,38
pasta,25,Italy,16
pasta,25,pesto,6
pasta,25,pizza,4
pasta,25,tasty,3
pasta,25,wheat,3
pasta,25,crabs,2
pasta,25,flour,2
pasta,25,salad,2
pasta,25,white,2
pasta,25,bland,1
pasta,25,bowie,1
pasta,25,carbs,1
pasta,25,chewy,1
pasta,25,heavy,1
pasta,25,maker,1
pasta,25,nonna,1
pasta,25,panda,1
pasta,25,paste,1
pasta,25,Penni,1
pasta,25,salsa,1
pasta,25,salty,1
pasta,25,shape,1
pasta,25,slimy,1
pasta,25,table,1
array,25,range,5
array,25,group,4
array,25,solar,4
array,25,large,3
array,25,order,2
array,25,stars,2
array,25,table,2
array,25,board,1
array,25,disks,1
array,25,excel,1
array,25,field,1
array,25,fight,1
array,25,foray,1
array,25,gamut,1
array,25,glory,1
array,25,items,1
array,25,lines,1
array,25,local,1
array,25,music,1
array,25,radar,1
array,25,scale,1
