,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
18722,2,6,0.6052,2.526,2.2828,0.2432,0.5671,8
18814,2,6,0.6202,-2.1002,-2.0623,-0.038,0.934,8
19119,2,6,0.713,1.6782,1.9205,-0.2423,0.5838,8
19715,1,6,0.9737,0.4898,0.7378,-0.248,0.5838,8
19816,1,6,0.6864,-2.3928,-2.5309,0.138,0.6672,8
19914,2,6,0.6256,0.9154,0.912,0.0035,0.6005,8
2009,1,6,0.9386,-0.5173,-0.756,0.2387,1.4845,8
20119,1,6,1.5589,-3.0129,-2.9483,-0.0647,0.6672,8
2049,2,6,0.5691,0.2766,0.4151,-0.1384,0.6171,8
20517,1,6,0.5181,-1.7363,-1.6116,-0.1247,0.5004,8
20910,2,6,0.6385,-2.2238,-1.9791,-0.2447,0.5504,8
211110,2,6,0.5704,1.966,1.87,0.0959,0.5337,8
21214,2,6,0.65,-0.861,-0.789,-0.0719,0.9674,8
21515,2,6,0.5849,3.0268,3.1364,-0.1097,0.5004,8
2169,2,6,0.6696,-0.6477,-0.9031,0.2554,0.5671,8
21814,2,6,0.6071,-1.6184,-1.5397,-0.0787,0.6505,8
21916,1,6,0.5957,-0.0404,-0.0512,0.0109,0.9674,8
22517,1,6,0.5247,-0.6383,-0.6854,0.0471,0.9674,8
22616,1,6,0.5672,-2.3152,-2.6135,0.2983,0.5671,8
22721,2,6,0.586,0.649,0.6646,-0.0155,0.5671,8
2286,1,6,0.5402,-0.0792,0.0104,-0.0896,1.3677,8
23024,1,6,0.5359,0.65,1.1163,-0.4663,0.5171,8
23216,2,6,0.5404,2.0351,1.8942,0.141,0.4003,8
23315,1,6,0.5643,-0.4606,-0.3461,-0.1145,0.5671,8
23416,1,6,0.6612,-1.2385,-1.2847,0.0463,0.6171,8
23822,2,6,0.6085,-0.6512,-0.489,-0.1621,0.4503,8
2399,2,6,0.553,-2.6443,-2.6117,-0.0326,0.5671,8
24123,1,6,1.0887,2.9066,2.9301,-0.0236,0.4503,8
24222,1,6,0.5574,-1.5022,-1.5913,0.0891,0.467,8
24316,2,6,0.5176,-2.685,-2.4209,-0.2641,0.417,8
24415,1,6,0.5139,1.5349,1.5556,-0.0207,0.5171,8
24715,2,6,0.566,-2.9402,-2.9093,-0.0309,0.4837,8
25123,1,6,0.7069,0.1486,0.0827,0.0658,0.7672,8
2546,1,3,2.4994,2.8028,-0.8347,-2.6457,0.6171,8
25715,1,6,0.8685,1.8617,1.9551,-0.0933,0.5838,8
25924,2,6,0.6384,2.2416,2.2915,-0.0499,0.6505,8
26023,1,6,0.5871,0.0048,-0.0156,0.0204,0.5337,8
26119,2,6,2.164,-1.0345,-1.1095,0.0749,0.6505,8
26414,1,6,0.612,-0.8341,-0.9189,0.0849,0.6505,8
26510,2,6,3.8002,-3.132,2.7834,0.3677,0.5504,8
26615,1,6,0.5453,1.1915,1.2392,-0.0477,0.7339,8
26814,1,6,0.8042,2.2209,2.5808,-0.3599,1.2676,8
27021,1,6,0.585,-2.6755,-2.7234,0.0479,0.7339,8
27323,2,6,0.5652,-2.0065,-2.2536,0.2471,0.6005,8
27413,2,6,0.6142,-1.8123,-1.9387,0.1264,0.834,8
2788,2,6,0.6192,1.5008,1.5865,-0.0857,0.6005,8
27916,1,6,0.632,2.7441,2.5086,0.2355,0.5838,8
5105,2,6,0.5905,-1.1142,-1.0727,-0.0415,0.7839,8
7119,1,6,0.5475,1.3447,1.6746,-0.3299,0.5671,8
8106,1,6,0.4041,1.2789,0.5288,0.7501,0.3836,8
12119,1,6,0.6123,1.0659,0.8887,0.1771,0.3503,8
13105,1,6,0.6115,0.858,0.8257,0.0324,2.0682,8
15122,2,6,0.4955,2.3572,2.3048,0.0524,0.7506,8
1629,1,6,0.5626,2.136,0.3683,1.7677,1.3677,8
22116,1,6,0.644,0.8847,-1.5914,2.4761,1.1008,8
23123,2,6,0.4968,1.986,0.7065,1.2794,0.2002,8
25115,1,3,1.2746,-1.0705,0.5229,-1.5935,0.2168,8
2841,2,1,0.8578,-0.8143,-0.1594,-0.6549,0.2502,8
3024,2,6,0.6784,-1.9708,-2.0183,0.0476,0.4837,8
3310,1,6,0.6175,-1.5282,2.1409,2.614,0.4337,8
3610,1,1,0.7602,-1.4828,0.1913,-1.6742,0.2002,8
3723,2,6,0.573,-2.1135,-2.2772,0.1638,0.417,8
3822,1,1,0.7255,2.8027,2.764,0.0387,0.5838,8
4021,2,6,0.6471,2.167,0.9799,1.187,0.6005,8
4415,1,6,0.7591,-2.2036,1.8301,2.2495,0.3169,8
4714,1,6,0.7174,0.1584,0.4254,-0.267,0.8506,8
4931,2,6,0.4835,0.0687,0.0312,0.0375,0.5671,8
5114,2,6,0.5352,-1.1599,-2.039,0.8791,1.8514,8
5325,2,6,0.9435,-0.8624,2.2616,-3.124,0.5004,8
5517,2,6,0.6421,0.1959,0.5679,-0.372,0.4837,8
5613,1,6,0.5777,-0.665,-0.6927,0.0277,0.7005,8
5710,2,6,0.6057,2.8786,2.6871,0.1915,0.4503,8
5823,2,6,0.5364,-1.6033,-1.4787,-0.1246,0.5004,8
5922,2,6,0.5666,-2.0624,-2.235,0.1726,0.6338,8
6625,1,6,0.7301,-1.7564,-1.9072,0.1508,0.9507,8
6710,2,6,0.5419,2.892,2.7476,0.1444,0.5504,8
6833,1,6,0.5764,1.978,0.5136,1.4644,0.1168,8
699,2,6,0.5432,0.5866,-1.8146,2.4012,0.4837,8
7023,2,6,0.5389,-1.1141,-1.1003,-0.0138,0.7506,8
7132,1,6,0.6176,0.9947,1.1348,-0.1401,0.6171,8
7313,2,6,0.4738,-2.7688,-2.9452,0.1764,0.7339,8
7618,1,1,0.721,1.9939,2.0181,-0.0242,0.6338,8
7710,1,6,0.5265,2.6781,2.6547,0.0234,0.3169,8
799,2,6,0.5529,1.2637,1.257,0.0066,0.7672,8
8132,1,6,1.1219,-3.1397,3.1102,0.0333,0.6505,8
8216,1,6,0.4931,-3.0463,3.0957,0.1411,1.2676,8
8433,2,6,0.5072,1.2462,1.1932,0.053,0.6505,8
859,1,6,0.6275,-1.3493,-1.3018,-0.0475,0.5337,8
8623,2,6,0.6113,2.8837,2.8941,-0.0104,0.5337,8
8716,1,6,0.9382,-1.719,0.4773,-2.1964,1.4011,8
9031,1,6,0.7131,-1.7457,-2.1316,0.3859,0.6171,8
9422,1,6,1.8388,-1.1981,-1.1932,-0.005,0.6839,8
955,1,6,0.6847,-1.72,-1.4792,-0.2408,0.5004,8
999,2,6,0.5807,2.0476,1.878,0.1697,0.5838,8
10313,2,6,0.5263,-0.6692,-0.5553,-0.1139,1.251,8
10421,2,6,0.5614,-0.671,-0.7854,0.1144,0.7839,8
10531,2,6,0.4998,0.0091,-0.0666,0.0757,0.7839,8
10617,2,6,0.578,-0.3601,-0.6341,0.2741,0.5838,8
11018,1,6,0.6216,0.4688,0.3448,0.124,1.1008,8
11218,2,6,0.5548,1.1165,1.1235,-0.007,0.9674,8
11322,1,6,0.5825,0.9452,1.1161,-0.1709,1.3177,8
11424,2,6,1.1467,-1.2881,-1.1209,-0.1672,1.0174,8
11814,1,6,0.5783,-3.0488,-3.0648,0.0161,0.3503,8
11931,2,6,0.571,-3.0003,-3.0321,0.0317,0.9007,8
12120,2,6,0.8856,-1.7711,-1.9138,0.1427,0.6171,8
12223,2,6,0.5226,2.1699,2.1051,0.0647,0.6338,8
12421,2,6,0.5053,-1.0749,-0.7671,-0.3078,0.5337,8
1307,1,6,1.3367,-1.6547,-1.5249,-0.1298,0.7005,8
13123,1,6,0.6695,-0.8034,-0.7169,-0.0865,0.8173,8
13210,2,6,0.5528,-2.2705,-2.3598,0.0893,0.5004,8
13316,2,6,0.5812,1.1772,1.1845,-0.0073,0.4837,8
13622,1,6,0.5017,0.204,0.5022,-0.2981,0.3336,8
13733,2,6,0.5136,0.8155,1.0232,-0.2077,0.5671,8
13821,1,3,1.7364,-0.8745,3.0542,2.3545,0.467,8
14217,2,6,0.7322,-2.9084,-2.699,-0.2095,0.6672,8
14413,2,6,0.5394,-2.9666,-2.9381,-0.0285,0.7673,8
14622,1,6,0.5274,-2.682,-2.4739,-0.2081,0.4837,8
14714,2,6,0.5262,-1.6436,-1.4991,-0.1445,0.9174,8
14815,1,6,0.7458,-1.7942,-1.8603,0.0661,0.5838,8
15531,2,6,0.7041,1.2506,0.977,0.2735,1.0341,8
15632,2,6,0.6431,-0.9647,-1.0161,0.0513,1.6346,8
15718,1,6,0.545,0.7565,0.5483,0.2082,0.3836,8
16021,2,6,0.681,-1.7889,-1.6215,-0.1674,0.834,8
16210,2,6,0.4907,0.0696,0.0102,0.0594,0.6672,8
16531,1,6,0.5482,1.35,1.3867,-0.0367,0.5838,8
16722,1,6,0.6908,-1.1562,-1.2925,0.1363,0.5004,8
16817,2,6,0.5068,0.337,0.5575,-0.2205,0.4837,8
17025,1,6,0.5702,-0.5062,0.5071,-1.0133,0.7005,8
17322,1,6,1.0963,-1.2429,2.5896,2.4507,0.2669,8
17416,2,6,0.5427,0.3086,0.2101,0.0986,0.5004,8
17516,1,6,0.528,-1.9445,-2.0596,0.115,0.6171,8
17722,1,6,0.662,1.2053,1.4232,-0.2178,0.6005,8
17915,1,6,0.5871,2.5164,2.1744,0.342,0.3669,8
18117,1,1,1.2166,-0.1447,0.0355,-0.1803,1.6846,8
18210,1,1,0.5841,-2.1423,-2.0937,-0.0486,0.5838,8
1847,2,6,0.5458,-0.6699,-0.9066,0.2366,0.5004,8
18531,2,6,0.5287,-1.9663,-0.4317,-1.5346,0.3836,8
18918,1,6,0.7249,-2.9166,0.3841,2.9825,0.1501,8
19014,1,6,0.4798,-1.2149,-1.2968,0.0819,0.834,8
19215,2,6,0.4725,-1.7543,3.0798,1.4491,0.1835,8
19623,2,6,0.5274,1.7878,1.7061,0.0817,0.5504,8
19921,1,6,0.5649,2.1457,2.1023,0.0435,0.467,8
20017,2,6,0.5368,1.8679,1.9932,-0.1252,0.467,8
20123,1,6,1.008,0.9372,2.4501,-1.5129,0.2002,8
20714,1,6,0.7744,-2.5633,-2.2935,-0.2697,0.6338,8
20821,2,6,0.5908,1.9148,1.9811,-0.0663,0.7839,8
21123,1,6,0.4966,-2.4254,-2.8165,0.3911,0.6171,8
21315,2,6,0.5755,1.9822,2.0017,-0.0196,0.5337,8
21424,2,6,0.5409,-0.2886,0.0669,-0.3556,0.9841,8
21617,1,6,0.535,-2.1504,-2.2133,0.0629,0.6839,8
21822,2,6,1.6066,-0.6184,-0.6796,0.0611,0.6505,8
22015,1,6,0.707,-1.5773,-1.5294,-0.048,0.467,8
22122,2,6,0.8387,-1.237,-1.0793,-0.1577,0.5171,8
22315,2,6,0.5096,-0.8036,-0.8912,0.0876,0.5838,8
22416,1,6,0.4408,-1.8402,-1.8083,-0.0319,0.7172,8
22522,2,6,0.4486,-1.8122,-1.7393,-0.0729,0.6672,8
22815,1,6,0.4617,-1.7581,-1.6022,-0.1559,0.7005,8
2297,1,6,1.182,-2.251,-2.6101,0.3591,0.9174,8
23223,2,6,0.5117,-1.119,-1.1788,0.0598,0.6672,8
23522,1,6,0.4791,0.2698,0.6708,-0.401,0.5504,8
23714,1,6,0.496,-2.122,-2.1887,0.0666,0.6171,8
23831,2,6,0.6037,-2.5076,-2.8866,0.3791,0.5337,8
24423,2,6,0.7678,-2.9456,3.1416,0.1959,0.6005,8
24815,1,6,0.5397,-0.955,-1.0517,0.0966,0.9007,8
24915,2,6,0.4693,1.2575,1.2077,0.0497,0.5004,8
25022,1,6,0.5225,-0.8704,0.4787,-1.349,0.2835,8
25210,1,6,0.575,-1.7837,-1.8247,0.0409,0.5671,8
25412,1,6,0.5902,0.3969,0.4147,-0.0178,0.5337,8
25510,2,6,0.6503,1.1689,0.8316,0.3373,0.467,8
25614,2,6,0.7047,-2.9782,-3.1314,0.1532,0.3836,8
25723,1,6,0.5562,2.0727,2.1103,-0.0376,0.7839,8
26031,1,6,0.6775,-0.3062,-0.166,-0.1402,0.5004,8
26124,2,6,0.6032,-0.9218,2.1002,-3.022,0.3169,8
26422,2,6,0.566,-0.8956,-1.0278,0.1321,0.6171,8
26822,2,6,1.2391,-3.1332,3.1107,0.0394,0.5671,8
27031,1,6,0.5193,-2.0652,-1.9717,-0.0934,0.417,8
27221,1,1,1.1579,1.2628,0.9605,0.3024,0.1001,8
27317,2,6,0.5194,-0.7856,-0.9639,0.1783,0.5004,8
27523,2,6,0.5306,0.4861,2.6779,-2.1918,0.1501,8
27616,2,6,0.9406,-0.7116,0.1456,-0.8572,0.2835,8
27717,2,6,0.4747,-0.3447,0.4192,-0.764,0.2835,8
27817,1,3,1.3321,2.2316,1.1229,1.1087,0.1501,8
1150,1,5,1.6169,-1.8162,-0.0102,-1.806,0.6338,9
1740,1,5,1.7094,-1.4954,-2.3526,0.8572,0.7839,9
1848,2,6,0.9235,-0.0806,-2.4034,2.3229,0.9507,9
2240,1,6,0.5982,1.0513,-1.5708,2.6221,0.4503,9
2340,1,2,1.6318,-2.6628,-0.4424,-2.2204,0.5337,9
2740,1,5,1.5396,2.89,2.0413,0.8488,0.6005,9
2915,2,6,0.5376,1.1656,1.0234,0.1421,0.4837,9
3010,1,6,0.7264,-1.2618,-0.3355,-0.9262,0.5337,9
3317,2,3,2.3158,-1.1729,-2.5908,1.4179,0.4003,9
346,2,5,1.3624,-1.2424,-2.2095,0.9671,0.4337,9
359,2,6,1.0531,-3.086,0.2462,2.951,0.4837,9
4314,1,5,1.484,1.6936,-2.4751,-2.1145,0.3169,9
4710,2,6,0.974,-2.9031,0.7921,2.5881,0.5838,9
499,1,6,0.5671,2.8422,2.603,0.2392,0.4003,9
5014,2,5,0.752,0.2365,-0.7457,0.9822,0.6505,9
559,1,6,0.8054,1.7308,0.3327,1.3981,0.3836,9
5714,1,6,0.7894,-3.1352,-0.7598,-2.3754,0.8506,9
6016,1,6,0.7929,0.7991,2.9334,-2.1343,0.3836,9
6419,2,2,1.051,1.5697,0.6112,0.9585,0.7339,9
6513,1,6,0.9648,2.7674,2.1786,0.5889,0.417,9
669,1,6,0.6032,2.8841,-0.4016,-2.9975,0.3836,9
6715,2,6,0.5497,0.585,2.7504,-2.1655,0.5337,9
6910,2,6,0.7911,-2.4161,-2.2642,-0.1519,0.6338,9
7010,1,6,2.7819,-2.8328,3.1264,0.324,0.7506,9
729,1,3,2.4453,-0.111,-2.6756,2.5646,0.834,9
736,1,6,0.8362,0.8174,-0.6901,1.5075,0.6839,9
788,2,3,2.1288,-1.6859,0.9758,-2.6617,0.7172,9
7910,2,3,1.2126,0.0339,0.6507,-0.6168,0.4337,9
8120,2,6,2.455,1.6754,-0.4056,2.081,0.467,9
8217,2,6,0.8602,1.9099,2.3043,-0.3945,0.6005,9
8417,1,6,0.5815,0.1455,-0.4683,0.6138,0.7672,9
8815,1,6,0.8828,2.9507,-2.6826,-0.6499,0.3669,9
8910,2,6,0.7243,0.5173,1.0304,-0.5131,0.5004,9
9118,1,6,0.6647,-3.0817,-2.6733,-0.4084,0.3836,9
9615,2,6,0.599,-0.6802,2.4815,3.1216,0.5004,9
1009,2,6,0.8126,3.0988,-2.1203,-1.0641,0.8506,9
10119,1,6,1.595,-2.6011,0.4357,-3.0368,0.884,9
10215,1,6,1.357,0.3466,0.1404,0.2062,0.5838,9
10416,1,6,0.64,-1.2093,2.0232,3.0507,0.6338,9
1087,2,6,0.6529,0.4565,-0.734,1.1905,0.5504,9
11019,1,6,0.7012,2.9825,0.6755,2.307,0.3169,9
11417,2,6,0.7179,0.1267,2.7059,-2.5792,0.4837,9
1168,1,6,0.8152,1.0139,-0.7413,1.7552,0.7506,9
11910,1,6,0.7753,-1.7117,0.9242,-2.6359,0.6338,9
12010,1,6,0.585,0.2361,-2.7726,3.0087,0.6171,9
12317,1,5,1.5442,1.6121,-1.8678,-2.8033,0.2835,9
12518,2,2,2.2617,1.6621,2.7047,-1.0425,0.4503,9
12710,1,6,0.7747,1.9278,-2.3377,-2.0177,0.9841,9
1285,2,6,0.5203,0.5777,0.7082,-0.1304,0.4003,9
13120,2,6,0.6823,-0.8156,-0.5707,-0.2448,0.6338,9
13410,2,6,0.5838,2.2589,1.0573,1.2016,0.2335,9
1369,1,6,0.4911,-2.1288,-0.8461,-1.2827,0.5171,9
1399,2,6,0.8946,0.9104,1.4134,-0.503,0.6005,9
14118,1,6,2.1801,-2.0789,1.7588,2.4455,0.3169,9
14218,1,6,0.9652,2.1665,-0.139,2.3055,1.0341,9
14410,1,6,0.648,-0.1893,0.4885,-0.6778,0.6171,9
14710,1,6,0.5051,-0.9223,0.1288,-1.0511,0.3669,9
15619,1,6,0.7922,2.7927,1.3955,1.3972,0.7005,9
15817,1,6,0.658,-0.2507,0.8787,-1.1294,0.2835,9
16120,1,6,1.1395,-0.0656,-0.1412,0.0755,0.8173,9
1637,2,6,0.6034,-0.1839,1.3132,-1.4971,0.467,9
1669,2,6,0.7605,-3.0155,-2.3055,-0.71,0.7005,9
16810,1,6,1.1135,-0.7658,-0.9529,0.1871,0.3503,9
16918,2,6,0.7298,2.9054,2.0963,0.8091,0.6672,9
17213,2,6,0.6338,1.9777,-0.6662,2.644,0.3336,9
17410,2,6,0.5191,1.5373,0.3004,1.2369,0.6505,9
17817,2,6,0.5756,1.2581,0.7522,0.5059,0.5171,9
1799,2,2,1.1917,1.1405,0.094,1.0465,0.5337,9
1806,1,6,0.5352,0.8657,-0.3672,1.2329,0.417,9
18118,2,6,1.5791,2.816,0.6796,2.1365,0.5004,9
1849,2,6,0.7547,-2.1075,0.6273,-2.7348,0.6005,9
1857,1,6,0.9727,0.9201,-0.4985,1.4186,0.7839,9
18919,1,1,0.7984,2.8155,2.7327,0.0828,0.8006,9
19216,1,6,0.7281,-1.5277,0.7955,-2.3232,0.3503,9
19416,2,6,0.8,2.4061,1.6544,0.7518,0.417,9
20120,1,6,1.4618,0.0316,-0.2905,0.322,0.3336,9
20510,2,6,0.8796,2.0626,-0.6878,2.7504,0.417,9
20710,2,1,1.0778,-0.5504,1.6958,-2.2462,0.4837,9
20917,1,6,0.6673,0.6889,-0.4022,1.0911,0.417,9
21120,1,6,0.6226,-2.9048,2.8684,0.51,0.4503,9
21215,2,6,0.9473,-0.2927,0.5788,-0.8714,0.3336,9
21510,2,6,0.6391,-1.5303,0.3975,-1.9278,0.7005,9
2187,2,6,0.6082,-0.6733,-0.3875,-0.2858,0.3336,9
21917,2,6,0.8083,1.4799,0.8399,0.64,0.3002,9
22010,2,6,0.6545,1.3215,-0.6683,1.9898,0.4503,9
22215,2,6,0.8707,1.7424,2.3304,-0.588,0.6171,9
2259,2,5,0.8064,-2.2663,-1.0205,-1.2458,0.3503,9
22610,2,3,1.0418,2.205,-2.0029,-2.0753,0.3836,9
2287,2,6,0.6075,-0.3447,0.7043,-1.049,0.3336,9
23316,1,6,1.0099,2.541,0.9828,1.5582,0.5004,9
2359,2,6,0.602,0.2929,-0.5799,0.8727,0.3503,9
2368,2,6,0.7287,1.3693,0,1.3693,0.884,9
2379,1,6,0.6116,3.0202,0.5216,2.4985,0.3503,9
23910,2,6,0.7153,-0.797,-0.7237,-0.0734,0.4337,9
24010,1,6,0.6655,-0.9815,0.4015,-1.383,0.2502,9
24317,1,6,0.7337,-0.0526,0.1822,-0.2348,0.834,9
24710,2,6,0.4636,-2.4358,-1.2573,-1.1785,0.6505,9
2507,1,3,1.6991,2.2048,0.833,1.3718,0.4003,9
25217,1,6,0.6635,2.8584,-2.9054,-0.5193,0.9007,9
25310,1,6,0.7998,2.6087,-0.2289,2.8376,0.8173,9
25610,2,6,0.7237,-0.058,-0.552,0.494,0.467,9
2579,2,6,0.6496,1.9011,2.4489,-0.5478,0.7005,9
25810,1,6,0.6531,0.221,0.8484,-0.6274,0.5171,9
26210,1,6,0.6785,1.055,-0.789,1.844,0.4003,9
26516,2,6,0.6537,3.0564,2.3708,0.6856,0.4503,9
26717,1,1,0.8135,0.1616,0.5852,-0.4236,0.5504,9
27010,1,6,0.7574,-0.6837,0.0103,-0.694,0.3002,9
27119,2,5,0.6369,-0.1859,0.8407,-1.0266,0.6338,9
27310,2,6,0.6334,1.5421,-0.5013,2.0434,0.3002,9
2768,1,6,0.5083,-1.0252,-2.2359,1.2107,0.4503,9
27718,2,6,0.4668,0.2424,-1.1231,1.3655,0.4337,9
2789,2,6,0.8154,2.6774,2.235,0.4424,0.3669,9
1158,1,6,2.009,0.7715,1.5039,-0.7324,0.6672,9
2109,1,6,0.5917,2.5203,1.0095,1.5107,0.5171,9
330,2,6,0.7747,0.5083,-0.452,0.9603,1.0174,9
440,2,6,0.4998,-0.7166,-0.8945,0.1779,0.3836,9
5106,1,6,0.6433,-1.4872,1.7091,3.0869,0.6505,9
830,1,6,0.6582,-0.3331,0.6683,-1.0014,0.6338,9
1930,2,4,3.0243,1.4458,2.1617,-0.7159,0.8673,9
20104,1,6,0.7426,2.0575,-0.5503,2.6077,0.9007,9
22106,1,6,0.8216,1.9683,-0.3853,2.3536,0.467,9
23108,2,6,0.5556,2.4297,0.88,1.5497,0.467,9
2540,2,4,2.2829,2.3889,-0.078,2.4669,0.3169,9
2640,2,6,0.8671,-0.1771,-1.0278,0.8507,0.467,9
27108,1,6,0.5148,1.5203,1.7539,-0.2336,0.467,9
2916,2,6,0.5356,-0.3441,2.3268,-2.6709,0.6672,9
3017,2,2,1.9544,-3.008,-1.7452,-1.2628,0.5337,9
3515,2,5,2.0048,1.6998,1.8628,-0.163,0.6839,9
397,2,6,0.6122,-1.353,0.5794,-1.9324,0.3169,9
41110,2,6,1.3177,-1.293,2.3051,2.6851,0.7172,9
4210,1,6,0.7077,2.1809,0.8921,1.2888,0.3836,9
4715,1,6,0.5362,-1.5403,0.1141,-1.6544,0.5504,9
4810,2,6,0.5233,0.8763,-0.4567,1.3329,0.7005,9
4914,1,6,0.5969,-1.9013,-1.2029,-0.6984,0.5838,9
5319,1,6,0.5105,-1.5276,-0.8181,-0.7095,0.5671,9
548,1,6,0.7689,2.3238,-1.9205,-2.0389,0.5838,9
5910,2,6,0.6942,2.6246,1.6332,0.9914,0.6505,9
6017,1,2,1.0757,2.9824,1.6592,1.3232,0.3002,9
6310,2,6,0.7387,-0.5386,-1.3295,0.7909,0.3836,9
64110,2,4,1.3734,-2.6841,1.4006,2.1985,0.6672,9
6716,1,1,1.4766,-2.1414,-0.6519,-1.4896,0.8006,9
6810,1,6,0.6993,-3.0657,1.9494,1.2681,0.5838,9
6912,1,6,0.6315,-1.7512,-0.245,-1.5062,0.6672,9
7120,2,6,0.5654,-2.7896,-0.6592,-2.1304,0.6005,9
7215,1,6,0.723,-0.4528,0.4379,-0.8906,0.3836,9
8010,1,6,0.6853,-0.1476,0.588,-0.7356,0.3503,9
81110,1,6,0.9502,1.4327,0.9685,0.4642,0.6171,9
8717,1,6,1.2315,-3.0533,-2.428,-0.6253,0.9174,9
8816,1,4,1.9188,2.0404,-2.6244,-1.6184,0.5838,9
9119,2,6,0.9137,2.8784,2.399,0.4793,0.4837,9
9218,2,6,0.664,2.5258,-2.7909,-0.9666,0.4503,9
9410,2,6,0.638,-0.4547,-2.294,1.8393,0.6171,9
9616,2,6,0.6293,-1.8818,-0.5698,-1.312,0.7172,9
978,1,6,0.3655,-2.0704,-0.622,-1.4483,0.6005,9
10015,2,6,0.5673,-2.3342,2.3192,1.6299,0.6672,9
101110,1,6,1.5664,1.6446,-2.5593,-2.0793,0.3336,9
10314,2,6,0.5806,2.2576,-0.9857,-3.0399,0.4503,9
10417,2,6,0.5948,-0.7703,0.8887,-1.659,0.417,9
10618,1,4,2.0442,2.1423,0.6974,1.4449,0.417,9
10713,2,6,0.9039,1.2785,-0.777,2.0556,0.4003,9
110110,2,6,0.7923,0.8838,2.2463,-1.3626,0.5504,9
11120,2,6,0.7043,-0.4935,-0.373,-0.1205,0.3836,9
11318,1,6,0.6325,-2.9561,1.3791,1.9479,0.3503,9
11710,1,6,0.5393,-2.2632,1.61,2.41,0.3169,9
11915,2,6,0.6083,2.3653,2.7327,-0.3674,0.934,9
12125,1,6,1.4266,-2.6258,-1.7633,-0.8626,0.6005,9
12216,1,6,0.5431,-1.0026,-1.6781,0.6755,0.7339,9
1249,2,6,0.7252,-0.9911,-1.7772,0.7861,0.8673,9
1266,2,6,0.6065,-1.2577,-1.3612,0.1035,1.0341,9
12813,2,4,1.5254,-1.4898,-2.4,0.9102,0.4837,9
13417,1,6,0.5859,0.2404,-0.4219,0.6623,0.8006,9
13719,2,6,0.6479,2.4972,-0.5033,3.0005,0.9841,9
1387,2,6,0.6165,-2.7361,0.771,2.7761,0.6005,9
1409,1,4,2.6859,0.8529,-1.3184,2.1713,1.0008,9
14219,1,6,0.8827,-2.7821,-2.828,0.0459,0.3002,9
1438,1,6,0.753,-2.6886,-2.2911,-0.3975,0.3836,9
1459,1,4,1.3316,-1.9905,2.3891,1.9036,0.417,9
14610,2,6,0.8924,2.672,0.764,1.908,0.1334,9
1489,2,6,0.7258,-0.3124,1.1486,-1.461,0.2002,9
14918,1,6,0.7614,2.8193,-0.8359,-2.628,0.3669,9
15214,2,6,0.6632,1.4812,-1.2912,2.7724,0.2168,9
15314,1,6,0.7067,1.0317,-2.0434,3.0751,0.3669,9
156110,2,6,0.7762,1.859,-0.8611,2.7201,0.1835,9
15719,2,1,0.9804,-1.1159,2.4413,2.7259,0.1501,9
16213,1,6,0.7506,1.5663,2.5262,-0.9599,0.3169,9
16410,2,6,0.4922,0.7079,0.0254,0.6825,0.2835,9
16818,2,4,1.9507,-2.4992,0.9124,2.8716,0.4337,9
16919,1,6,1.0075,1.0103,-3.1366,-2.1363,0.2335,9
17018,1,6,0.538,0.0436,-0.5262,0.5698,0.3503,9
17120,2,6,0.5739,2.9791,-1.0181,-2.286,0.2835,9
17710,1,6,0.891,1.0673,-0.0105,1.0778,0.0667,9
17818,1,6,0.7403,1.4827,2.4828,-1.0001,0.3002,9
18011,1,6,0.806,-0.9606,-2.3741,1.4135,0.2669,9
18219,2,6,0.4968,2.8703,2.4527,0.4176,0.2835,9
18514,1,6,0.5012,-0.9961,-0.9312,-0.0649,0.4003,9
1869,1,6,0.4686,0.5074,-0.8384,1.3457,0.2335,9
18715,1,6,0.528,0.1112,2.5318,-2.4206,0.3503,9
19010,1,6,0.6795,0.2543,-0.7566,1.0109,0.2502,9
19120,2,6,0.5154,-1.4981,-0.5322,-0.9659,0.3503,9
19217,2,6,0.6079,-1.3565,0.7328,-2.0893,0.3503,9
1939,1,4,1.3302,1.6136,0.2609,1.3526,0.3336,9
19417,2,6,0.771,0.9513,0.6818,0.2695,0.2335,9
20010,2,6,0.8497,-2.2505,-2.388,0.1375,0.2835,9
2039,2,5,2.0549,2.0076,-2.4566,-1.819,0.3002,9
20518,1,6,0.6284,-0.4074,0.1668,-0.5742,0.3336,9
20616,1,6,0.5951,-1.8649,-0.6901,-1.1748,0.5004,9
20715,2,3,1.1185,-2.3048,2.5909,1.3875,0.2669,9
20918,2,2,1.1712,-2.9737,0.6426,2.6669,0.0667,9
21010,2,6,0.7708,-0.5519,1.6435,-2.1954,0.3169,9
21310,1,6,0.5734,1.7678,-0.9293,2.6972,0.1668,9
21610,1,6,0.6019,2.6204,2.0917,0.5287,0.3336,9
21710,2,6,0.498,0.6392,0.8641,-0.2249,0.1334,9
21815,2,6,1.0152,1.1406,-2.1642,-2.9783,0.2835,9
22216,1,6,0.7842,0.5105,2.6935,-2.183,0.3002,9
22316,2,6,0.7198,0.4239,-2.4186,2.8425,0.0834,9
2249,1,6,0.6081,2.3348,-0.7605,3.0953,0.1835,9
22518,2,6,0.559,3.0818,2.3705,0.7113,0.3002,9
22710,1,6,0.5413,-1.8495,0.8665,-2.7159,0.1334,9
