,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
1680,1,2,1.6558,-2.0359,-1.5347,-0.5012,0.5504,17
1980,1,1,0.7804,-2.769,0.2374,-3.0064,0.7506,17
21137,1,2,2.7765,1.3036,-2.3932,-2.5864,0.8006,17
23135,2,2,2.6275,2.5293,-2.9269,-0.827,0.8506,17
2490,1,6,1.3923,-1.6508,-0.5691,-1.0816,1.1008,17
2580,1,6,1.0402,-1.8801,1.2769,3.1262,1.2176,17
26100,2,6,0.7274,-0.2264,-0.0208,-0.2056,1.1175,17
3030,1,6,1.2774,-0.0697,0.279,-0.3487,0.5171,17
3128,2,6,1.1327,-0.6416,2.5249,3.1166,0.9841,17
3527,1,5,1.5649,0.3037,1.8384,-1.5347,1.0008,17
3826,1,5,1.7913,-0.5365,-0.3381,-0.1984,0.9007,17
3920,1,5,2.753,-0.9824,1.5551,-2.5375,0.7673,17
4427,2,6,1.1921,0.1467,3.0056,-2.8589,0.9674,17
4826,2,1,0.728,2.7044,0.1943,2.5101,1.2676,17
4928,2,6,1.2756,0.654,0.4985,0.1555,0.7172,17
5126,2,6,1.0357,0.5062,-0.0209,0.5271,2.0015,17
5335,2,5,1.4877,-1.2011,0.1574,-1.3586,0.9674,17
5420,1,6,1.3559,-0.8547,0.9554,-1.8101,0.4837,17
5728,2,1,0.7993,-0.188,2.4171,-2.6051,0.5504,17
5828,1,1,1.344,-0.059,-1.3826,1.3235,0.1168,17
6028,1,1,0.7615,0.3466,-0.335,0.6816,0.5504,17
6727,1,1,0.802,1.5412,3.0378,-1.4966,0.7339,17
6923,1,1,0.6586,-1.5666,-1.3063,-0.2602,0.6005,17
7029,1,5,1.7903,-3.1025,-1.1373,-1.9652,0.4337,17
7127,1,6,1.3452,-1.4941,0.1892,-1.6833,0.5004,17
7218,2,4,2.0029,-0.8775,0.9148,-1.7923,0.6505,17
7528,1,6,1.3226,1.1209,2.2153,-1.0945,0.8507,17
7629,1,3,1.6951,1.8672,2.9491,-1.082,0.4337,17
7730,1,2,1.5232,3.0182,1.5289,1.4893,2.2184,17
8029,2,6,1.4997,-2.2283,-0.2424,-1.9858,1.0675,17
8318,1,1,0.612,0.8387,2.5213,-1.6827,0.7172,17
8436,2,6,1.4432,-1.1226,-1.6746,0.552,0.4837,17
8529,2,6,0.8248,-2.638,0.9345,2.7107,0.7839,17
8923,2,6,1.265,-2.2812,-2.3194,0.0382,0.467,17
9032,2,6,1.0695,-2.2794,-2.5022,0.2228,0.4503,17
9430,2,6,3.2557,0.3562,0.3416,0.0146,1.9515,17
9520,2,6,0.798,-2.3341,3.1156,0.8335,1.7347,17
9627,2,6,1.4974,2.7388,2.1399,0.5989,0.7339,17
9729,1,3,1.5303,2.0476,-0.5851,2.6327,0.884,17
9820,1,6,1.1974,-0.9344,-1.1398,0.2054,0.8507,17
10130,2,2,1.6133,1.848,2.1343,-0.2863,0.6338,17
10228,1,5,2.1196,-0.109,2.2562,-2.3651,1.5845,17
10428,2,6,1.1262,0.8405,1.0185,-0.178,0.467,17
10527,1,2,1.2788,2.835,0.6269,2.2081,0.834,17
10628,2,1,1.1204,-0.5856,-0.1471,-0.4385,0.8507,17
10820,1,5,2.1616,0.4039,0.5081,-0.1042,2.1016,17
10920,1,6,1.1535,-2.5296,-2.879,0.3494,0.2335,17
11330,1,5,1.7619,2.9013,2.9432,-0.0419,1.2343,17
11623,1,6,0.9549,-0.7224,0.8403,-1.5626,0.5504,17
11827,2,1,0.7822,1.6882,-0.1753,1.8634,1.2009,17
12328,2,6,1.819,0.0852,2.9309,-2.8456,0.7673,17
12530,2,6,1.1361,-1.6928,0.4035,-2.0963,0.7673,17
12620,1,1,1.6763,-2.127,2.77,1.3863,0.4837,17
12728,1,6,1.4735,-1.6636,-0.0157,-1.6478,1.4177,17
13024,1,1,1.1428,-1.2537,1.5811,-2.8348,0.7172,17
13524,2,6,0.9902,-0.9402,0.5101,-1.4503,1.2176,17
13629,2,2,2.1186,2.8948,0.068,2.8268,0.5171,17
13819,1,6,0.8707,0.5963,0.799,-0.2027,0.5004,17
14130,1,6,1.7241,0.8306,0.5146,0.3159,1.0675,17
14320,1,6,1.4372,2.4094,-1.3854,-2.4883,0.6171,17
14525,1,6,1.611,2.772,-2.1993,-1.3119,0.2669,17
14628,2,6,0.9751,-2.6835,0.8326,2.767,1.0174,17
15226,2,6,0.7028,-0.4404,0.4753,-0.9157,1.351,17
15319,2,6,0.8782,-2.7283,-0.1095,-2.6188,0.9174,17
15530,2,6,0.6816,-0.5205,2.4856,-3.0061,0.6839,17
15634,1,6,0.9534,-2.0233,0.3576,-2.3809,0.4837,17
15728,2,6,0.8601,1.272,2.7621,-1.4901,0.6171,17
16028,2,6,0.8133,0.8877,-2.5243,-2.8712,0.8673,17
16130,2,6,4.7376,1.4147,1.7672,-0.3524,0.2002,17
16228,2,6,1.1091,0.616,0.1257,0.4903,1.2343,17
16327,1,6,0.6848,-0.8515,-3.085,2.2334,0.3002,17
16933,2,6,0.8282,-0.2709,0.325,-0.5959,0.4337,17
17036,1,2,2.3729,0.2663,1.2523,-0.986,0.6505,17
17225,2,6,0.8039,-0.7444,2.1862,-2.9306,1.1342,17
17622,2,4,1.8779,-0.4644,1.1002,-1.5645,0.467,17
18020,2,6,1.2803,0.2102,0.9929,-0.7827,1.2009,17
18231,1,2,0.6676,-1.8383,1.3432,3.1016,0.7673,17
18327,2,6,1.5052,-1.0498,1.1163,-2.1661,0.417,17
18525,1,6,0.7752,-1.0814,2.7441,2.4577,0.3669,17
18725,2,6,0.9041,-1.9844,-0.1302,-1.8543,1.1509,17
18823,1,2,1.1903,-2.145,-2.8118,0.6668,0.5838,17
19134,2,2,1.2649,0.334,0.5081,-0.1741,1.1342,17
19627,1,2,0.7169,2.8735,-2.0144,-1.3954,0.467,17
19829,2,2,0.3377,2.2354,3.0056,-0.7702,0.8006,17
19924,1,6,3.00E-04,-1.7377,0.0823,-1.82,1.0008,17
20027,1,2,0.4824,3.0559,-0.5217,-2.7056,1.0008,17
20130,2,6,1.8016,1.4437,0.269,1.1747,1.0508,17
20228,2,5,1.2629,-0.398,0.2826,-0.6805,0.7673,17
20628,2,2,0.9866,-2.7259,2.6639,0.8934,0.6005,17
20824,2,6,1.2925,2.8268,0.438,2.3888,0.9174,17
21024,2,6,1.2324,1.0244,0.2107,0.8137,1.2343,17
21326,1,4,2.0085,-0.1579,2.4154,-2.5733,0.8673,17
21526,1,2,0.9378,-2.6316,1.2639,2.3877,0.9674,17
21725,2,6,1.4833,-0.7761,-0.9116,0.1355,0.884,17
21825,1,5,1.5649,1.8146,-2.7197,-1.7489,0.5337,17
22133,1,6,1.8391,-1.8109,2.79,1.6823,0.8173,17
22525,2,2,0.6306,1.996,-1.2115,-3.0757,0.0834,17
22628,1,6,1.9022,2.0111,2.5835,-0.5724,0.6839,17
22918,1,3,1.2101,0.5852,2.7726,-2.1874,0.7839,17
23136,2,2,0.7873,-1.8371,0.6784,-2.5155,1.0174,17
23228,1,6,1.3151,-0.4369,-0.7301,0.2932,0.6672,17
23426,1,6,1.3175,1.5105,1.4525,0.058,0.467,17
23526,1,6,0.8163,-3.0262,2.3306,0.9264,1.7847,17
23826,2,6,1.7071,-1.9314,0.1412,-2.0725,1.0508,17
24027,1,6,1.4012,0.4623,0.5105,-0.0482,0.9674,17
24228,2,6,1.3032,-1.1739,0.396,-1.5699,1.6679,17
24727,2,6,1.2828,0.4692,1.0296,-0.5604,1.0508,17
24929,2,6,1.3207,-1.1502,0.3863,-1.5365,1.5679,17
25027,1,6,1.6875,2.1126,2.7889,-0.6763,0.5004,17
25130,1,6,0.8828,0.316,1.4552,-1.1392,0.4003,17
25227,2,6,0.5954,0.7223,-0.2524,0.9747,0.4837,17
25419,1,1,1.4177,-2.3329,-1.4976,-0.8353,1.768,17
25628,2,2,1.1463,-2.0322,0.8224,-2.8547,1.718,17
26322,1,2,1.5907,-0.5592,2.7176,3.0065,1.1842,17
26729,1,2,0.7667,-1.8549,0.6082,-2.4631,0.5504,17
26826,1,2,0.3322,1.6307,-1.1903,2.821,0.834,17
27130,2,2,0.6481,-1.2792,1.6952,-2.9743,0.7172,17
27329,2,2,0.3531,0.2596,0.7041,-0.4445,1.1509,17
27420,1,2,0.3474,2.181,0.4705,1.7105,0.3669,17
27730,1,2,7.00E-04,-0.271,-2.6803,2.4093,0.8673,17
27926,1,2,0.3918,0.2445,-0.4151,0.6596,1.2009,17
28029,2,2,0.2589,-2.9756,2.2531,1.0545,0.3169,17
1400,2,3,4.6695,0.6517,1.4296,-0.7779,0.8006,17
4100,2,6,1.3614,-3.0547,-0.9221,-2.1326,0.7005,17
51012,1,6,0.5554,2.8821,-0.0973,2.9793,0.5504,17
6108,1,4,2.4105,1.3383,2.6593,-1.321,0.6505,17
770,1,6,0.6855,1.6522,-1.5708,-3.0602,0.0334,17
11133,2,2,1.1516,0.4137,-0.0732,0.4869,0.6005,17
13100,1,3,2.0021,-1.7369,0.2045,-1.9414,0.7339,17
17109,2,2,0.6354,1.1553,-1.891,3.0463,0.1501,17
18100,1,6,1.5238,-0.9265,2.7774,2.5793,0.4503,17
231012,2,2,1.4254,0.6682,2.6459,-1.9777,0.417,17
24106,2,6,1.2322,-2.4773,-2.194,-0.2833,0.6171,17
251013,2,6,0.8501,-0.7289,1.9503,-2.6793,0.4503,17
31113,2,5,1.8089,-1.7588,-0.0208,-1.738,1.0842,17
3327,1,2,1.6253,2.9021,0.8701,2.032,1.4511,17
3417,2,2,0.6139,-0.6994,0.3805,-1.0799,0.5838,17
35112,1,6,2.4712,-2.8955,-2.8676,-0.028,0.8006,17
3730,2,6,1.1157,2.9768,2.9251,0.0517,0.5004,17
39110,2,6,1.0855,3.0636,0.1812,2.8824,0.7839,17
4227,2,6,1.3475,-1.1052,0.7633,-1.8685,0.5171,17
48113,2,6,1.5571,2.8703,2.7986,0.0717,0.6005,17
49113,1,2,1.4283,-3.0011,-2.8083,-0.1927,0.9007,17
54110,2,6,1.4786,0.7929,2.6647,-1.8718,1.9014,17
5528,1,6,0.6627,0.3417,0.5691,-0.2275,0.8673,17
5623,1,6,0.7152,0.403,-3.0632,-2.8169,0.7005,17
57113,2,6,0.6869,2.9943,-1.3775,-1.9114,0.9174,17
58112,1,6,0.9614,1.5598,-0.0244,1.5842,0.5337,17
5928,1,2,1.2946,-0.9543,1.7631,-2.7174,1.0675,17
60113,1,2,1.2573,-0.2215,3.1259,2.9358,0.9007,17
6430,1,6,1.3844,1.9478,0.292,1.6558,0.884,17
6526,2,6,1.0067,0.0217,-3.0692,3.0909,0.5671,17
6630,1,2,1.7142,0.5262,0.3545,0.1717,0.6839,17
6827,2,6,1.6315,2.4687,1.0089,1.4598,0.7172,17
69111,2,6,0.9443,-0.0561,-0.3465,0.2904,0.3669,17
71114,1,6,1.2245,-0.6193,-2.6547,2.0354,0.6672,17
7423,1,1,0.9213,-0.7328,-2.0284,1.2956,0.5337,17
77114,2,1,0.7943,-1.6585,2.7804,1.8443,0.8006,17
7826,2,6,1.3657,-2.2548,0.9001,3.1283,0.8506,17
8226,1,6,1.5421,-2.831,2.1516,1.3006,0.8006,17
84114,1,6,1.1062,1.2946,0.335,0.9596,1.4011,17
85113,1,2,0.7483,2.0889,2.6896,-0.6007,0.9174,17
8825,1,1,0.9313,-2.9141,0.6269,2.7422,1.9014,17
9229,1,1,0.6781,-0.4142,0.0259,-0.4401,0.4337,17
94113,2,6,1.5229,-1.8169,-0.3185,-1.4985,0.5171,17
95110,2,6,0.9642,1.615,2.6406,-1.0255,0.9841,17
97112,1,6,1.0023,0.8661,-2.4115,-3.0056,2.1516,17
98110,1,6,0.6945,-0.9255,-1.3119,0.3864,1.7013,17
10027,1,6,1.0466,1.418,1.817,-0.399,0.5171,17
101114,1,2,1.5335,0.0811,0.5127,-0.4316,1.4511,17
104113,1,5,1.5841,-1.1062,-0.2861,-0.8201,0.4337,17
105111,1,6,1.2599,-0.863,1.5603,-2.4233,1.6513,17
109111,2,6,1.2489,2.184,1.9173,0.2666,0.4837,17
11134,1,5,1.8494,-2.7505,-0.6445,-2.1059,0.934,17
11428,2,5,0.4995,-0.0039,0.175,-0.1788,0.1168,17
11520,1,5,1.231,1.8303,2.7901,-0.9599,0.6338,17
116110,1,3,1.3262,-2.0515,-0.0314,-2.0201,0.7506,17
11928,2,3,0.752,3.1083,0.5493,2.559,0.6505,17
12229,2,6,1.3078,1.9871,-1.5193,-2.7768,0.8173,17
123114,2,6,0.6138,1.4556,2.8676,-1.412,0.6171,17
12425,2,2,1.754,-0.8233,0.0627,-0.8861,1.0341,17
12926,2,6,0.7052,-0.7877,1.4924,-2.2801,1.768,17
13229,2,6,1.1222,-1.0724,0.5619,-1.6343,1.2009,17
13428,1,6,1.1974,-0.9923,-0.3823,-0.61,0.5671,17
13736,1,6,4.8811,-1.5459,-2.6987,1.1528,0.2669,17
13927,1,6,0.7822,0.7714,1.9551,-1.1836,0.3503,17
14425,1,2,0.6369,-2.2728,0.6257,-2.8985,0.834,17
145111,2,2,0.7338,-3.1077,0.8142,2.3613,0.8006,17
152113,1,2,0.7036,-0.5132,0.1049,-0.6181,1.5345,17
153110,2,2,0.3395,-1.7964,-0.4953,-1.3011,0.2168,17
15419,1,2,0.3852,0.0241,1.2954,-1.2712,0.9507,17
155113,2,2,0.3209,2.968,-3.0117,-0.3035,0.5671,17
156116,1,2,0.4026,1.7616,2.6173,-0.8556,0.5838,17
157115,1,2,0.3747,-3.104,-1.6544,-1.4497,2.0015,17
160113,1,6,1.6778,-1.9773,1.4477,2.8582,0.5838,17
16425,1,2,0.8139,-2.1973,0,-2.1973,0.3169,17
16719,1,6,1.7441,0.9031,2.1617,-1.2586,0.5838,17
170115,2,6,1.131,-0.4208,-0.4262,0.0054,2.185,17
17324,1,2,0.7435,2.4934,-1.1257,-2.664,1.3677,17
17525,2,2,0.6632,1.1289,3.1154,-1.9866,0.6338,17
17726,2,2,0.634,2.0713,0.2209,1.8504,0.4503,17
17829,2,6,1.127,-2.2946,2.9042,1.0843,0.7672,17
180110,2,6,0.7991,-1.7839,1.2738,-3.0577,0.5671,17
18130,2,6,2.0438,-1.7915,0.166,-1.9575,0.2669,17
18427,1,2,0.7052,-0.6375,1.5453,-2.1828,0.4337,17
188111,2,3,0.8527,-1.5848,2.9028,1.7955,0.4837,17
18928,2,4,0.8799,1.431,0.1651,1.2659,0.8173,17
19328,1,6,1.0575,0.6875,3.058,-2.3705,0.6005,17
196111,2,2,0.6702,1.312,2.7128,-1.4008,0.5671,17
198114,1,5,1.5185,-0.0807,1.4659,-1.5466,1.5011,17
199112,1,3,0.8895,0.824,0.1257,0.6983,0.5171,17
201112,2,2,1.6093,-1.3185,0.4912,-1.8097,0.7673,17
202113,2,2,1.0385,2.5858,2.7901,-0.2043,1.2009,17
208110,1,2,0.5558,2.7887,-0.5127,-2.9818,1.0174,17
20930,1,6,1.2944,-1.6447,2.4041,2.2344,0.7339,17
210110,1,2,0.9592,1.6547,-0.3679,2.0226,0.9174,17
21428,1,2,0.431,0.8022,-2.0718,2.874,1.718,17
215114,1,2,0.4229,3.1328,2.0718,1.061,0.5504,17
217112,2,2,0.3404,0.3938,2.924,-2.5302,0.7672,17
218111,1,2,0.8774,1.5061,0.0732,1.433,2.0015,17
22028,1,6,0.76,-2.5006,1.351,2.4316,1.1509,17
22230,2,6,0.8061,-0.9506,0.0314,-0.9821,0.6839,17
22329,2,3,1.6289,0.8975,0.5635,0.334,0.5504,17
225113,2,6,1.2622,-0.3634,-1.1373,0.7739,1.2676,17
22919,2,6,1.114,1.1525,2.719,-1.5665,0.2002,17
23329,2,6,1.215,-3.0141,-2.8182,-0.1959,0.5171,17
234113,2,6,0.5937,1.8671,-0.1412,2.0083,0.8173,17
23728,1,6,1.9828,0.6039,1.3321,-0.7282,0.9007,17
238114,1,6,0.6886,-0.3614,2.8877,3.034,0.7339,17
23924,1,6,0.8414,3.067,0.4177,2.6493,1.4845,17
24132,2,6,1.6998,1.6275,-0.264,1.8915,0.9174,17
24329,2,6,1.7551,-2.2454,0.0262,-2.2716,1.6846,17
24427,2,6,0.9061,-0.1975,-0.4262,0.2286,1.0842,17
24524,2,6,0.5848,-0.1886,0.4262,-0.6148,0.8506,17
251111,2,6,1.363,0.819,-1.4877,2.3067,0.7005,17
252113,1,6,0.9264,-2.1359,-0.4426,-1.6933,0.7339,17
25332,2,6,0.7426,-1.942,-0.5686,-1.3733,0.5171,17
25528,1,2,1.3034,-2.5207,1.6757,2.0869,0.6505,17
25728,1,2,0.6417,2.243,2.8446,-0.6016,0.7172,17
25827,2,2,0.8451,-0.5164,-0.1205,-0.3959,0.5671,17
26132,1,1,1.7846,2.0726,1.8777,0.1948,0.6672,17
263112,1,6,1.4252,-1.0859,-0.5431,-0.5428,0.7839,17
26527,2,6,2.7961,-2.7688,2.9842,0.5302,1.251,17
267115,2,6,1.1714,-1.9825,1.6271,2.6736,0.7339,17
268111,1,6,1.0619,-3.0629,-2.6012,-0.4617,1.2343,17
27028,2,6,1.0515,-2.5234,0.8993,2.8605,0.7506,17
273115,1,6,1.3623,0.447,2.5521,-2.1051,0.7172,17
27528,2,1,1.0976,0.2879,-1.3714,1.6592,0.8673,17
279113,2,6,1.0214,2.9591,0.2939,2.6651,0.6338,17
110010,2,6,3.0923,-1.0384,-0.5592,-0.4792,0.2669,17
380,2,6,0.9585,-1.8439,2.1777,2.2616,0.4503,17
81011,1,5,1.4329,1.6029,-2.0887,-2.5916,0.2835,17
91011,2,6,0.9027,-2.8146,2.8776,0.591,0.5671,17
10100,2,4,1.9464,1.1792,2.5262,-1.3469,1.2843,17
12134,2,6,1.2001,-2.3475,-2.9945,0.647,0.9007,17
161011,2,6,1.4254,-3.101,-0.1471,-2.9539,0.6839,17
181010,2,6,0.8318,2.0597,1.1818,0.8779,0.7339,17
20107,2,6,0.7183,-0.4962,1.0769,-1.5731,0.5504,17
241112,2,6,1.3029,2.5616,2.7124,-0.1508,0.7506,17
251210,1,6,0.6566,-1.6726,-0.1308,-1.5418,1.7347,17
26109,2,6,0.6703,1.5969,1.1348,0.4621,1.1509,17
27100,1,6,0.5773,-1.7951,-1.8384,0.0433,0.3002,17
2838,2,6,0.6607,-2.8015,0.6922,2.7894,0.5838,17
2929,1,6,0.7399,-1.2971,1.4991,-2.7962,0.5671,17
30114,2,6,0.5968,-2.8181,0.9184,2.5467,0.417,17
3225,1,5,1.7408,-0.2458,-0.01,-0.2358,0.417,17
3528,1,1,2.3635,0.8684,-0.5996,1.468,0.7673,17
3625,2,6,3.6086,1.7666,2.5665,-0.7999,0.5504,17
4325,1,5,1.3728,1.788,1.2026,0.5854,0.4337,17
44113,2,3,1.179,-2.2928,2.8446,1.1457,0.7339,17
4725,2,5,1.7953,-2.1217,2.6687,1.4927,0.5004,17
4827,2,6,1.1477,1.7695,-1.962,-2.5517,0.8173,17
4929,2,6,0.6935,-1.8899,0.9871,-2.8769,0.6505,17
5021,2,6,0.8746,1.641,0.5243,1.1167,0.8506,17
53114,1,1,0.9935,-0.0795,2.9093,-2.9888,1.0675,17
56111,2,6,1.0723,-0.9504,-0.5076,-0.4428,0.5838,17
6029,1,3,2.0777,-2.0054,0.1153,-2.1206,0.7172,17
6124,1,5,1.971,-1.6302,-1.4121,-0.218,0.3669,17
6226,1,5,0.7951,2.4616,-0.0624,2.524,1.1342,17
64114,2,2,1.1497,2.6475,-2.9258,-0.7099,1.0675,17
65112,2,5,1.3141,-0.4575,0.6372,-1.0947,0.6171,17
66112,1,2,0.9135,-0.0287,1.1282,-1.1569,0.6171,17
68113,1,4,1.547,-0.2637,2.6569,-2.9206,1.4344,17
7128,2,1,0.7251,0.1416,1.9696,-1.828,0.4837,17
7320,2,6,1.5736,-1.554,-1.4722,-0.0818,0.5337,17
75112,1,5,1.6468,-2.167,0.4145,-2.5815,0.834,17
76114,2,5,1.5428,-1.2837,1.8048,-3.0885,0.5171,17
8129,1,6,1.601,-0.7528,2.5159,3.0146,0.5004,17
85210,1,6,0.7851,-1.3342,-1.1165,-0.2177,1.301,17
8627,2,4,2.5863,0.5649,0.5624,0.0025,0.8006,17
8730,2,6,0.8422,-2.5872,-0.1507,-2.4366,0.7339,17
88114,2,6,0.6166,-2.6835,1.6381,1.9616,0.7339,17
92112,1,1,0.823,-2.6391,0.0888,-2.7278,0.884,17
94210,1,6,0.9565,1.0583,-2.4846,-2.7402,1.301,17
9523,1,2,1.6473,0.7541,-0.3514,1.1056,0.5337,17
9824,2,2,1.661,1.307,1.7334,-0.4263,0.884,17
102113,1,2,0.8937,-1.7028,-1.0465,-0.6563,0.7005,17
10429,1,6,1.7019,-2.0638,-0.2096,-1.8542,1.0008,17
10528,2,6,0.8169,-0.5235,-1.9716,1.4481,0.9507,17
106114,2,6,1.5518,1.4605,3.1216,-1.6611,0.8173,17
10720,1,5,5.2692,-2.2549,1.3409,2.6874,0.7172,17
108110,1,5,1.3963,-0.1784,0.0416,-0.22,1.3844,17
11035,1,6,1.4809,-0.2443,-0.6894,0.4451,1.8848,17
111115,2,2,1.7913,0.4566,2.3965,-1.9399,0.6839,17
113114,1,5,1.4693,-1.5309,0.4682,-1.9991,0.6839,17
118112,1,2,0.7347,-0.6866,-2.5225,1.8359,0.6005,17
125114,2,3,0.957,-0.1307,0.2412,-0.3719,0.934,17
12625,2,6,1.5972,2.988,-0.1626,-3.1326,1.1676,17
127112,1,4,1.3167,2.1795,0.1101,2.0694,0.9841,17
12820,1,3,1.8231,1.3485,2.5033,-1.1547,0.6672,17
130110,1,6,1.2692,2.3303,0.5975,1.7328,0.4837,17
13132,1,2,1.1223,-0.8695,-0.6227,-0.2468,2.235,17
134113,1,6,1.6265,-1.0699,-1.5292,0.4592,0.7339,17
135112,1,6,2.0099,0.2393,1.5603,-1.321,0.5671,17
139112,1,3,1.1906,-1.4272,2.3932,2.4628,2.1016,17
144112,1,4,1.1091,-2.784,-1.2145,-1.5695,0.7005,17
146112,2,4,1.7338,-1.5523,-1.8462,0.2939,0.8173,17
14727,1,1,1.4784,-1.1215,3.1154,2.0463,0.6005,17
14933,1,5,1.9438,0.4241,1.6022,-1.1781,0.6505,17
15324,1,1,0.752,1.1329,-3.0898,-2.0605,1.0008,17
154110,1,5,3.8102,-2.4682,0.1882,-2.6565,0.7005,17
155210,1,2,1.7979,1.3328,2.0734,-0.7406,0.4003,17
15729,2,2,1.2376,-2.8426,-0.0363,-2.8064,0.4837,17
15833,2,6,1.9236,-0.0922,2.9067,-2.9988,0.2835,17
16029,1,2,1.4008,2.3685,0.3171,2.0514,0.834,17
163111,1,6,1.7441,0.9379,0.6908,0.2471,1.1342,17
16526,1,2,1.1545,0.1445,0.0052,0.1394,0.5838,17
16828,1,6,1.3102,-2.4054,2.4072,1.4705,0.834,17
169115,2,3,1.3561,-1.6952,-1.1913,-0.5039,0.9174,17
170211,2,6,4.9711,-0.4879,-2.9756,2.4877,0.5171,17
172110,2,1,1.2005,2.8911,2.6525,0.2386,0.7339,17
178113,1,6,3.3802,1.3298,0.0208,1.309,0.8506,17
17926,1,6,1.0607,2.6511,-0.8627,-2.7694,2.1516,17
18023,1,6,1.916,-1.8331,1.467,2.983,0.417,17
182113,2,3,1.3745,-1.0653,2.4562,2.7617,0.5671,17
183112,1,5,1.3127,-0.9213,0.5503,-1.4716,0.8006,17
184112,2,6,2.721,0.6365,0.2539,0.3826,1.2009,17
19026,2,1,0.9206,-1.3288,1.6786,-3.0074,0.7839,17
19227,2,1,0.84,-1.3771,-0.9639,-0.4132,1.8848,17
19428,2,1,0.7641,-0.9962,-1.6596,0.6633,1.251,17
19628,2,6,1.4778,-1.8814,-2.2675,0.3861,0.5004,17
19724,1,2,1.8201,3.1191,2.0739,1.0453,0.5171,17
198210,2,6,1.1343,3.0604,0.0888,2.9716,2.2851,17
201211,2,5,1.8793,1.4072,3.0277,-1.6205,0.1835,17
20529,2,6,1.3191,1.0703,0.335,0.7353,1.3343,17
209113,2,6,1.3031,3.0897,0.2402,2.8495,0.2168,17
213111,2,6,1.51,0.4091,1.6377,-1.2286,0.6672,17
214113,2,5,1.7933,2.8881,2.2488,0.6393,0.6005,17
21527,1,6,0.9195,2.9172,3.0218,-0.1045,0.7172,17
21632,2,6,0.7961,-1.1714,-3.1053,1.934,1.7513,17
21926,2,6,1.6826,0.2941,0.9857,-0.6916,1.0675,17
220114,2,6,2.2431,-0.3573,-0.0572,-0.3001,1.1342,17
223113,1,6,1.1862,2.955,-2.8017,-0.5264,0.834,17
22526,1,6,1.2523,-1.9097,1.3833,2.9902,0.5171,17
22726,1,1,0.8113,-2.7834,0.9639,2.5359,0.417,17
233111,1,1,0.739,2.1082,-0.6154,2.7236,0.9174,17
235113,1,1,0.9065,1.9415,2.8313,-0.8898,0.6839,17
23620,1,2,1.5016,2.3396,1.7961,0.5435,0.1334,17
237114,1,2,0.8609,-1.1449,-0.2754,-0.8695,0.8006,17
239114,1,6,1.0381,-0.6842,0.2158,-0.9001,1.0675,17
240112,2,6,1.0788,2.5246,-1.2145,-2.5441,0.6505,17
241210,1,5,2.8667,0.5853,-0.4193,1.0046,1.251,17
243112,2,1,1.0009,2.2431,1.6861,0.5571,1.2843,17
244111,1,1,0.7543,1.9781,3.0063,-1.0282,1.3677,17
250111,2,4,1.3847,-1.1655,2.0925,3.0252,0.6672,17
26028,2,6,0.7776,-0.535,0.4379,-0.9729,1.0008,17
26227,2,6,1.2299,0.7837,1.4665,-0.6827,0.3669,17
26425,2,6,0.6845,0.9096,2.5753,-1.6656,0.6672,17
265113,1,6,0.9867,1.4499,2.3858,-0.9359,0.7339,17
26627,1,2,1.2642,0.3294,-2.5406,2.8701,0.884,17
267210,1,6,1.5193,0.5735,-0.0627,0.6363,0.884,17
26927,2,6,0.9837,2.7249,2.8165,-0.0916,0.934,17
274110,2,3,0.8206,2.3471,0.7854,1.5617,0.7339,17
27927,2,3,0.9685,0.5243,-0.9116,1.4359,0.417,17
280114,2,4,0.9893,-2.0092,-1.0393,-0.9699,0.6171,17
51113,2,6,1.0642,2.6574,2.699,-0.0416,0.884,17
61111,1,4,0.9961,-2.0259,-2.6269,0.601,0.7005,17
91114,2,3,0.7294,-2.8953,-0.0523,-2.843,1.2843,17
10107,2,6,3.714,0.2288,2.8749,-2.6461,0.2835,17
13109,1,4,0.9012,-2.3864,2.3599,1.5369,1.4177,17
141010,1,3,0.7936,-0.2964,0.1469,-0.4433,1.9682,17
161116,2,6,0.8434,-0.1382,-0.125,-0.0132,0.8673,17
171010,1,6,0.7201,0.5157,1.6127,-1.097,0.7672,17
20108,1,6,4.5277,0.7822,-0.3004,1.0826,0.7005,17
22134,1,6,1.5148,0.2474,-1.2954,1.5428,0.6672,17
25132,1,6,0.6759,-0.9034,0.396,-1.2994,1.9348,17
28211,2,6,0.7779,-0.7801,-0.3582,-0.4219,0.6338,17
30210,2,6,0.5883,-1.7023,2.8231,1.7577,0.9507,17
32113,1,2,0.7027,-2.787,0.0836,-2.8706,1.0508,17
3418,2,6,0.7859,1.7049,2.4506,-0.7457,0.3169,17
38110,1,6,0.9773,0.155,-0.0157,0.1707,1.2176,17
4025,1,6,1.6455,-1.1512,1.6488,-2.8,0.7673,17
42113,1,6,0.837,-2.3417,0.0471,-2.3887,2.1516,17
4428,1,6,0.9245,-1.8119,2.6571,1.8141,0.6005,17
4626,2,6,1.1741,0.026,-0.466,0.492,1.1676,17
4831,1,6,1.332,-1.964,-0.297,-1.667,1.8681,17
5127,1,6,0.587,-2.7054,-2.4003,-0.3051,2.235,17
53211,2,6,1.1884,0.6868,-2.3306,3.0174,1.2009,17
55114,2,6,0.9285,2.2838,2.7737,-0.4899,1.9515,17
