"","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"4574","BIRD"," FOIL"," HIGH",1,0.723," NA"," NA"," NA"," NA","p4"
"4575","PRAY"," FOIL"," LOW",1,0.9058," NA"," NA"," NA"," NA","p4"
"4576","GYBE"," FOIL"," LOW",1,0.8335," NA"," NA"," NA"," NA","p4"
"4577","SCAB"," STIM"," HIGH",6,1.2552," 2.1210"," 1.1231"," 0.9979"," 0.5838","p4"
"4578","MAY"," STIM"," LOW",6,0.7406," -2.4768"," -1.5193"," -0.9575"," 0.3669","p4"
"4579","OR"," FOIL"," LOW",1,0.6337," NA"," NA"," NA"," NA","p4"
"4580","MANTLE"," FOIL"," HIGH",1,0.6859," NA"," NA"," NA"," NA","p4"
"4581","DANCER"," STIM"," HIGH",5,1.8603," 0.1487"," 2.4981"," -2.3494"," 0.6005","p4"
"4582","SWAMP"," FOIL"," HIGH",5,1.5585," NA"," NA"," NA"," NA","p4"
"4583","SHOULD"," FOIL"," LOW",1,1.202," NA"," NA"," NA"," NA","p4"
"4584","VICE"," FOIL"," LOW",1,0.8721," NA"," NA"," NA"," NA","p4"
"4585","HIS"," STIM"," LOW",4,2.2773," 2.2885"," 0.0000"," 2.2885"," 0.4670","p4"
"4586","SPOON"," STIM"," HIGH",6,1.0533," 0.0701"," 2.5248"," -2.4546"," 0.4003","p4"
"4587","BRAIN"," FOIL"," HIGH",3,2.2512," NA"," NA"," NA"," NA","p4"
"4588","LAIN"," FOIL"," LOW",1,1.2315," NA"," NA"," NA"," NA","p4"
"4589","RHYME"," FOIL"," LOW",1,0.8214," NA"," NA"," NA"," NA","p4"
"4590","TALENT"," STIM"," LOW",1,0.8781," 0.7747"," -0.8323"," 1.6070"," 0.4003","p4"
"4591","NOLL"," STIM"," LOW",6,0.7624," 0.9564"," -0.0160"," 0.9724"," 1.5845","p4"
"4592","IVY"," FOIL"," HIGH",1,0.6582," NA"," NA"," NA"," NA","p4"
"4593","BURY"," STIM"," LOW",6,0.6871," -0.4953"," 0.5946"," -1.0899"," 1.7513","p4"
"4594","RUBBER"," STIM"," HIGH",1,0.9496," -1.8010"," -0.5464"," -1.2546"," 0.4337","p4"
"4595","SURE"," FOIL"," LOW",1,1.0793," NA"," NA"," NA"," NA","p4"
"4596","SOFA"," STIM"," HIGH",6,0.8499," 2.2737"," 0.6953"," 1.5784"," 9.2070","p4"
"4597","BAY"," FOIL"," HIGH",6,0.7403," NA"," NA"," NA"," NA","p4"
"4598","THWART"," STIM"," LOW",6,0.6682," -1.1383"," 0.6826"," -1.8208"," 0.5504","p4"
"4599","HALVE"," FOIL"," LOW",1,0.6728," NA"," NA"," NA"," NA","p4"
"4600","SOFT"," STIM"," LOW",6,0.6981," 0.0971"," -2.0736"," 2.1708"," 0.7339","p4"
"4601","BEAST"," FOIL"," HIGH",1,2.4536," NA"," NA"," NA"," NA","p4"
"4602","DRIVER"," STIM"," HIGH",6,1.3064," -2.6396"," 0.6974"," 2.9462"," 3.6861","p4"
"4603","KING"," STIM"," HIGH",6,0.7266," -0.1898"," -0.4890"," 0.2993"," 1.0174","p4"
"4604","WEB"," FOIL"," HIGH",1,0.7727," NA"," NA"," NA"," NA","p4"
"4605","STERN"," FOIL"," LOW",1,0.6447," NA"," NA"," NA"," NA","p4"
"4606","DEMON"," FOIL"," LOW",1,0.5689," NA"," NA"," NA"," NA","p4"
"4607","GYM"," STIM"," HIGH",6,1.2942," -1.4949"," -1.5708"," 0.0759"," 0.6505","p4"
"4608","JELLY"," FOIL"," HIGH",1,0.72," NA"," NA"," NA"," NA","p4"
"4609","LOCKER"," STIM"," HIGH",6,3.8662," 2.1170"," 2.0587"," 0.0582"," 0.6505","p4"
"4610","JAW"," FOIL"," HIGH",1,1.3656," NA"," NA"," NA"," NA","p4"
"4611","COACH"," FOIL"," HIGH",1,0.6623," NA"," NA"," NA"," NA","p4"
"4612","SKATE"," STIM"," HIGH",6,1.2968," 0.9519"," 1.1510"," -0.1991"," 2.8188","p4"
"4613","BETEL"," STIM"," LOW",6,4.1706," -3.1056"," -3.0018"," -0.1038"," 0.5171","p4"
"4614","MOLE"," FOIL"," HIGH",1,0.6506," NA"," NA"," NA"," NA","p4"
"4615","MINCE"," STIM"," LOW",6,1.1339," -0.7136"," 0.6566"," -1.3702"," 1.1342","p4"
"4616","BEE"," STIM"," HIGH",6,3.5615," -0.4169"," -0.0416"," -0.3753"," 1.4511","p4"
"4617","WHOOP"," STIM"," LOW",6,1.554," 1.4865"," -1.5300"," 3.0165"," 0.5838","p4"
"4618","SNOW"," FOIL"," HIGH",1,0.9054," NA"," NA"," NA"," NA","p4"
"4619","HOTEL"," STIM"," HIGH",6,0.979," 0.0796"," -2.5846"," 2.6642"," 0.8506","p4"
"4620","TOUCH"," FOIL"," LOW",1,0.98," NA"," NA"," NA"," NA","p4"
"4621","ELSE"," STIM"," LOW",1,2.1689," -1.2159"," -0.0102"," -1.2057"," 0.8173","p4"
"4622","SHORT"," STIM"," LOW",6,3.3988," -1.5960"," 1.0751"," -2.6712"," 0.7005","p4"
"4623","PUT"," FOIL"," LOW",1,0.745," NA"," NA"," NA"," NA","p4"
"4624","LIQUOR"," FOIL"," HIGH",1,0.6099," NA"," NA"," NA"," NA","p4"
"4625","WIRE"," STIM"," HIGH",6,1.0122," 0.1480"," -1.9679"," 2.1159"," 1.8514","p4"
"4626","MINOR"," STIM"," LOW",6,1.3035," -2.2358"," -2.5721"," 0.3363"," 2.1183","p4"
"4627","GONE"," STIM"," LOW",6,0.6321," -2.4814"," -1.5353"," -0.9462"," 2.6187","p4"
"4628","AVID"," FOIL"," LOW",1,0.5956," NA"," NA"," NA"," NA","p4"
"4629","OUR"," FOIL"," LOW",1,0.5959," NA"," NA"," NA"," NA","p4"
"4630","NAVEL"," FOIL"," HIGH",1,0.8301," NA"," NA"," NA"," NA","p4"
"4631","GRAZE"," STIM"," LOW",6,0.7009," -2.1146"," 2.0899"," 2.0786"," 0.9340","p4"
"4632","SCARE"," STIM"," LOW",6,0.9378," -3.0132"," -2.9949"," -0.0183"," 0.9841","p4"
"4633","BED"," FOIL"," HIGH",1,0.5742," NA"," NA"," NA"," NA","p4"
"4634","PRIEST"," FOIL"," HIGH",1,1.7173," NA"," NA"," NA"," NA","p4"
"4635","SMOOTH"," STIM"," LOW",6,0.6328," 1.3711"," -2.5688"," -2.3433"," 0.6672","p4"
"4636","VOLUME"," STIM"," LOW",6,1.8977," 2.8871"," 2.6065"," 0.2806"," 0.7005","p4"
"4637","CAMEL"," FOIL"," HIGH",1,0.6499," NA"," NA"," NA"," NA","p4"
"4638","SISTER"," STIM"," HIGH",6,3.411," 1.1167"," 1.2033"," -0.0866"," 0.5671","p4"
"4639","MOSS"," FOIL"," HIGH",1,0.6412," NA"," NA"," NA"," NA","p4"
"4640","YOUR"," FOIL"," LOW",1,0.6369," NA"," NA"," NA"," NA","p4"
"4641","BATTLE"," FOIL"," HIGH",6,1.6773," NA"," NA"," NA"," NA","p4"
"4642","HUE"," FOIL"," LOW",1,0.6204," NA"," NA"," NA"," NA","p4"
"4643","KEEN"," FOIL"," LOW",1,0.5288," NA"," NA"," NA"," NA","p4"
"4644","REBUS"," FOIL"," LOW",1,0.5482," NA"," NA"," NA"," NA","p4"
"4645","COST"," FOIL"," LOW",1,0.562," NA"," NA"," NA"," NA","p4"
"4646","SCHEME"," FOIL"," LOW",1,0.5722," NA"," NA"," NA"," NA","p4"
"4647","BUTTER"," STIM"," HIGH",6,1.3492," -1.2293"," -1.3160"," 0.0867"," 6.8052","p4"
"4648","SPEAR"," FOIL"," HIGH",1,0.6766," NA"," NA"," NA"," NA","p4"
"4649","BAT"," STIM"," HIGH",5,2.1967," -1.3728"," -1.3209"," -0.0519"," 0.5337","p4"
"4650","PIANO"," STIM"," HIGH",6,1.1844," -1.9352"," -2.0252"," 0.0900"," 0.6005","p4"
"4651","LUNG"," STIM"," HIGH",6,0.7748," -1.1351"," -1.1463"," 0.0112"," 0.5671","p4"
"4652","BUT"," STIM"," LOW",6,0.8202," 0.7776"," 0.4451"," 0.3326"," 0.6338","p4"
"4653","LINEN"," STIM"," HIGH",6,0.7251," -2.9225"," -1.0523"," -1.8702"," 1.1842","p4"
"4654","SIMPER"," STIM"," LOW",1,0.7267," -1.7735"," -2.0021"," 0.2287"," 0.5838","p4"
"4655","DOUGH"," STIM"," HIGH",6,0.6505," 2.7310"," 2.8017"," -0.0707"," 0.6338","p4"
"4656","BAND"," FOIL"," HIGH",1,0.6626," NA"," NA"," NA"," NA","p4"
"4657","STRAW"," FOIL"," HIGH",1,0.8807," NA"," NA"," NA"," NA","p4"
"4658","UMPIRE"," FOIL"," HIGH",1,0.7983," NA"," NA"," NA"," NA","p4"
"4659","SUPPER"," STIM"," HIGH",6,0.6281," 0.0105"," -1.8007"," 1.8112"," 0.6171","p4"
"4660","FREE"," STIM"," LOW",6,0.8108," 1.3621"," 0.0492"," 1.3129"," 1.0508","p4"
"4661","PIECE"," FOIL"," LOW",1,0.731," NA"," NA"," NA"," NA","p4"
"4662","PEACH"," STIM"," HIGH",6,1.412," 1.2075"," 1.0304"," 0.1771"," 0.6672","p4"
"4663","GIVE"," STIM"," LOW",6,2.8917," -1.6237"," -1.4838"," -0.1398"," 0.6338","p4"
"4664","ARTIST"," FOIL"," HIGH",1,0.56," NA"," NA"," NA"," NA","p4"
"4665","SPICE"," STIM"," HIGH",6,1.8428," 0.4369"," 0.3388"," 0.0982"," 3.4026","p4"
"4666","DEPICT"," FOIL"," LOW",1,0.605," NA"," NA"," NA"," NA","p4"
"4667","BECAME"," FOIL"," LOW",1,0.6637," NA"," NA"," NA"," NA","p4"
"4668","URBAN"," STIM"," LOW",6,0.9086," 2.8081"," -0.0311"," 2.8392"," 0.9007","p4"
"4669","MULE"," STIM"," HIGH",6,0.7255," 1.6015"," -1.9183"," -2.7634"," 5.7210","p4"
"4670","RODE"," STIM"," LOW",1,0.7855," 1.0868"," -3.1313"," -2.0651"," 0.6171","p4"
"4671","ANKLE"," FOIL"," HIGH",1,0.5523," NA"," NA"," NA"," NA","p4"
"4672","SHOP"," FOIL"," HIGH",1,0.6218," NA"," NA"," NA"," NA","p4"
"4673","REGION"," STIM"," LOW",6,0.8431," 2.0814"," 2.1348"," -0.0534"," 0.6505","p4"
"4674","GENTLE"," STIM"," LOW",6,2.5935," -0.0158"," 2.4021"," -2.4179"," 1.6179","p4"
"4675","GREED"," FOIL"," LOW",1,0.7193," NA"," NA"," NA"," NA","p4"
"4676","FUR"," STIM"," HIGH",6,0.7483," 1.5603"," 1.5554"," 0.0049"," 0.6171","p4"
"4677","LODE"," FOIL"," LOW",1,1.9031," NA"," NA"," NA"," NA","p4"
"4678","LEFT"," STIM"," LOW",6,1.0205," -1.8220"," -0.9712"," -0.8508"," 0.5504","p4"
"4679","DITCH"," FOIL"," HIGH",1,0.8277," NA"," NA"," NA"," NA","p4"
"4680","MAGIC"," FOIL"," LOW",1,0.8739," NA"," NA"," NA"," NA","p4"
"4681","ENTREE"," FOIL"," LOW",1,0.6467," NA"," NA"," NA"," NA","p4"
"4682","DIRT"," STIM"," HIGH",6,1.3208," 1.6439"," 1.5159"," 0.1280"," 1.8514","p4"
"4683","NO"," STIM"," LOW",6,0.9145," -2.3323"," -1.5503"," -0.7820"," 2.7021","p4"
"4684","GRUDGE"," FOIL"," LOW",1,0.67," NA"," NA"," NA"," NA","p4"
"4685","SOAP"," FOIL"," HIGH",1,0.6842," NA"," NA"," NA"," NA","p4"
"4686","STOIC"," FOIL"," LOW",1,0.52," NA"," NA"," NA"," NA","p4"
"4687","SACK"," FOIL"," HIGH",1,1.3422," NA"," NA"," NA"," NA","p4"
"4688","REPAIR"," STIM"," LOW",6,0.9844," 2.6432"," 2.4429"," 0.2003"," 0.5504","p4"
"4689","PALACE"," STIM"," HIGH",6,0.7855," -1.2804"," -1.8019"," 0.5215"," 1.0842","p4"
"4690","MOST"," STIM"," LOW",6,1.2108," -0.1254"," -0.3588"," 0.2334"," 0.4670","p4"
"4691","BEAVER"," STIM"," HIGH",6,0.72," -1.1176"," -0.5217"," -0.5959"," 0.5171","p4"
"4692","ROBIN"," FOIL"," HIGH",1,0.657," NA"," NA"," NA"," NA","p4"
"4693","BUY"," FOIL"," LOW",1,0.7501," NA"," NA"," NA"," NA","p4"
"4694","BRIDGE"," FOIL"," HIGH",1,0.6287," NA"," NA"," NA"," NA","p4"
"4695","SCROLL"," FOIL"," HIGH",1,1.2523," NA"," NA"," NA"," NA","p4"
"4696","SINGER"," STIM"," HIGH",1,0.5977," -1.9120"," 0.0103"," -1.9223"," 0.4337","p4"
"4697","WRATH"," STIM"," LOW",6,0.631," 1.3478"," -0.4035"," 1.7513"," 0.5337","p4"
"4698","HEAR"," FOIL"," LOW",1,0.9818," NA"," NA"," NA"," NA","p4"
"4699","THIS"," STIM"," LOW",6,0.7107," 0.6874"," 1.2077"," -0.5204"," 1.5679","p4"
"4700","SUCH"," STIM"," LOW",6,0.6588," 1.4743"," 0.5635"," 0.9107"," 0.6005","p4"
"4701","LIME"," STIM"," HIGH",6,1.2979," -1.4211"," -1.3059"," -0.1152"," 1.3010","p4"
"4702","PICKLE"," STIM"," HIGH",6,1.7172," 2.3972"," 2.5903"," -0.1931"," 0.7172","p4"
"4703","GILT"," STIM"," LOW",6,0.8205," 2.5413"," 1.1135"," 1.4279"," 0.6672","p4"
"4704","TUN"," STIM"," LOW",6,0.7609," 1.6031"," 1.5448"," 0.0584"," 0.7172","p4"
"4705","RISK"," FOIL"," LOW",1,0.6362," NA"," NA"," NA"," NA","p4"
"4706","VASE"," STIM"," HIGH",6,1.4628," 0.8654"," 1.0542"," -0.1888"," 0.4837","p4"
"4707","TEA"," FOIL"," HIGH",1,1.2796," NA"," NA"," NA"," NA","p4"
"4708","SPOOK"," STIM"," LOW",6,0.7658," 0.9624"," 0.8033"," 0.1591"," 0.7172","p4"
"4709","GOWN"," FOIL"," HIGH",1,0.644," NA"," NA"," NA"," NA","p4"
"4710","TOAD"," STIM"," HIGH",6,0.9332," -0.3938"," 0.3492"," -0.7430"," 1.1509","p4"
"4711","DEER"," FOIL"," HIGH",1,0.6162," NA"," NA"," NA"," NA","p4"
"4712","BUBBLE"," STIM"," HIGH",6,0.6604," 0.7993"," -0.0304"," 0.8298"," 0.5838","p4"
"4713","CONE"," FOIL"," HIGH",1,1.298," NA"," NA"," NA"," NA","p4"
"4714","VILE"," STIM"," LOW",6,0.9674," 3.0423"," 1.0446"," 1.9977"," 0.7005","p4"
"4715","HARP"," FOIL"," HIGH",1,1.8212," NA"," NA"," NA"," NA","p4"
"4716","BLOW"," FOIL"," LOW",1,1.0865," NA"," NA"," NA"," NA","p4"
"4717","RIVER"," FOIL"," HIGH",1,1.0762," NA"," NA"," NA"," NA","p4"
"4718","LAUD"," FOIL"," LOW",1,0.6607," NA"," NA"," NA"," NA","p4"
"4719","EAGLE"," STIM"," HIGH",6,0.7788," -0.7725"," -1.9398"," 1.1673"," 2.8855","p4"
"4720","WOOL"," FOIL"," HIGH",1,0.7391," NA"," NA"," NA"," NA","p4"
"4721","WHEEL"," STIM"," HIGH",6,2.1794," -3.0877"," -3.1262"," 0.0385"," 0.7339","p4"
"4722","VELVET"," STIM"," HIGH",6,0.7873," -1.8430"," 1.0839"," -2.9269"," 0.5171","p4"
"4723","SHAWL"," FOIL"," HIGH",1,0.6708," NA"," NA"," NA"," NA","p4"
"4724","FLAG"," STIM"," HIGH",6,0.7159," -3.0975"," -0.3926"," -2.7049"," 0.5004","p4"
"4725","ONCE"," FOIL"," LOW",1,0.7709," NA"," NA"," NA"," NA","p4"
"4726","REIGN"," STIM"," LOW",6,0.7632," -0.4432"," 0.8429"," -1.2861"," 3.4526","p4"
"4727","LIVER"," FOIL"," HIGH",1,0.6301," NA"," NA"," NA"," NA","p4"
"4728","AXLE"," STIM"," HIGH",6,0.6424," -1.6997"," -0.5894"," -1.1103"," 0.6005","p4"
"4729","ZOO"," STIM"," HIGH",6,1.6375," 2.8302"," 2.6320"," 0.1982"," 0.9674","p4"
"4730","TOMB"," STIM"," HIGH",6,0.6997," -2.6653"," -0.3881"," -2.2772"," 2.6854","p4"
"4731","WHIP"," FOIL"," HIGH",1,0.743," NA"," NA"," NA"," NA","p4"
"4732","COKE"," FOIL"," HIGH",1,0.67," NA"," NA"," NA"," NA","p4"
"4733","WAIT"," STIM"," LOW",4,2.6228," -1.7672"," -2.0390"," 0.2718"," 1.3510","p4"
"4734","ZIPPER"," STIM"," HIGH",6,1.3944," 1.5458"," 1.1210"," 0.4248"," 0.7339","p4"
"4735","LAGAN"," FOIL"," LOW",1,1.022," NA"," NA"," NA"," NA","p4"
"4736","HUZZA"," FOIL"," LOW",1,0.6892," NA"," NA"," NA"," NA","p4"
"4737","CLOWN"," FOIL"," HIGH",1,0.7985," NA"," NA"," NA"," NA","p4"
"4738","GADID"," STIM"," LOW",6,0.7756," -0.6402"," -0.5066"," -0.1336"," 0.3669","p4"
"4739","CHAPEL"," FOIL"," HIGH",1,0.9307," NA"," NA"," NA"," NA","p4"
"4740","EAGER"," FOIL"," LOW",5,2.133," NA"," NA"," NA"," NA","p4"
"4741","GOAT"," STIM"," HIGH",6,1.2176," -0.8447"," -0.5325"," -0.3122"," 0.5504","p4"
"4742","ROOT"," STIM"," HIGH",6,0.6995," 1.9892"," -2.7074"," -1.5865"," 1.2343","p4"
"4743","SEAR"," FOIL"," LOW",1,0.6415," NA"," NA"," NA"," NA","p4"
"4744","MISERY"," FOIL"," LOW",1,0.7829," NA"," NA"," NA"," NA","p4"
"4745","LIMN"," FOIL"," LOW",1,2.4345," NA"," NA"," NA"," NA","p4"
"4746","RATAL"," STIM"," LOW",6,0.7986," 2.2854"," 1.0434"," 1.2420"," 1.1676","p4"
"4747","STRAND"," FOIL"," LOW",1,0.6348," NA"," NA"," NA"," NA","p4"
"4748","SICK"," FOIL"," LOW",1,0.5976," NA"," NA"," NA"," NA","p4"
"4749","POOR"," FOIL"," LOW",1,0.8448," NA"," NA"," NA"," NA","p4"
"4750","JEWEL"," STIM"," HIGH",6,0.6067," -0.7622"," -0.4321"," -0.3301"," 0.5671","p4"
"4751","AURAL"," STIM"," LOW",6,0.9407," 1.2465"," 1.1884"," 0.0581"," 0.6005","p4"
"4752","AREA"," FOIL"," LOW",1,0.7249," NA"," NA"," NA"," NA","p4"
"4753","UNITE"," STIM"," LOW",6,3.531," 1.9372"," 2.1112"," -0.1740"," 0.8506","p4"
"4754","BOAT"," STIM"," HIGH",6,1.2422," 2.4147"," -2.4252"," -1.4433"," 0.7339","p4"
"4755","APEX"," STIM"," LOW",6,0.9443," -2.8013"," -1.9332"," -0.8681"," 1.4845","p4"
"4756","BID"," FOIL"," LOW",1,1.3901," NA"," NA"," NA"," NA","p4"
"4757","KENNEL"," STIM"," HIGH",6,0.7315," -2.6390"," 2.6385"," 1.0056"," 1.9014","p4"
"4758","KITE"," STIM"," HIGH",6,0.6788," 0.5220"," -0.3786"," 0.9006"," 0.7506","p4"
"4759","FRONT"," FOIL"," LOW",1,0.805," NA"," NA"," NA"," NA","p4"
"4760","BRONZE"," FOIL"," HIGH",1,0.6455," NA"," NA"," NA"," NA","p4"
"4761","CURE"," STIM"," LOW",6,4.1956," 0.4567"," 0.3701"," 0.0866"," 0.7172","p4"
"4762","TWO"," FOIL"," LOW",1,0.9554," NA"," NA"," NA"," NA","p4"
"4763","DROVE"," STIM"," LOW",6,1.3456," 1.1341"," -1.1412"," 2.2753"," 3.1691","p4"
"4764","ROBBER"," FOIL"," HIGH",1,0.7581," NA"," NA"," NA"," NA","p4"
"4765","NAVE"," FOIL"," LOW",1,0.5731," NA"," NA"," NA"," NA","p4"
"4766","CHILD"," FOIL"," HIGH",1,0.6332," NA"," NA"," NA"," NA","p4"
"4767","LEMON"," FOIL"," HIGH",1,0.5519," NA"," NA"," NA"," NA","p4"
"4768","COWL"," STIM"," LOW",6,1.0508," -1.0483"," -1.1740"," 0.1257"," 0.4837","p4"
"4769","TAPE"," FOIL"," HIGH",1,5.5498," NA"," NA"," NA"," NA","p4"
"4770","NOEL"," FOIL"," LOW",1,0.6996," NA"," NA"," NA"," NA","p4"
"4771","PEACE"," FOIL"," LOW",1,0.6347," NA"," NA"," NA"," NA","p4"
"4772","PIGEON"," FOIL"," HIGH",1,0.5743," NA"," NA"," NA"," NA","p4"
"4773","ATTEND"," STIM"," LOW",6,0.922," 0.8072"," 0.9084"," -0.1013"," 0.8173","p4"
"4774","CHISEL"," STIM"," HIGH",6,1.1917," 0.6253"," 0.3399"," 0.2854"," 0.6672","p4"
"4775","OUT"," FOIL"," LOW",1,0.6948," NA"," NA"," NA"," NA","p4"
"4776","APE"," STIM"," HIGH",1,0.8153," 0.3512"," 2.3875"," -2.0364"," 0.5337","p4"
"4777","BAG"," STIM"," HIGH",1,2.2958," 2.4018"," 2.1688"," 0.2330"," 2.0349","p4"
"4778","CHINA"," STIM"," HIGH",6,0.6868," -2.8668"," -2.8281"," -0.0387"," 0.5838","p4"
"4779","BAR"," STIM"," HIGH",6,1.4709," 0.1953"," 1.0479"," -0.8525"," 0.7839","p4"
"4780","APART"," STIM"," LOW",6,0.7211," 2.1585"," 0.6507"," 1.5078"," 0.7339","p4"
"4781","BRICK"," FOIL"," HIGH",1,1.0275," NA"," NA"," NA"," NA","p4"
"4782","GROW"," STIM"," LOW",6,1.1924," 1.7571"," -0.4213"," 2.1784"," 1.8014","p4"
"4783","JEWEL"," STIM"," HIGH",6,0.9051," -2.9426"," -2.7951"," -0.1475"," 0.7172","p4"
"4784","FIORD"," FOIL"," HIGH",1,1.3525," NA"," NA"," NA"," NA","p4"
"4785","BEER"," FOIL"," HIGH",2,2.5718," NA"," NA"," NA"," NA","p4"
"4786","LADY"," FOIL"," HIGH",1,1.1709," NA"," NA"," NA"," NA","p4"
"4787","NECK"," STIM"," HIGH",6,1.1614," 0.3332"," 0.3720"," -0.0388"," 0.6171","p4"
"4788","RATION"," FOIL"," LOW",1,0.8707," NA"," NA"," NA"," NA","p4"
"4789","BANNER"," STIM"," HIGH",6,1.1886," 1.2210"," 0.8606"," 0.3604"," 0.3669","p4"
"4790","TAKE"," STIM"," LOW",5,1.9833," -2.1696"," -1.2077"," -0.9618"," 0.7339","p4"
"4791","SPEECH"," STIM"," LOW",6,0.9268," 0.9534"," 1.0383"," -0.0849"," 0.7339","p4"
"4792","MOTIVE"," STIM"," LOW",6,0.6869," -2.1549"," -0.0717"," -2.0833"," 0.5004","p4"
"4793","UNREST"," STIM"," LOW",6,1.1038," -0.1048"," 0.3234"," -0.4282"," 0.6839","p4"
"4794","PROOF"," FOIL"," LOW",1,0.8456," NA"," NA"," NA"," NA","p4"
"4795","PAEAN"," FOIL"," LOW",1,0.769," NA"," NA"," NA"," NA","p4"
"4796","DUST"," FOIL"," HIGH",2,1.492," NA"," NA"," NA"," NA","p4"
"4797","HERD"," STIM"," HIGH",6,1.053," -1.5546"," -1.6019"," 0.0473"," 0.6005","p4"
"4798","WORSE"," FOIL"," LOW",1,0.8293," NA"," NA"," NA"," NA","p4"
"4799","STIFLE"," STIM"," LOW",6,0.8486," 1.9027"," 1.8484"," 0.0543"," 0.7506","p4"
"4800","GRAZE"," FOIL"," LOW",1,3.6811," NA"," NA"," NA"," NA","p4"
"4801","PART"," FOIL"," LOW",6,2.1872," NA"," NA"," NA"," NA","p4"
"4802","SPREE"," FOIL"," LOW",4,3.6372," NA"," NA"," NA"," NA","p4"
"4803","JARGON"," STIM"," LOW",6,1.1629," 0.8225"," 2.6109"," -1.7884"," 2.4185","p4"
"4804","SHEER"," STIM"," LOW",6,2.0373," 2.9780"," 0.4977"," 2.4803"," 1.4177","p4"
"4805","BUSH"," STIM"," HIGH",6,0.7786," 2.7671"," 2.7858"," -0.0187"," 0.5504","p4"
"4806","BEET"," FOIL"," HIGH",1,0.6895," NA"," NA"," NA"," NA","p4"
"4807","SOP"," STIM"," LOW",6,0.9237," 1.8558"," 2.6218"," -0.7660"," 0.6505","p4"
"4808","MALE"," FOIL"," HIGH",1,0.759," NA"," NA"," NA"," NA","p4"
"4809","TURN"," STIM"," LOW",6,0.8758," -1.4250"," 2.0068"," 2.8513"," 2.4185","p4"
"4810","MERCY"," FOIL"," LOW",4,2.9424," NA"," NA"," NA"," NA","p4"
"4811","EYE"," STIM"," HIGH",6,1.2621," 0.7764"," 1.1412"," -0.3648"," 4.4867","p4"
"4812","PEWIT"," STIM"," LOW",6,0.8751," 2.4886"," 1.9213"," 0.5673"," 0.5004","p4"
"4813","SKIRT"," STIM"," HIGH",6,1.7915," -1.9089"," -1.9970"," 0.0881"," 0.4503","p4"
"4814","ARMY"," FOIL"," HIGH",1,0.6545," NA"," NA"," NA"," NA","p4"
"4815","MIMIC"," STIM"," LOW",6,0.6923," -1.4836"," -1.2114"," -0.2722"," 0.6005","p4"
"4816","WOUND"," FOIL"," HIGH",1,0.6644," NA"," NA"," NA"," NA","p4"
"4817","LIME"," FOIL"," HIGH",1,0.7825," NA"," NA"," NA"," NA","p4"
"4818","POMMEL"," STIM"," LOW",6,1.1935," -0.3386"," -2.0388"," 1.7002"," 0.5004","p4"
"4819","MONEY"," FOIL"," HIGH",2,2.5546," NA"," NA"," NA"," NA","p4"
"4820","FLEA"," FOIL"," HIGH",1,1.0327," NA"," NA"," NA"," NA","p4"
"4821","ABOUT"," FOIL"," LOW",1,0.7589," NA"," NA"," NA"," NA","p4"
"4822","DOLLAR"," STIM"," HIGH",6,1.4156," 2.9103"," -1.2077"," -2.1652"," 0.9174","p4"
"4823","PIECE"," FOIL"," LOW",5,3.0232," NA"," NA"," NA"," NA","p4"
"4824","SCARCE"," FOIL"," LOW",6,1.1851," NA"," NA"," NA"," NA","p4"
"4825","MOLE"," STIM"," HIGH",6,0.7789," 0.5789"," 2.0663"," -1.4874"," 4.6869","p4"
"4826","SEVERE"," STIM"," LOW",6,0.743," -2.0704"," -2.4363"," 0.3659"," 0.4670","p4"
"4827","AMOUNT"," FOIL"," LOW",1,0.985," NA"," NA"," NA"," NA","p4"
"4828","CORN"," STIM"," HIGH",5,1.7937," 0.5673"," -0.3064"," 0.8737"," 0.7506","p4"
"4829","CAR"," STIM"," HIGH",6,1.5013," 0.9660"," 0.6330"," 0.3330"," 0.7005","p4"
"4830","BODY"," STIM"," HIGH",5,1.4811," 0.8198"," 2.4291"," -1.6093"," 0.5004","p4"
"4831","LESSON"," FOIL"," LOW",1,0.7193," NA"," NA"," NA"," NA","p4"
"4832","ERROR"," STIM"," LOW",5,1.6131," -2.4681"," -0.9529"," -1.5152"," 2.7021","p4"
"4833","BIRCH"," FOIL"," HIGH",1,1.2045," NA"," NA"," NA"," NA","p4"
"4834","KEEN"," STIM"," LOW",6,0.6648," -0.6242"," -0.4404"," -0.1838"," 0.4670","p4"
"4835","BIER"," FOIL"," LOW",1,1.4695," NA"," NA"," NA"," NA","p4"
"4836","LENS"," STIM"," HIGH",6,0.8741," -1.6360"," 0.6372"," -2.2732"," 0.6505","p4"
"4837","DRYAD"," STIM"," LOW",6,0.714," 0.0140"," 0.0636"," -0.0497"," 0.7005","p4"
"4838","WITH"," FOIL"," LOW",1,0.6416," NA"," NA"," NA"," NA","p4"
"4839","PLANK"," FOIL"," HIGH",1,0.7643," NA"," NA"," NA"," NA","p4"
"4840","GARLIC"," FOIL"," HIGH",1,0.6766," NA"," NA"," NA"," NA","p4"
"4841","ROOM"," FOIL"," HIGH",1,0.6553," NA"," NA"," NA"," NA","p4"
"4842","CALM"," STIM"," LOW",6,1.3091," 0.7162"," -2.6736"," -2.8934"," 1.4845","p4"
