"","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"11847","WOUND"," STIM"," HIGH",6,0.6193," -2.4872"," 0.6202"," -3.1075"," 0.0834","11"
"11848","PRISON"," STIM"," HIGH",6,0.6086," -2.3271"," -2.2412"," -0.0859"," 0.3836","11"
"11849","NAIL"," FOIL"," HIGH",2,1.4223," NA"," NA"," NA"," NA","11"
"11850","FIR"," STIM"," LOW",6,0.6364," -2.1841"," -2.7421"," 0.5580"," 0.0834","11"
"11851","FOIBLE"," FOIL"," LOW",1,0.7347," NA"," NA"," NA"," NA","11"
"11852","MERCY"," STIM"," LOW",6,0.6241," 2.3784"," 0.1075"," 2.2709"," 0.1501","11"
"11853","FELL"," FOIL"," LOW",2,1.2967," NA"," NA"," NA"," NA","11"
"11854","QUILT"," STIM"," HIGH",6,0.634," 1.0914"," 1.1877"," -0.0963"," 0.1668","11"
"11855","CHIC"," STIM"," LOW",6,0.5564," -0.4363"," -0.1484"," -0.2879"," 0.0500","11"
"11856","CENTER"," FOIL"," LOW",2,1.9309," NA"," NA"," NA"," NA","11"
"11857","FRUIT"," FOIL"," HIGH",2,2.145," NA"," NA"," NA"," NA","11"
"11858","TWO"," FOIL"," LOW",1,2.1022," NA"," NA"," NA"," NA","11"
"11859","WIFE"," FOIL"," HIGH",1,1.2579," NA"," NA"," NA"," NA","11"
"11860","VELVET"," STIM"," HIGH",6,0.8342," 1.2687"," 1.3105"," -0.0418"," 0.1835","11"
"11861","GIVE"," STIM"," LOW",5,1.3804," -0.4220"," -2.1639"," 1.7419"," 0.1168","11"
"11862","FIDDLE"," FOIL"," HIGH",1,0.8827," NA"," NA"," NA"," NA","11"
"11863","CORAL"," STIM"," HIGH",6,0.984," -2.4708"," 0.7154"," 3.0969"," 0.2669","11"
"11864","NISUS"," STIM"," LOW",6,0.5096," -0.5740"," -0.9034"," 0.3294"," 0.4503","11"
"11865","HARE"," STIM"," HIGH",6,0.5964," 2.6261"," 0.0000"," 2.6261"," 0.4670","11"
"11866","BIBLE"," FOIL"," HIGH",1,0.7538," NA"," NA"," NA"," NA","11"
"11867","CODE"," FOIL"," LOW",1,0.9325," NA"," NA"," NA"," NA","11"
"11868","EVEN"," STIM"," LOW",6,0.6466," -1.7887"," 3.0706"," 1.4239"," 0.4503","11"
"11869","ATTEND"," FOIL"," LOW",1,0.7843," NA"," NA"," NA"," NA","11"
"11870","SKUNK"," FOIL"," HIGH",1,0.7024," NA"," NA"," NA"," NA","11"
"11871","PIPE"," STIM"," HIGH",6,0.5086," -1.3595"," -1.2297"," -0.1297"," 0.3836","11"
"11872","CAN"," FOIL"," LOW",1,1.1087," NA"," NA"," NA"," NA","11"
"11873","HARSH"," STIM"," LOW",6,0.6097," -2.4807"," 2.7813"," 1.0212"," 0.3002","11"
"11874","LIVER"," FOIL"," HIGH",1,0.8191," NA"," NA"," NA"," NA","11"
"11875","POND"," STIM"," HIGH",6,0.5945," 1.8847"," -2.1857"," -2.2128"," 0.5171","11"
"11876","STATUE"," STIM"," HIGH",6,0.5798," 1.4817"," -2.6247"," -2.1767"," 0.1001","11"
"11877","BRIDGE"," FOIL"," HIGH",2,1.3571," NA"," NA"," NA"," NA","11"
"11878","TENNIS"," FOIL"," HIGH",1,1.1143," NA"," NA"," NA"," NA","11"
"11879","A"," STIM"," LOW",6,0.5613," -0.5847"," -0.1690"," -0.4157"," 0.3503","11"
"11880","SOAR"," FOIL"," LOW",1,1.2196," NA"," NA"," NA"," NA","11"
"11881","TO"," FOIL"," LOW",1,1.4725," NA"," NA"," NA"," NA","11"
"11882","ANT"," STIM"," HIGH",6,0.5698," 0.6496"," 3.0994"," -2.4497"," 0.1501","11"
"11883","JAM"," FOIL"," HIGH",1,0.7173," NA"," NA"," NA"," NA","11"
"11884","TOMB"," STIM"," HIGH",6,0.5634," 2.1473"," -0.4519"," 2.5992"," 0.0667","11"
"11885","VERB"," FOIL"," LOW",2,0.9468," NA"," NA"," NA"," NA","11"
"11886","HARDLY"," FOIL"," LOW",1,1.115," NA"," NA"," NA"," NA","11"
"11887","YORE"," FOIL"," LOW",1,1.3101," NA"," NA"," NA"," NA","11"
"11888","WANDER"," STIM"," LOW",6,0.766," 2.1455"," 2.5291"," -0.3837"," 0.0500","11"
"11889","ELBOW"," STIM"," HIGH",6,0.5101," -2.0688"," -0.5991"," -1.4697"," 0.2835","11"
"11890","CROAK"," FOIL"," LOW",2,1.0178," NA"," NA"," NA"," NA","11"
"11891","AFTER"," STIM"," LOW",6,2.0908," 1.0643"," 0.0000"," 1.0643"," 0.3503","11"
"11892","PIOUS"," STIM"," LOW",6,0.6174," 0.0958"," -0.1150"," 0.2108"," 0.0834","11"
"11893","KETTLE"," STIM"," HIGH",6,0.5535," 1.5062"," -2.7254"," -2.0516"," 0.3836","11"
"11894","SAIL"," STIM"," HIGH",6,0.6241," 0.7037"," 0.6743"," 0.0295"," 0.2669","11"
"11895","LIRE"," FOIL"," LOW",1,1.2445," NA"," NA"," NA"," NA","11"
"11896","QUAICH"," FOIL"," LOW",1,1.0674," NA"," NA"," NA"," NA","11"
"11897","GAIT"," STIM"," LOW",3,2.2173," 2.3958"," 0.5485"," 1.8472"," 0.4837","11"
"11898","EAGLE"," FOIL"," HIGH",2,1.6297," NA"," NA"," NA"," NA","11"
"11899","EERIE"," FOIL"," LOW",2,1.8684," NA"," NA"," NA"," NA","11"
"11900","SLEEVE"," STIM"," HIGH",6,0.7685," 1.5941"," -2.4330"," -2.2561"," 0.0667","11"
"11901","CAMERA"," STIM"," HIGH",6,1.5411," -2.4479"," -1.9897"," -0.4581"," 2.4352","11"
"11902","APPEAR"," STIM"," LOW",6,0.5191," 1.9767"," 0.7058"," 1.2709"," 0.2335","11"
"11903","JELLY"," FOIL"," HIGH",1,0.6135," NA"," NA"," NA"," NA","11"
"11904","BELLY"," STIM"," HIGH",6,0.7969," 2.1564"," 0.7555"," 1.4009"," 0.3503","11"
"11905","GET"," STIM"," LOW",6,0.6129," -0.6175"," -0.6522"," 0.0347"," 0.6005","11"
"11906","STOVE"," FOIL"," HIGH",1,0.8943," NA"," NA"," NA"," NA","11"
"11907","HUT"," FOIL"," HIGH",1,0.663," NA"," NA"," NA"," NA","11"
"11908","SUFFIX"," FOIL"," LOW",1,0.7911," NA"," NA"," NA"," NA","11"
"11909","OUTSET"," FOIL"," LOW",1,0.6053," NA"," NA"," NA"," NA","11"
"11910","SPONGE"," FOIL"," HIGH",1,0.7896," NA"," NA"," NA"," NA","11"
"11911","MOTION"," STIM"," LOW",6,0.6712," 1.9060"," 0.0052"," 1.9007"," 0.2168","11"
"11912","TWANG"," FOIL"," LOW",1,0.6602," NA"," NA"," NA"," NA","11"
"11913","POT"," FOIL"," HIGH",1,0.7573," NA"," NA"," NA"," NA","11"
"11914","PALM"," FOIL"," HIGH",2,1.1679," NA"," NA"," NA"," NA","11"
"11915","ROPE"," FOIL"," HIGH",4,2.0973," NA"," NA"," NA"," NA","11"
"11916","BANDIT"," STIM"," HIGH",6,0.7192," -1.7828"," 1.5750"," 2.9254"," 0.2835","11"
"11917","OVEN"," STIM"," HIGH",6,0.6412," 2.7390"," 2.7459"," -0.0069"," 0.3336","11"
"11918","ABOUT"," STIM"," LOW",6,1.4059," -1.7387"," -1.4851"," -0.2535"," 0.3002","11"
"11919","SLIME"," STIM"," HIGH",6,0.6785," -1.4710"," -0.7877"," -0.6833"," 0.6005","11"
"11920","SPADE"," STIM"," HIGH",6,1.6615," 1.4431"," 1.8678"," -0.4247"," 0.2502","11"
"11921","TONGUE"," STIM"," HIGH",6,1.2386," -1.0008"," -2.5202"," 1.5193"," 0.2502","11"
"11922","BEAK"," STIM"," HIGH",6,0.7357," 1.5800"," 1.5289"," 0.0511"," 0.6171","11"
"11923","BIT"," FOIL"," LOW",1,0.6567," NA"," NA"," NA"," NA","11"
"11924","PILL"," FOIL"," HIGH",1,1.0223," NA"," NA"," NA"," NA","11"
"11925","ENTREE"," FOIL"," LOW",1,0.9161," NA"," NA"," NA"," NA","11"
"11926","BRONZE"," STIM"," HIGH",6,0.5375," -0.3570"," -0.8667"," 0.5096"," 0.3503","11"
"11927","BUY"," FOIL"," LOW",1,0.6583," NA"," NA"," NA"," NA","11"
"11928","NURSE"," FOIL"," HIGH",1,0.9193," NA"," NA"," NA"," NA","11"
"11929","DEFACE"," FOIL"," LOW",1,1.2111," NA"," NA"," NA"," NA","11"
"11930","CAT"," STIM"," HIGH",2,1.1152," -2.7591"," -2.9945"," 0.2354"," 0.3169","11"
"11931","COLLAR"," FOIL"," HIGH",4,2.4954," NA"," NA"," NA"," NA","11"
"11932","MORBID"," STIM"," LOW",4,1.6974," -0.5801"," 0.4160"," -0.9961"," 0.1168","11"
"11933","PRAY"," FOIL"," LOW",1,1.0284," NA"," NA"," NA"," NA","11"
"11934","BOW"," STIM"," HIGH",6,0.7173," 3.0228"," 2.0344"," 0.9883"," 0.4837","11"
"11935","COCK"," STIM"," HIGH",6,0.622," -1.7994"," -1.7750"," -0.0245"," 0.2168","11"
"11936","PUP"," STIM"," HIGH",6,0.526," 0.2489"," 0.8298"," -0.5810"," 0.5504","11"
"11937","HOUSE"," FOIL"," HIGH",1,0.8438," NA"," NA"," NA"," NA","11"
"11938","PULPIT"," STIM"," HIGH",6,0.5834," 0.3420"," -2.9682"," -2.9729"," 0.1835","11"
"11939","SOAP"," STIM"," HIGH",6,0.9043," 0.3790"," 0.3805"," -0.0015"," 0.2168","11"
"11940","HAMMER"," FOIL"," HIGH",1,1.0706," NA"," NA"," NA"," NA","11"
"11941","FANE"," FOIL"," LOW",1,1.8754," NA"," NA"," NA"," NA","11"
"11942","DUCK"," STIM"," HIGH",6,0.5599," 0.6367"," -2.5721"," -3.0743"," 0.6505","11"
"11943","MUSSEL"," FOIL"," HIGH",5,1.1032," NA"," NA"," NA"," NA","11"
"11944","RUBY"," STIM"," HIGH",6,0.62," -2.3359"," -2.5002"," 0.1642"," 0.8506","11"
"11945","WEEK"," FOIL"," LOW",2,1.3654," NA"," NA"," NA"," NA","11"
"11946","CUTTLE"," STIM"," LOW",6,0.7328," -1.1801"," 1.4258"," -2.6059"," 0.5671","11"
"11947","KNIFE"," FOIL"," HIGH",1,1.2386," NA"," NA"," NA"," NA","11"
"11948","UPSET"," FOIL"," LOW",1,1.5671," NA"," NA"," NA"," NA","11"
"11949","ROLE"," FOIL"," LOW",1,1.3701," NA"," NA"," NA"," NA","11"
"11950","STAND"," STIM"," LOW",2,0.867," 0.2540"," 2.1010"," -1.8470"," 0.3336","11"
"11951","GLAD"," STIM"," LOW",6,0.608," 2.0066"," 1.0416"," 0.9650"," 0.3669","11"
"11952","GRAZE"," STIM"," LOW",6,0.7509," 1.6935"," -0.2437"," 1.9372"," 0.9174","11"
"11953","BENCH"," FOIL"," HIGH",2,1.2219," NA"," NA"," NA"," NA","11"
"11954","AVOWAL"," STIM"," LOW",6,0.7445," -0.9519"," -1.4056"," 0.4538"," 2.5853","11"
"11955","HAT"," FOIL"," HIGH",1,1.4404," NA"," NA"," NA"," NA","11"
"11956","WHERE"," FOIL"," LOW",5,1.2236," NA"," NA"," NA"," NA","11"
"11957","CREAM"," STIM"," HIGH",6,1.2343," -1.8001"," 1.1752"," -2.9753"," 0.7506","11"
"11958","CLUE"," FOIL"," LOW",1,1.0199," NA"," NA"," NA"," NA","11"
"11959","TASK"," STIM"," LOW",6,1.1399," 1.2314"," 1.2029"," 0.0286"," 0.6005","11"
"11960","FEE"," STIM"," LOW",6,0.6871," 3.0096"," 2.6593"," 0.3503"," 0.6505","11"
"11961","RAT"," STIM"," HIGH",1,1.9046," 0.7362"," -2.3449"," 3.0811"," 0.3336","11"
"11962","GOAT"," STIM"," HIGH",6,1.8408," 0.2671"," 3.0506"," -2.7835"," 0.4003","11"
"11963","PHRASE"," FOIL"," LOW",1,11.8138," NA"," NA"," NA"," NA","11"
"11964","CAGE"," FOIL"," HIGH",1,0.873," NA"," NA"," NA"," NA","11"
"11965","RAIN"," FOIL"," HIGH",1,0.629," NA"," NA"," NA"," NA","11"
"11966","EVENT"," STIM"," LOW",5,1.3303," 0.5462"," 0.0566"," 0.4896"," 0.3169","11"
"11967","BEARD"," STIM"," HIGH",6,0.8689," 0.4945"," 0.4766"," 0.0179"," 0.4337","11"
"11968","SANE"," FOIL"," LOW",1,8.5029," NA"," NA"," NA"," NA","11"
"11969","AYE"," FOIL"," LOW",1,1.9722," NA"," NA"," NA"," NA","11"
"11970","NATION"," STIM"," LOW",6,3.2816," -1.7409"," -1.1887"," -0.5522"," 0.3503","11"
"11971","PAPER"," STIM"," HIGH",6,2.276," -0.0231"," -0.1688"," 0.1457"," 0.3336","11"
"11972","BASE"," STIM"," LOW",1,2.1627," 0.3704"," -2.6814"," 3.0518"," 0.2835","11"
"11973","REAL"," FOIL"," LOW",2,4.2106," NA"," NA"," NA"," NA","11"
"11974","LUNG"," FOIL"," HIGH",1,2.482," NA"," NA"," NA"," NA","11"
"11975","SOCK"," FOIL"," HIGH",2,2.2027," NA"," NA"," NA"," NA","11"
"11976","SWAGE"," FOIL"," LOW",1,1.0043," NA"," NA"," NA"," NA","11"
"11977","SLOUGH"," STIM"," LOW",5,2.2334," 2.5973"," -1.1090"," -2.5770"," 0.3169","11"
"11978","AGENCY"," STIM"," LOW",6,1.8613," 1.5552"," 0.0974"," 1.4579"," 0.2835","11"
"11979","OH"," STIM"," LOW",6,2.8732," 2.6828"," 0.6059"," 2.0769"," 0.4503","11"
"11980","PONY"," FOIL"," HIGH",4,1.3344," NA"," NA"," NA"," NA","11"
"11981","ONE"," STIM"," LOW",1,1.9465," -2.9471"," 0.7257"," 2.6104"," 0.3503","11"
"11982","GENTRY"," FOIL"," LOW",1,0.7801," NA"," NA"," NA"," NA","11"
"11983","GIN"," FOIL"," HIGH",1,0.8667," NA"," NA"," NA"," NA","11"
"11984","SOUL"," FOIL"," LOW",2,0.8114," NA"," NA"," NA"," NA","11"
"11985","SHEET"," FOIL"," HIGH",1,0.5352," NA"," NA"," NA"," NA","11"
"11986","ROD"," FOIL"," HIGH",2,1.5491," NA"," NA"," NA"," NA","11"
"11987","FANG"," STIM"," HIGH",6,1.0666," 1.8700"," 0.5866"," 1.2833"," 0.3169","11"
"11988","TRUCE"," STIM"," LOW",5,1.7358," 0.8554"," -1.2239"," 2.0793"," 7.2889","11"
"11989","CYNIC"," STIM"," LOW",6,0.645," -2.4652"," -0.6218"," -1.8434"," 14.4777","11"
"11990","SKI"," FOIL"," HIGH",5,0.8406," NA"," NA"," NA"," NA","11"
"11991","CAMP"," STIM"," HIGH",6,1.0328," 2.1902"," -1.3887"," -2.7042"," 4.4867","11"
"11992","DUMMY"," STIM"," HIGH",6,0.5093," 1.5074"," 0.3047"," 1.2027"," 0.4003","11"
"11993","BREAK"," FOIL"," LOW",2,1.0202," NA"," NA"," NA"," NA","11"
"11994","RIB"," STIM"," HIGH",6,0.7976," 0.8997"," 0.2643"," 0.6354"," 1.3010","11"
"11995","WINE"," FOIL"," HIGH",2,0.8977," NA"," NA"," NA"," NA","11"
"11996","VOTE"," STIM"," LOW",6,0.9617," -2.7765"," -0.1682"," -2.6083"," 0.4503","11"
"11997","HOLD"," STIM"," LOW",6,0.5752," 2.7853"," 1.9089"," 0.8764"," 0.1001","11"
"11998","BOWL"," FOIL"," HIGH",4,2.084," NA"," NA"," NA"," NA","11"
"11999","SALT"," FOIL"," HIGH",3,1.3725," NA"," NA"," NA"," NA","11"
"12000","TWIG"," STIM"," HIGH",6,0.6124," 0.5467"," -0.6069"," 1.1535"," 0.5671","11"
"12001","THREAD"," FOIL"," HIGH",1,1.2837," NA"," NA"," NA"," NA","11"
"12002","SEVER"," FOIL"," LOW",1,0.6531," NA"," NA"," NA"," NA","11"
"12003","SPIDER"," STIM"," HIGH",6,0.6473," -0.4955"," -1.0945"," 0.5989"," 0.1334","11"
"12004","TOY"," FOIL"," HIGH",6,0.4785," NA"," NA"," NA"," NA","11"
"12005","LIEN"," FOIL"," LOW",1,0.9933," NA"," NA"," NA"," NA","11"
"12006","CORPSE"," STIM"," HIGH",6,1.8041," -2.9452"," 0.9098"," 2.4283"," 0.0500","11"
"12007","NAVE"," STIM"," LOW",6,2.2698," 0.1727"," 2.6191"," -2.4464"," 0.2835","11"
"12008","BOSS"," STIM"," HIGH",6,0.7577," 2.6222"," 2.2448"," 0.3774"," 0.1501","11"
"12009","POLYP"," STIM"," LOW",6,1.0896," 1.8863"," 0.4657"," 1.4207"," 0.1334","11"
"12010","ASSIST"," FOIL"," LOW",1,2.0036," NA"," NA"," NA"," NA","11"
"12011","VICE"," FOIL"," LOW",1,1.8466," NA"," NA"," NA"," NA","11"
"12012","FAWN"," FOIL"," HIGH",3,2.5965," NA"," NA"," NA"," NA","11"
"12013","LAWN"," STIM"," HIGH",6,1.4663," -2.7274"," 2.4608"," 1.0950"," 0.3336","11"
"12014","CINQUE"," STIM"," LOW",6,1.3921," 1.8081"," -2.0798"," -2.3953"," 0.7673","11"
"12015","STRAW"," FOIL"," HIGH",1,2.5965," NA"," NA"," NA"," NA","11"
"12016","STAIR"," STIM"," HIGH",6,1.6928," 1.5173"," 0.4182"," 1.0991"," 0.1334","11"
"12017","BRA"," STIM"," HIGH",6,11.1762," -0.4771"," -0.6560"," 0.1789"," 0.3002","11"
"12018","FRENZY"," STIM"," LOW",1,1.8004," -0.7869"," -0.3160"," -0.4709"," 0.1168","11"
"12019","KNOB"," FOIL"," HIGH",1,3.2972," NA"," NA"," NA"," NA","11"
"12020","TALENT"," FOIL"," LOW",1,2.6338," NA"," NA"," NA"," NA","11"
"12021","CLOWN"," FOIL"," HIGH",5,1.0167," NA"," NA"," NA"," NA","11"
"12022","DESPOT"," FOIL"," LOW",1,0.7528," NA"," NA"," NA"," NA","11"
"12023","HELMET"," FOIL"," HIGH",1,1.0358," NA"," NA"," NA"," NA","11"
"12024","CRADLE"," STIM"," HIGH",6,0.8427," -2.6307"," 2.1212"," 1.5313"," 0.2335","11"
"12025","TAPE"," FOIL"," HIGH",1,0.6166," NA"," NA"," NA"," NA","11"
"12026","GOD"," FOIL"," LOW",1,1.0837," NA"," NA"," NA"," NA","11"
"12027","RENT"," STIM"," LOW",6,0.6822," 0.6510"," 0.7141"," -0.0630"," 0.3503","11"
"12028","STOLE"," STIM"," LOW",6,0.7862," 2.0944"," -0.2685"," 2.3629"," 0.1001","11"
"12029","VODKA"," FOIL"," HIGH",4,1.3692," NA"," NA"," NA"," NA","11"
"12030","IRON"," FOIL"," HIGH",1,0.8811," NA"," NA"," NA"," NA","11"
"12031","LARK"," STIM"," HIGH",6,0.5579," -1.2474"," -1.9103"," 0.6629"," 0.4337","11"
"12032","ENVY"," FOIL"," LOW",1,1.0059," NA"," NA"," NA"," NA","11"
"12033","LEFT"," STIM"," LOW",5,1.6885," -2.7004"," -0.0317"," -2.6687"," 1.1842","11"
"12034","UPON"," FOIL"," LOW",1,0.8031," NA"," NA"," NA"," NA","11"
"12035","KENNEL"," STIM"," HIGH",6,0.7459," -0.5763"," 0.2846"," -0.8610"," 0.3002","11"
"12036","ADVERB"," STIM"," LOW",6,0.5785," 2.3644"," 1.2527"," 1.1117"," 1.0174","11"
"12037","WAMUS"," STIM"," LOW",5,1.6922," -1.6833"," -1.3171"," -0.3662"," 3.5193","11"
"12038","WEIRD"," STIM"," LOW",6,0.7606," -0.4659"," 0.9658"," -1.4318"," 0.5671","11"
"12039","CAKE"," FOIL"," HIGH",3,1.8203," NA"," NA"," NA"," NA","11"
"12040","WAY"," STIM"," LOW",4,1.3951," -2.0998"," -1.9946"," -0.1053"," 0.3503","11"
"12041","ACCORD"," FOIL"," LOW",1,1.4242," NA"," NA"," NA"," NA","11"
"12042","REGRET"," FOIL"," LOW",1,0.7252," NA"," NA"," NA"," NA","11"
"12043","WOOD"," STIM"," HIGH",6,0.5983," -1.8206"," -2.0647"," 0.2442"," 0.8173","11"
"12044","FROG"," FOIL"," HIGH",1,2.1796," NA"," NA"," NA"," NA","11"
"12045","TALE"," FOIL"," LOW",1,1.0449," NA"," NA"," NA"," NA","11"
"12046","MANTLE"," STIM"," HIGH",6,0.6096," -2.1674"," -0.8930"," -1.2744"," 0.3503","11"
"12047","WHIP"," STIM"," HIGH",6,0.7029," 3.0400"," 2.7554"," 0.2845"," 0.4170","11"
"12048","TOO"," FOIL"," LOW",1,0.6509," NA"," NA"," NA"," NA","11"
"12049","OWL"," STIM"," HIGH",6,0.5012," 2.7471"," -2.3341"," -1.2020"," 0.3169","11"
"12050","RARITY"," FOIL"," LOW",1,0.6563," NA"," NA"," NA"," NA","11"
"12051","SUPPER"," STIM"," HIGH",6,0.5656," -0.5116"," 0.2929"," -0.8045"," 0.2669","11"
"12052","COPPER"," STIM"," HIGH",6,0.5452," 1.2119"," 1.2084"," 0.0035"," 0.7172","11"
"12053","HEAVEN"," STIM"," LOW",6,0.5827," 2.9818"," 2.8214"," 0.1603"," 0.3002","11"
"12054","CHALK"," STIM"," HIGH",6,0.7297," -0.6148"," -0.7603"," 0.1455"," 0.3336","11"
"12055","CHOIR"," FOIL"," HIGH",1,0.676," NA"," NA"," NA"," NA","11"
"12056","BEETLE"," FOIL"," HIGH",1,0.7597," NA"," NA"," NA"," NA","11"
"12057","TIMBER"," STIM"," HIGH",6,0.6141," -1.8640"," -2.1559"," 0.2919"," 0.8006","11"
"12058","DROP"," STIM"," LOW",6,1.3176," -1.7167"," -1.8893"," 0.1726"," 0.5337","11"
"12059","ANELE"," FOIL"," LOW",1,0.6043," NA"," NA"," NA"," NA","11"
"12060","ANCHOR"," FOIL"," HIGH",1,0.8242," NA"," NA"," NA"," NA","11"
"12061","PRAY"," STIM"," LOW",6,1.4933," 0.3101"," -0.3730"," 0.6831"," 2.0015","11"
"12062","TUFF"," STIM"," LOW",6,0.5296," 1.9440"," 1.4627"," 0.4813"," 0.4670","11"
"12063","SWAYED"," FOIL"," LOW",1,0.6328," NA"," NA"," NA"," NA","11"
"12064","DIVING"," FOIL"," HIGH",1,0.6045," NA"," NA"," NA"," NA","11"
"12065","DEED"," FOIL"," LOW",1,0.7428," NA"," NA"," NA"," NA","11"
"12066","STRAW"," FOIL"," HIGH",1,0.7552," NA"," NA"," NA"," NA","11"
"12067","FUDGE"," FOIL"," HIGH",1,0.7048," NA"," NA"," NA"," NA","11"
"12068","SOUTH"," FOIL"," LOW",1,0.6518," NA"," NA"," NA"," NA","11"
"12069","THREW"," STIM"," LOW",6,0.637," -2.7336"," -2.5213"," -0.2123"," 0.2835","11"
"12070","CORAL"," STIM"," HIGH",6,0.5902," 0.6452"," 2.1391"," -1.4938"," 0.3002","11"
"12071","WRUNG"," STIM"," LOW",6,0.5551," 3.0392"," 2.9362"," 0.1030"," 0.3002","11"
"12072","SLEEVE"," STIM"," HIGH",6,0.5305," -1.3178"," -1.9433"," 0.6255"," 0.3503","11"
"12073","CURB"," STIM"," HIGH",6,0.5287," -1.3883"," 2.7137"," 2.1812"," 2.5353","11"
"12074","PYTHON"," FOIL"," HIGH",1,1.778," NA"," NA"," NA"," NA","11"
"12075","KEG"," STIM"," HIGH",5,2.6906," -1.1458"," -2.7380"," 1.5922"," 0.1668","11"
"12076","CHOP"," FOIL"," HIGH",1,0.9968," NA"," NA"," NA"," NA","11"
"12077","SINGER"," FOIL"," HIGH",1,1.0883," NA"," NA"," NA"," NA","11"
"12078","STOVE"," STIM"," HIGH",6,0.7956," 1.3499"," -1.2475"," 2.5974"," 0.2835","11"
"12079","PLANK"," STIM"," HIGH",6,0.6032," 0.1550"," -0.7854"," 0.9404"," 0.7506","11"
"12080","CARE"," FOIL"," LOW",2,5.6353," NA"," NA"," NA"," NA","11"
"12081","LAMENT"," FOIL"," LOW",1,0.7326," NA"," NA"," NA"," NA","11"
"12082","THUMB"," STIM"," HIGH",6,0.5813," 2.6891"," 2.9053"," -0.2162"," 0.3169","11"
"12083","TAPIS"," STIM"," LOW",6,0.4986," -0.9722"," -1.1734"," 0.2013"," 0.4003","11"
"12084","LAWYER"," STIM"," HIGH",1,0.7611," 0.7724"," 0.0357"," 0.7367"," 0.2335","11"
"12085","RODE"," FOIL"," LOW",2,1.2454," NA"," NA"," NA"," NA","11"
"12086","NAPKIN"," FOIL"," HIGH",1,1.7351," NA"," NA"," NA"," NA","11"
"12087","AMUSE"," STIM"," LOW",6,0.5497," -0.5561"," -1.0122"," 0.4561"," 0.2669","11"
"12088","GYM"," FOIL"," HIGH",6,0.5359," NA"," NA"," NA"," NA","11"
"12089","RECORD"," STIM"," HIGH",6,1.1565," 2.0583"," -2.7167"," -1.5082"," 0.3669","11"
"12090","TREE"," FOIL"," HIGH",1,0.6767," NA"," NA"," NA"," NA","11"
"12091","TUSH"," FOIL"," LOW",5,1.084," NA"," NA"," NA"," NA","11"
"12092","HAND"," FOIL"," HIGH",1,1.1754," NA"," NA"," NA"," NA","11"
"12093","REACH"," STIM"," LOW",2,1.3835," 2.4723"," -1.9957"," -1.8152"," 0.3836","11"
"12094","VIEW"," FOIL"," LOW",1,0.6674," NA"," NA"," NA"," NA","11"
"12095","FILM"," FOIL"," HIGH",1,0.6035," NA"," NA"," NA"," NA","11"
"12096","BOOK"," STIM"," HIGH",4,1.929," -2.9148"," -3.0315"," 0.1167"," 0.4337","11"
"12097","AMITY"," STIM"," LOW",6,0.6217," -0.1387"," 0.4819"," -0.6207"," 0.4170","11"
"12098","PSALM"," STIM"," LOW",6,0.5617," 0.7657"," -2.0436"," 2.8093"," 0.4503","11"
"12099","TOE"," STIM"," HIGH",6,0.589," 0.8332"," -2.0322"," 2.8655"," 0.4003","11"
"12100","SNAKE"," FOIL"," HIGH",1,0.8341," NA"," NA"," NA"," NA","11"
"12101","CHEEK"," FOIL"," HIGH",1,1.1032," NA"," NA"," NA"," NA","11"
"12102","NECK"," STIM"," HIGH",6,0.6599," 0.3134"," -1.2409"," 1.5544"," 0.4837","11"
"12103","LEAN"," FOIL"," LOW",1,0.6816," NA"," NA"," NA"," NA","11"
"12104","JAIL"," STIM"," HIGH",6,0.6917," -0.5946"," -0.5046"," -0.0900"," 0.5004","11"
"12105","WRONG"," FOIL"," LOW",1,0.7586," NA"," NA"," NA"," NA","11"
"12106","FAIL"," STIM"," LOW",6,0.9688," -0.2072"," -0.7670"," 0.5597"," 0.5004","11"
"12107","MEAT"," STIM"," HIGH",6,0.5591," 2.4298"," 2.4449"," -0.0150"," 0.5671","11"
"12108","GARLIC"," FOIL"," HIGH",1,0.646," NA"," NA"," NA"," NA","11"
"12109","SAFE"," FOIL"," LOW",1,0.7693," NA"," NA"," NA"," NA","11"
"12110","CLAY"," STIM"," HIGH",6,0.5709," -1.9025"," -2.0548"," 0.1523"," 0.6839","11"
"12111","ZOO"," FOIL"," HIGH",1,0.5711," NA"," NA"," NA"," NA","11"
"12112","SERIES"," FOIL"," LOW",1,0.6357," NA"," NA"," NA"," NA","11"
"12113","CAFE"," STIM"," HIGH",6,0.7317," -1.3719"," -1.1387"," -0.2332"," 0.5337","11"
"12114","ANT"," FOIL"," HIGH",1,0.5889," NA"," NA"," NA"," NA","11"
"12115","OIL"," STIM"," HIGH",6,0.5552," -0.8932"," -1.1686"," 0.2753"," 0.6839","11"
"12116","PATENT"," FOIL"," LOW",1,0.673," NA"," NA"," NA"," NA","11"
"12117","STEW"," STIM"," HIGH",6,0.6866," -0.9792"," -0.1794"," -0.7998"," 0.3503","11"
"12118","MONEY"," STIM"," HIGH",4,2.1629," -0.9749"," -0.5483"," -0.4265"," 0.4337","11"
"12119","TASK"," FOIL"," LOW",1,0.7705," NA"," NA"," NA"," NA","11"
